PK;VOLUME_LOSS;SETTLEMENT_MAX;K_PECK;phi_tun;ci_tun
2150080.0;0.006361343733501047;0.010780688437793362;0.399766471431158;24.640967116324997;35.13000804238036
2150090.0;0.005916281490132581;0.010220853546565064;0.40116827583637304;24.64654149818385;35.257847209398236
2150100.0;0.004445962015706622;0.008060920867668143;0.40511451195933884;24.574635788577574;35.77523448679806
2150110.0;0.004401630783195567;0.007979007287121052;0.4052967601597907;24.531635336263694;35.96517617828386
2150120.0;0.004359192806477041;0.007901127059521382;0.4054581334825448;24.493566478917614;36.170197422225584
2150130.0;0.004462222742501904;0.007999597686759223;0.40474659872685714;24.46653541444768;36.377138984614106
2150140.0;0.004505915425554538;0.008005082040731496;0.40437619659095314;24.401618187410886;36.73216987940553
2150150.0;0.004281287338528226;0.0076474894208023066;0.40511584416651675;24.331448538974737;37.253051074646756
2150160.0;0.004280367633478134;0.007599629831748239;0.4047887167442346;24.304660619616794;37.6171236901581
2150170.0;0.00492973841772412;0.008611849805530687;0.40360575893985373;24.299371922206372;37.85938281950641
2150180.0;0.005030867954735764;0.008653165984532642;0.40215429017920473;24.36979343247336;38.99680533438874
2150190.0;0.004479184070018302;0.007584653856627214;0.40053716328918465;24.475923089277597;40.28812100785875
2150200.0;0.004569913863396408;0.007619662173719603;0.39908764114100387;24.547469449573978;41.11447156751653
2150210.0;0.004477424094020122;0.0073512265410364454;0.3976635732692374;24.61754758114346;41.86430480420975
2150220.0;0.004254003734321611;0.006915186731705925;0.39657246597396284;24.70670871027347;42.84114272591413
2150230.0;0.003960217910996066;0.00642225540924727;0.3959786769067534;24.80917155498261;43.828621356375706
2150240.0;0.0037041879487391288;0.005992894730995615;0.39535049808694045;24.919702363947934;44.77473359293305
2150250.0;0.003482620318662699;0.005621892773220125;0.3946135741881737;25.055595735075936;45.650983566205454
2150260.0;0.0034916939239759575;0.005624377643178239;0.3938174315789686;25.20535401270161;46.479856618483474
2150270.0;0.003238418011297933;0.005250940439985207;0.3937097897251969;25.34426986602216;47.22309510474017
2150280.0;0.002766541356441786;0.004543269580318554;0.3941783689614962;25.458781253237547;48.112362723079805
2150290.0;0.0025088905036868966;0.004175269305004003;0.3947336812892081;25.56436647599833;48.99699917770718
2150300.0;0.0023755758970191235;0.003954313157306972;0.3943405639096996;25.663835551838716;49.78021161972118
2150310.0;0.0022714554420819517;0.0037724725406756386;0.3937153225512328;25.77308479640931;50.52562671385698
2150320.0;0.002174715827461054;0.0036036849348265705;0.3930896790308324;25.88250537751961;51.26887747891475
2150330.0;0.0020836566148178986;0.0034450543115423235;0.3924908621840682;25.98571825662203;51.99685287229914
2150340.0;0.0019995692680097664;0.0032984642310829627;0.39191486944296605;26.08365877245468;52.73865401838383
2150350.0;0.0020811345942305043;0.0034260007604206884;0.3913945992109671;26.16861671668324;53.1154112278951
2150360.0;0.002048203461807313;0.0033654544558112064;0.3908514817867128;26.25900007650063;53.36414971871598
2150370.0;0.002033366599062374;0.0033338638201545054;0.3906569622329071;26.26777793244261;53.53743483774552
2150380.0;0.0020326508300947377;0.0033254250423484654;0.3905845221719806;26.248051899208143;53.542138154799865
2150390.0;0.0020321374509166606;0.0033174671725886883;0.390461331063546;26.24031015358303;53.56028653503894
2150400.0;0.0020401233946667633;0.0033234193020881897;0.39040706941265296;26.216531949988394;53.467074372003715
2150410.0;0.0020636968658536655;0.0033550667079311107;0.39034878071221724;26.19380122699251;53.24256969161518
2150420.0;0.0020838934079026317;0.0033809221477216767;0.39032838921660024;26.162312813212196;53.028808400409574
2150430.0;0.002107789185095437;0.0034128288385216346;0.39027322557986793;26.139062660527294;52.80548411360213
2150440.0;0.002128970418207949;0.003440241132045509;0.39021573764555395;26.116459169017215;52.58234594088574
2150450.0;0.002152916136641552;0.003471812299654123;0.39019595215149516;26.085152165685606;52.36997614122544
2150460.0;0.0021742855317793564;0.003499280149323255;0.39014155691443136;26.062034519199262;52.14800984540218
2150470.0;0.002199364693818295;0.0035326174466000673;0.39008485612255334;26.03955699865797;51.92622253787891
2150480.0;0.0022309643990814894;0.003576288943349055;0.3900823088250016;26.004546647112917;51.62397734777929
2150490.0;0.0024126592131852452;0.003859883627799145;0.3900785668383058;25.96992542942152;51.31615108230601
2150500.0;0.0024504509627001946;0.00391262596269671;0.390076314874083;25.93506663099852;51.01520429765508
2150510.0;0.0024930643795217835;0.003972945480577965;0.39005379195426615;25.905040423383767;50.70640605471221
2150520.0;0.0025284237626791856;0.004021238241054235;0.3900506505064587;25.87060517247707;50.43135757944265
2150530.0;0.0025722010544474935;0.004082856461519637;0.3900488734261241;25.835960466689233;50.13229525626288
2150540.0;0.0026137762980686014;0.004140850023619331;0.3900269952019385;25.806101401336857;49.825291263917684
2150550.0;0.0026592510988679373;0.004204559573177746;0.3900420960091723;25.767743949633076;49.529434107663
2150560.0;0.0027163380643887773;0.004286921559827988;0.3900231300320667;25.737417653023726;49.131467873847754
2150570.0;0.0027808383701368048;0.004380952787965104;0.38992542175130745;25.725496685088775;48.68648023695146
2150580.0;0.002847870306293898;0.00447871787388964;0.3898330655257201;25.71242130996874;48.21107127079676
2150590.0;0.002916870218927506;0.004579128838304526;0.3897385494855139;25.699937209771953;47.76605161087144
2150600.0;0.002988834356368097;0.00468397080112764;0.3896443746596656;25.6874626462333;47.29004515589074
2150610.0;0.0030399641899409627;0.004755420604030259;0.3895488592021238;25.675387657098916;46.91492443716276
2150620.0;0.003092313933866133;0.004828580065774766;0.38944530195937876;25.665266615622198;46.53820775362514
2150630.0;0.003141356180809066;0.004896229781595407;0.38933348404758517;25.65714811075092;46.18480893863385
2150640.0;0.0034140400945475895;0.005311600404582953;0.38924257860994993;25.64426385838137;45.80838832313625
