bldg_code;vulnerability;sc_lev;damage_class;settlement_max;tilt_max;esp_h_max
94002AJ0016_01;1.0;1.0;1.0;0.00653410010886;0.000468173913715;0.000102335758044
94002AJ0061_01;1.0;1.0;1.0;0.000413179485883;6.01807436352e-05;5.38904608523e-05
94002AJ0062_01;1.0;1.0;1.0;0.000141306218464;2.31885979321e-05;2.64776232836e-05
94002AJ0059_01;1.0;1.0;1.0;0.00378924619261;0.000363516001199;0.000113842420748
94002AJ0059_02;1.0;1.0;1.0;0.00783852006847;0.000468489995911;0.000113658830539
94002AJ0060_01;1.0;1.0;1.0;0.00104961662055;0.000136414471473;9.09006981067e-05
94081DI0027_13;1.0;2.0;1.0;7.66454205236e-08;2.16157699478e-08;5.35923130788e-08
94081DI0027_16;1.0;2.0;1.0;4.08021394577e-14;1.68479645785e-14;6.55195031133e-14
94081DI0027_17;1.0;2.0;1.0;1.03098660104e-14;4.36532008583e-15;1.74584269569e-14
94081DI0027_02;1.0;2.0;1.0;0.000113148568096;2.11560955865e-05;2.98503239006e-05
94081DI0027_05;1.0;2.0;1.0;2.37733297078e-05;5.01037402252e-06;8.37439618633e-06
94081DI0027_10;1.0;2.0;1.0;4.8945280188e-12;1.8318982678e-12;6.37401570353e-12
94081DI0027_18;1.0;2.0;1.0;2.975193551e-19;1.47419086607e-19;6.99982835035e-19
94081DI0026_01;1.0;2.0;1.0;0.00573224675589;0.000617726729207;0.000256664889732
94081DI0027_19;1.0;2.0;1.0;1.06661923218e-15;4.68716376983e-16;1.95192021467e-15
94081DI0027_20;1.0;2.0;1.0;7.97826406453e-13;3.10054488275e-13;1.12529435996e-12
94028BF0158_02;1.0;1.0;1.0;0.00539343115767;0.000356232515721;0.000115191006385
94028BF0159_03;1.0;1.0;1.0;0.000316977608619;4.26787754127e-05;4.04681122037e-05
94028BF0157_01;1.0;1.0;1.0;0.00629877371108;0.000366110710659;9.48585501033e-05
94046BH0052_01;1.0;1.0;1.0;9.39247958642e-05;1.37658833739e-05;1.69765783257e-05
94002AF0058_01;1.0;1.0;1.0;0.00391354866997;3.6197085686e-05;0.000109362519773
94028BD0056_01;1.0;2.0;1.0;0.00197218519856;0.000333582782231;0.000207618546636
94028BD0058_01;1.0;2.0;1.0;0.0162910024311;0.000791463326104;0.000598982529227
94028BD0060_01;1.0;2.0;1.0;0.00222949576865;0.000367851041619;0.000212431620197
94028BD0183_01;1.0;2.0;1.0;0.00307494458697;0.000474915386887;0.000223333124422
94028BD0055_01;1.0;2.0;1.0;0.000446520962452;9.00196464817e-05;9.42048042088e-05
94028BD0057_01;3.0;3.0;2.2;0.0152477460515;0.000707917543007;0.000554988929191
94028BD0058_02;2.0;3.0;2.1;0.00463366977624;0.000572199540623;0.000240186122931
94028BD0060_02;1.0;2.0;1.0;0.00234374516986;0.000345889749694;0.000223064324741
94028BD0210_01;1.0;2.0;1.0;0.00160741342865;0.000262103364706;0.000170675471805
94028BD0050_01;2.0;3.0;2.1;0.0125616849353;0.000692503834531;0.000441394318139
94028BD0049_01;2.0;3.0;2.1;0.0107713949561;0.000671829509475;0.000277710279186
94028BD0049_02;1.0;1.0;1.0;0.00156078184544;0.000251065033762;0.000189248132122
94028BD0272_01;1.0;2.0;1.0;0.00610965883785;0.000632907126784;0.000167093013627
94028BD0048_01;1.0;2.0;1.0;0.00317914668362;0.000423990426635;0.000158873914091
94028BD0047_01;1.0;2.0;1.0;0.00109972154973;0.00018389631285;0.00012658723121
94028BD0098_01;1.0;2.0;1.0;0.0111811183738;0.000604510010604;0.000385294026107
94028BD0100_01;1.0;2.0;1.0;0.0111811190379;0.000552020135977;0.000385294090775
94028BD0064_01;1.0;2.0;1.0;0.00802807552804;0.000572159926719;0.000142317227678
94028BE0523_03;1.0;1.0;1.0;1.08759665613e-20;6.77526425351e-21;3.54575671504e-20
94028BD0046_01;1.0;1.0;1.0;1.59902736563e-05;4.09851247219e-06;7.1806570043e-06
94028BD0065_01;1.0;2.0;1.0;0.00346525218311;0.00042511998173;0.000135269598588
94028BD0100_02;1.0;2.0;1.0;0.0104763908387;0.000386612019143;0.00045001674648
94028BD0065_02;2.0;3.0;1.0;0.00124479190513;0.000199145893164;0.000148873372409
940280D0020_01;1.0;1.0;1.0;7.32114987148e-77;8.12412433679e-77;9.01830914472e-76
940280D0021_01;1.0;2.0;1.0;2.23237279922e-72;2.40040398081e-72;2.61988680169e-71
940280D0025_01;1.0;2.0;1.0;9.38362707429e-42;7.5235650681e-42;6.05992446991e-41
940280D0026_01;1.0;1.0;1.0;9.1841392585e-27;5.76283839552e-27;3.57911880036e-26
940280D0035_01;2.0;3.0;1.0;2.69607168339e-45;2.25826669915e-45;1.86306691257e-44
940280D0049_01;1.0;1.0;1.0;1.52075290171e-58;1.46234403918e-58;1.40155205759e-57
940280L0003_01;1.0;2.0;1.0;6.33910984426e-65;6.4375818372e-65;6.33405864924e-64
940280L0004_02;1.0;1.0;1.0;1.82985565966e-53;1.67576824591e-53;1.48321141684e-52
940280L0005_01;1.0;2.0;1.0;1.90153517659e-53;1.74043078714e-53;1.58532206557e-52
940280L0006_01;1.0;1.0;1.0;9.78831954156e-29;6.38725408955e-29;4.02956721852e-28
940280L0057_01;1.0;2.0;1.0;1.17495454629e-29;7.79697006035e-30;5.07417658404e-29
940280L0092_01;1.0;1.0;1.0;4.87831492273e-29;3.20419655633e-29;2.00869853187e-28
940280L0095_01;1.0;1.0;1.0;1.10928183612e-35;8.15696343318e-36;5.91631425145e-35
940280L0098_01;1.0;1.0;1.0;3.47274340103e-52;3.13838225341e-52;2.82141115109e-51
940280L0099_01;1.0;1.0;1.0;2.95582417581e-49;2.5897319495e-49;2.25474387772e-48
940280L0100_02;2.0;3.0;1.0;7.42851319749e-39;5.72839073666e-39;4.2461254281e-38
940280L0101_01;1.0;1.0;1.0;1.20615543202e-44;1.00224482999e-44;8.25946425735e-44
940280L0109_01;1.0;1.0;1.0;1.0330015122e-34;7.49243477292e-35;5.43099995336e-34
940280L0113_01;1.0;1.0;1.0;1.67305447153e-41;1.33785478263e-41;1.07459395085e-40
940280N0079_01;1.0;1.0;1.0;1.92070748004e-10;6.81538844729e-11;2.20148055816e-10
940280N0114_03;1.0;1.0;1.0;1.34151335555e-06;3.42952832587e-07;7.05170584464e-07
940280N0114_04;1.0;1.0;1.0;5.17646579797e-18;2.58074018927e-18;1.20470135413e-17
94081DI0005_02;1.0;1.0;1.0;0.0139707046096;0.000966990244163;0.00029936977161
94081CM0065_02;1.0;1.0;1.0;0.000487116246383;9.29832295433e-05;9.19090723584e-05
94081DJ0131_05;3.0;2.0;2.2;0.0228620344391;0.00118686549092;0.000942321344199
94081AU0171_01;1.0;1.0;1.0;0.000414291151323;8.32132828485e-05;7.958701444e-05
94081CI0191_06;1.0;1.0;1.0;0.00117636235026;0.000214527460039;0.000181213765165
94081CI0191_07;1.0;1.0;2.1;0.0242337824595;0.00129936743812;0.00103563165595
94081CI0191_09;1.0;1.0;1.0;0.00613188289536;0.000828652751096;0.00038836411327
94081CI0027_01;1.0;1.0;1.0;1.51542210333e-05;4.45848519313e-06;7.80298547848e-06
94081CI0026_01;1.0;1.0;1.0;0.000232629898434;5.57947827168e-05;6.90518584751e-05
94081CI0277_01;1.0;1.0;2.1;0.0229921821516;0.00131849555099;0.000847710458895
94081CM0019_01;1.0;1.0;1.0;0.00305722846439;0.000431131056084;0.000172622262478
94081CM0065_01;1.0;1.0;1.0;0.0120003151114;0.000644425793357;0.00039317442681
94081CM0098_02;1.0;2.0;1.0;0.00997718165104;0.00061728977402;0.000253622787646
94081CH0313_01;1.0;1.0;1.0;0.0156583211062;0.000650420887262;0.000633940016064
94081CM0156_03;1.0;1.0;1.0;1.77436119887e-08;4.93709464551e-09;1.26997067879e-08
94081CH0254_01;1.0;1.0;1.0;0.000229990098783;3.76955731749e-05;4.33499643739e-05
94081CH0251_01;1.0;1.0;1.0;0.00893474484025;0.000452837708843;0.000197398701411
94081CH0253_01;1.0;1.0;1.0;0.00070073698052;9.93189291692e-05;8.77265740228e-05
94081CN0092_01;1.0;2.0;1.0;0.00913283847412;0.000347329942643;0.000213013269154
94081CN0096_01;1.0;1.0;1.0;0.00931088736815;0.000366141922747;0.000216890204318
94081CN0096_02;1.0;1.0;1.0;0.00450526655433;0.000337744339316;9.66653429052e-05
94081CN0096_03;1.0;1.0;1.0;0.000836251719371;9.88602628474e-05;7.01062541712e-05
94081CN0096_06;1.0;2.0;1.0;0.0097220348163;0.000405309906895;0.000224816688933
94081CN0096_19;1.0;1.0;1.0;0.00944728867724;0.000359832483002;0.000226788253332
94081CN0096_17;1.0;1.0;1.0;0.00953347722975;0.000343693737997;0.00021975424061
94081CN0003_02;1.0;2.0;1.0;0.0085938247776;0.000292016560135;0.000179900056897
94081CN0002_02;1.0;2.0;1.0;0.00671762875205;0.000256472216581;0.000113431729398
94081CN0003_03;1.0;1.0;1.0;0.00807420265494;0.000246172696058;0.000162857193972
94081CN0003_01;1.0;2.0;1.0;0.008210506655;0.000271729745254;0.00016399991412
94081CN0002_01;1.0;2.0;1.0;0.00858627323538;0.000242672913619;0.000177201454823
94081CN0002_03;1.0;2.0;1.0;0.00780911714461;0.000283981698839;0.000133131811955
94081CO0175_01;1.0;1.0;1.0;0.00398842073368;0.000302803246761;9.00465411307e-05
94081BT0134_01;1.0;2.0;1.0;0.00243546348031;0.000210273295444;0.000100264306522
94081BT0141_01;1.0;1.0;1.0;0.000474397135727;5.21855567601e-05;4.16429462146e-05
94081BT0134_03;1.0;1.0;1.0;0.00435387136761;0.000321322446765;0.000106883459282
94081BT0134_04;1.0;2.0;1.0;0.000928421961167;9.8730597025e-05;7.12591052778e-05
94081BQ0235_01;1.0;1.0;1.0;0.0061932550041;0.000382251462281;0.00011670466266
940760U0032_01;1.0;1.0;1.0;0.0112286595452;0.000497502024068;0.000293693599043
940760U0033_01;1.0;1.0;1.0;0.00852564614975;0.000426119713299;0.000189518147924
940760U0037_01;1.0;1.0;1.0;0.00211990810762;0.00020617530406;0.000100318425575
940760U0138_01;1.0;1.0;1.0;0.00821480022162;0.000384895775408;0.000167213704978
940760U0170_01;1.0;1.0;1.0;0.00999891788936;0.000505199252655;0.000238258918091
94076AZ0090_02;1.0;1.0;1.0;0.00146882883819;0.000179140946631;0.000124128857712
94081DI0024_03;1.0;2.0;1.0;2.78794971495e-05;6.49695996516e-06;9.95867604084e-06
94081DI0024_04;1.0;2.0;1.0;0.00699375136826;0.000769648456391;0.000317591079192
94081DJ0131_06;1.0;1.0;2.1;0.0212262682005;0.00102376113973;0.00080372019418
94081DJ0041_01;1.0;2.0;1.0;0.0063022464891;0.000725735674068;0.000298844747475
94081DJ0131_08;1.0;1.0;1.0;4.47018559773e-06;1.18177375842e-06;2.34822410675e-06
94081DJ0131_09;1.0;1.0;1.0;0.000258474579077;5.17873399578e-05;6.75484705094e-05
94081DJ0131_16;1.0;1.0;1.0;4.04145355447e-07;1.21273445514e-07;2.82730511022e-07
94081DJ0131_10;1.0;2.0;1.0;9.98566973306e-06;2.57596628851e-06;4.88075355773e-06
94081DJ0131_11;1.0;1.0;1.0;7.35281859941e-06;1.96143770174e-06;3.83306759634e-06
94081DJ0131_12;1.0;1.0;1.0;5.504984355e-05;1.29499956891e-05;2.09680168447e-05
94081DJ0092_01;1.0;1.0;2.1;0.0242117400499;0.0014125130187;0.0011462525416
94081DJ0122_01;1.0;1.0;1.0;5.81725722874e-10;2.42290893638e-10;7.75574938344e-10
94081DJ0124_01;2.0;1.0;2.2;0.0224697380949;0.00188283951575;0.00157131035094
94081CI0167_01;1.0;1.0;1.0;6.07498668375e-15;3.36231961572e-15;1.44543663414e-14
94081CI0190_01;1.0;1.0;1.0;7.41430334799e-14;3.96941296464e-14;1.63046910826e-13
94081CI0191_01;1.0;1.0;2.1;0.0236489177722;0.00136288963303;0.00110012323823
94081CI0191_02;1.0;1.0;2.1;0.0236961653576;0.00136230579432;0.00110112221888
94081CI0231_01;2.0;2.0;2.1;0.0142821967926;0.00133037689876;0.0004212786052
94081BP0126_01;1.0;1.0;1.0;4.84626276153e-08;1.74876990832e-08;4.6943323483e-08
94081BP0148_01;1.0;1.0;1.0;0.0063508239612;0.000866247610176;0.000298631011101
94081CU0288_01;1.0;1.0;1.0;3.44707809234e-08;1.39313497744e-08;3.93648863188e-08
94081CU0314_03;1.0;1.0;1.0;4.0171380058e-05;1.15568531047e-05;1.98504370456e-05
94081BP0093_04;1.0;1.0;1.0;0.0133791382722;0.00125931030594;0.000400304903292
94081CU0299_01;1.0;1.0;1.0;2.95806375452e-06;9.99946281451e-07;2.0191979097e-06
940810X0237_01;1.0;1.0;1.0;1.06827371618e-13;6.1957225202e-14;2.52083981777e-13
94081AU0171_03;1.0;1.0;1.0;0.000501268463784;9.09569212876e-05;8.30617546762e-05
94081AU0100_02;1.0;1.0;2.1;0.021831034619;0.00114169433542;0.000893965374278
94081AU0040_02;2.0;2.0;2.1;0.0190071420633;0.00117755493283;0.00041421205656
94081AU0047_01;1.0;1.0;1.0;6.0575369944e-06;1.4343831767e-06;2.6496801241e-06
94081AU0092_01;1.0;1.0;1.0;0.00279760366673;0.000360758358856;0.000241803417433
94081BQ0220_01;1.0;2.0;1.0;0.00928679925577;0.00059031317335;0.000182230788361
94081CO0177_01;1.0;1.0;1.0;0.000133663437292;2.10590711516e-05;2.50994533278e-05
94081CU0141_01;1.0;1.0;1.0;0.000214466183219;3.78460708705e-05;4.36209875512e-05
94081BP0150_02;1.0;1.0;1.0;0.00227186686731;0.000295365510187;0.000194423866246
94081CU0141_02;1.0;2.0;1.0;0.000299677088411;5.1883465699e-05;5.82576682206e-05
94081BP0027_01;1.0;2.0;1.0;0.00842621826129;0.000822318976551;0.000273657570783
94081BP0027_02;1.0;2.0;1.0;0.000251110894629;4.49707289096e-05;5.07320932938e-05
94081BP0207_01;1.0;1.0;1.0;0.0129454324052;0.00119865395746;0.000263576031893
94081BP0211_01;1.0;2.0;1.0;0.00226687037807;0.000358189456986;0.000283736657934
94081BP0134_01;1.0;1.0;1.0;0.0075059124309;0.000937072554512;0.000376446625217
94081CU0314_01;1.0;2.0;1.0;0.00128623524934;0.000250019593055;0.000202344376088
94081BP0100_02;3.0;2.0;2.2;0.0209982099871;0.00123008228614;0.000994626804478
94081BP0203_01;2.0;2.0;2.1;0.0140985807361;0.00139066529921;0.000322099098351
940810X0214_01;1.0;1.0;1.0;1.01448757459e-13;5.25568744304e-14;2.09239851134e-13
94081AU0111_01;1.0;1.0;1.0;0.0023442636005;0.000398391599787;0.000312265177593
94081AU0188_01;1.0;2.0;1.0;0.000304307613166;6.75743260768e-05;8.74529117321e-05
94081CI0191_04;1.0;1.0;2.1;0.0232607819203;0.00133727225822;0.00108089074245
94081CI0191_03;1.0;1.0;2.1;0.0245822383143;0.00141353134092;0.000865441270885
94081CI0191_05;1.0;1.0;1.0;0.0193713052886;0.00130597153186;0.000541724616826
94081CI0191_08;2.0;1.0;2.2;0.0227362387214;0.00190466166881;0.00158992820021
94081CM0115_02;1.0;1.0;1.0;0.00786077206403;0.000463689137713;0.00011209368425
94081CM0115_03;1.0;1.0;1.0;0.00988517007003;0.000412104021538;0.000244952817487
94081CM0115_04;1.0;1.0;1.0;0.0117542265772;0.00052675657908;0.000320763742477
94081CM0115_05;1.0;1.0;1.0;0.006099879147;0.000371462466218;0.000114363118875
94081CN0092_02;1.0;1.0;1.0;0.00758257935774;0.000351015633735;0.000149524278559
94081CH0190_01;1.0;1.0;1.0;2.09762752465e-05;4.05829349113e-06;6.13660786088e-06
94081CH0192_01;1.0;1.0;1.0;5.92415514254e-07;1.36518515206e-07;2.83534037081e-07
94081CH0241_01;1.0;1.0;1.0;3.77399995586e-06;7.92013633362e-07;1.41121962339e-06
94081CH0244_01;1.0;1.0;1.0;0.000223121559063;3.40810664272e-05;3.78399185521e-05
94081CH0245_01;1.0;1.0;1.0;0.000575525397449;8.01013357974e-05;7.58076724498e-05
94081CH0246_01;1.0;1.0;1.0;0.0013059109176;0.000163148038583;9.71320717795e-05
94081CH0248_01;1.0;1.0;1.0;0.00245854663165;0.000263324895682;0.000104856306264
94081CH0255_01;1.0;1.0;1.0;1.62573677437e-05;3.19841061871e-06;5.18812693455e-06
94081CH0256_01;1.0;1.0;1.0;6.01820715828e-06;1.25753189239e-06;2.2449187575e-06
94081CN0032_01;1.0;1.0;1.0;3.65363267853e-06;7.2802543236e-07;1.30746525025e-06
94081CN0032_02;1.0;1.0;1.0;2.53557820747e-05;4.39428255149e-06;6.71694854773e-06
94081BT0140_01;1.0;1.0;1.0;2.86773217404e-05;4.22910611759e-06;6.18849084888e-06
94081BT0141_02;1.0;1.0;1.0;0.000129499100682;1.6508172578e-05;1.94198018054e-05
94081AR0124_01;1.0;1.0;1.0;0.0199765841948;0.000685212244726;0.000402344953677
94081AR0128_01;1.0;2.0;1.0;0.0172418332153;0.000667159588181;0.000226823670314
94081AR0289_01;1.0;1.0;1.0;0.0180453396418;0.000691198619576;0.000314785443711
94081AR0340_01;1.0;1.0;1.0;0.0199964645355;0.000689445726314;0.000435500070444
94081AR0340_02;1.0;1.0;1.0;0.00725588854068;0.000526544781975;0.00019908287429
94081AR0399_01;1.0;1.0;1.0;0.0210406286513;0.000606690222739;0.000466286834822
94081AR0401_01;1.0;1.0;1.0;0.0209077829326;0.000665538535144;0.000464154004993
94081AR0413_01;1.0;2.0;1.0;0.0185412380322;0.000661964358592;0.0002952867418
94081AR0452_01;1.0;1.0;1.0;0.0210021208235;0.000596432509819;0.000430509143375
94081AR0456_01;1.0;1.0;1.0;0.0174346897439;0.000662005539531;0.000250566332968
94081AR0523_01;1.0;1.0;1.0;0.0158220975602;0.000674759371798;0.000196456157376
94081AR0523_02;1.0;1.0;1.0;0.00824505255817;0.000567007213354;0.000183098535102
94081AS0139_01;1.0;1.0;1.0;0.018012695107;0.000766494267263;0.000401157093154
94081AS0309_01;1.0;2.0;1.0;0.0090820265626;0.000596148555095;0.000209867254271
94081AR0153_01;1.0;1.0;1.0;0.00723318894254;0.000221306086002;0.000125615861609
94081AR0153_02;1.0;1.0;1.0;0.00729346208516;9.74623625011e-05;0.000160621135305
94081AR0154_01;1.0;1.0;1.0;0.00495945569439;0.000230997501705;5.38008322939e-05
94081AR0157_01;1.0;2.0;1.0;0.00591806824051;0.000217265790538;6.51640643506e-05
94081AR0159_01;1.0;1.0;1.0;0.00615755803299;0.000217265786334;7.29346105269e-05
94081AR0160_01;1.0;1.0;1.0;0.00642582076429;0.000217237823349;8.46336859995e-05
94081AR0162_02;1.0;1.0;1.0;0.00550977548315;0.000213198454697;4.87504317788e-05
94081AR0207_01;1.0;2.0;1.0;0.00763364127384;9.92629826477e-05;0.000141643178023
94081AR0460_01;1.0;1.0;1.0;0.00662531422759;0.000214915647119;9.99623521661e-05
94081AR0460_02;1.0;1.0;1.0;0.00502893494664;0.000213572275535;3.05323689202e-05
94081AR0469_01;1.0;1.0;1.0;0.0063008015653;0.000230503854824;8.36360574528e-05
94081AR0503_01;1.0;1.0;1.0;0.00687632500993;0.000230926535218;0.000117615922214
94081AR0529_01;1.0;1.0;1.0;0.00754488759235;0.000220931955001;0.000157349059765
94081AR0148_01;1.0;1.0;1.0;0.00382789847823;0.000207159025649;5.01685683041e-05
94081AR0150_01;1.0;2.0;1.0;0.00760984017073;0.000143329904999;0.000136822965706
94081AR0532_01;1.0;1.0;1.0;0.00675180975692;0.000212059637615;0.000105503347957
94081AR0161_01;1.0;1.0;1.0;0.00697765809333;0.000202333797438;0.000117442765204
94081AQ0090_01;1.0;1.0;1.0;0.00610171719694;0.000212791536388;7.92141913908e-05
94081AQ0091_01;1.0;2.0;1.0;0.00702004876144;0.000211372944282;0.000124141326835
94081AQ0092_02;1.0;1.0;1.0;0.00692196331707;0.000212706512939;0.000121526222352
94081AQ0097_01;1.0;1.0;1.0;0.00744700125601;0.000221119133341;0.000156878053021
94081AQ0097_03;1.0;1.0;1.0;0.00636867949832;0.000213107153705;9.38014664807e-05
94081AQ0098_01;1.0;1.0;1.0;0.0074236181589;0.000203869159129;0.000158624316773
94081AQ0097_02;1.0;1.0;1.0;0.00730566025963;0.000226487951168;0.000150520165025
94081AQ0099_01;1.0;1.0;1.0;0.00749493260086;0.000230978542548;0.000164651406478
94081AQ0100_01;1.0;1.0;1.0;0.00499244916418;0.000229913810645;4.85709951567e-05
94081AQ0251_02;1.0;1.0;1.0;0.00343250044474;0.000203833908063;6.62557284083e-05
94081AQ0253_01;1.0;1.0;1.0;0.00701771096809;0.000226507524868;0.000137776916592
94081AQ0253_02;1.0;1.0;1.0;0.00734576280203;0.000111071027984;0.000161374399869
94081AQ0251_01;1.0;1.0;1.0;0.00689511421818;0.000237813438494;0.000107580351931
940760U0180_01;2.0;3.0;1.0;0.00414793264069;0.000324342977207;9.95867214447e-05
94076BC0004_02;1.0;1.0;1.0;0.00251744812081;0.000192069039508;7.9238911767e-05
94076BC0018_01;1.0;1.0;1.0;0.00652146662104;0.00027896088989;9.1096726931e-05
94076BC0022_01;1.0;1.0;1.0;0.00613373787081;0.000290105981335;7.62957373682e-05
94076BC0101_01;1.0;1.0;1.0;0.00806631232832;0.000311339938731;0.000172394218339
94076BC0161_01;1.0;1.0;1.0;0.00897503510839;0.000269029283483;0.000221399322357
94076BC0165_01;1.0;1.0;1.0;0.00784383781742;0.00030264364699;0.000181044338328
94076BC0167_01;1.0;1.0;1.0;0.00712095112478;0.000309501550962;0.000112217318178
94076BC0170_01;1.0;1.0;1.0;0.00445959959043;0.000266682875973;7.91559661505e-05
94076BC0181_01;1.0;1.0;1.0;0.00833879431053;0.000251016218259;0.00021370030149
94076BC0183_01;1.0;1.0;1.0;0.00598229041664;0.00028398226097;6.88873685634e-05
94076BC0177_01;1.0;1.0;1.0;0.00887149762227;0.000313438588852;0.000250961743203
94076BC0028_01;1.0;1.0;1.0;0.00253496996378;0.000217601692434;0.000101371762043
94076BC0176_01;1.0;1.0;1.0;0.00907962447549;0.000333920549077;0.00023476289058
94076BC0031_01;1.0;1.0;1.0;0.00907322764449;0.000312473944574;0.000234340177618
940760U0139_01;1.0;1.0;1.0;0.00572108866304;0.00037744976409;9.91523583692e-05
94076BC0128_01;1.0;1.0;1.0;0.00870565712096;0.000372130223895;0.000231671822756
94076BC0217_01;1.0;1.0;1.0;0.00720884519295;0.000374060653482;0.000108632608434
940760U0174_01;1.0;1.0;1.0;0.00956784893657;0.000519916163428;0.00019463523293
94076AZ0089_01;1.0;2.0;1.0;0.00449663870635;0.000445311063396;0.000136659982667
94076AZ0088_01;1.0;2.0;1.0;0.00594574054988;0.000521324290545;0.000143479807094
940760U0172_01;1.0;1.0;1.0;0.00879917161827;0.000503913369034;0.0001642077572
940760U0176_01;1.0;1.0;1.0;0.00631142688142;0.000509410890786;0.000156417527627
94076AZ0126_01;1.0;1.0;1.0;0.00523159540277;0.000474987685831;0.000154492378668
94076AZ0167_01;1.0;2.0;1.0;0.00747993180706;0.000530171054536;0.000160497411001
940760U0167_01;1.0;1.0;1.0;0.00581640700381;0.000507497927724;0.000138873212946
94076AZ0191_01;1.0;1.0;1.0;0.010207466134;0.000542247682248;0.00023119572949
940760U0156_01;1.0;1.0;1.0;0.00419850176001;0.000438576846968;0.000150716866384
94076AZ0109_02;1.0;1.0;1.0;0.00825960265801;0.000545360046375;0.000152734475638
940760V0281_01;1.0;1.0;1.0;0.00309861128946;0.000367743280462;0.000140348895107
94076AZ0081_01;1.0;1.0;1.0;0.00846985187711;0.000551799810424;0.000139705641503
940760V0280_01;1.0;1.0;1.0;0.00278129822333;0.000342408020318;0.00014320061615
94076AZ0078_01;1.0;2.0;1.0;0.0121972504171;0.000549764616259;0.000353134475423
94076AZ0079_01;1.0;2.0;1.0;0.012209322407;0.000581540130416;0.000349978843301
940760V0278_01;1.0;1.0;1.0;0.0026010821482;0.000327722068663;0.000145503299866
94076AZ0077_01;2.0;3.0;2.1;0.0122691159126;0.000578241247855;0.000379745112768
94076AZ0072_01;1.0;1.0;1.0;0.00143179597889;0.000205497584603;0.000126448370144
94076AZ0076_01;1.0;2.0;1.0;0.0129661159078;0.000620483194382;0.000382153058782
940760V0180_01;1.0;1.0;1.0;0.00119503586031;0.000174354281266;0.000130796274
94076AZ0073_01;1.0;2.0;1.0;0.00499913802014;0.000497061372892;0.000144816101737
94076AZ0075_01;2.0;3.0;2.1;0.0130550328022;0.00062366376904;0.00038471986289
94076AZ0072_02;1.0;2.0;1.0;0.0015180670157;0.000215988420699;0.000129277309933
94076AZ0074_01;1.0;1.0;1.0;0.0128068151074;0.000619276244859;0.000379597352812
94081DJ0088_01;1.0;1.0;1.0;0.00536139296815;0.000755378186456;0.000429172531587
94081DJ0088_02;1.0;1.0;1.0;9.1670878434e-05;2.23236130329e-05;3.47916526441e-05
94081DJ0123_01;2.0;1.0;2.2;0.0228403270106;0.00194986042404;0.0015378463109
94081DJ0088_03;1.0;1.0;1.0;4.45465725598e-05;1.21659098102e-05;2.01402507624e-05
94081DJ0088_04;1.0;1.0;1.0;0.00212855300833;0.000389865591515;0.000287353956127
94081CI0175_01;1.0;1.0;1.0;8.12051599213e-07;2.77210945689e-07;6.50776381349e-07
94081CI0178_01;1.0;2.0;1.0;2.99120303603e-05;8.39009529927e-06;1.43427528338e-05
94081CI0097_01;1.0;1.0;1.0;6.00197030283e-06;1.84417651416e-06;3.7102866725e-06
94081CI0190_02;1.0;1.0;1.0;1.47628069161e-15;8.53546089051e-16;3.7945104394e-15
94081CI0221_01;1.0;2.0;1.0;1.6088664057e-06;5.29234298771e-07;1.19640721376e-06
94081AU0092_02;1.0;1.0;1.0;0.00955088245924;0.000815277663697;0.000270607774478
94081AU0029_01;1.0;2.0;1.0;0.00374590106133;0.000441583640844;0.00022350307425
94081AU0030_01;1.0;1.0;1.0;0.0092349866312;0.000838793162418;0.000252925013247
94081AU0031_01;1.0;1.0;1.0;0.0167307520289;0.000963914571662;0.000304148497127
94081AU0104_01;1.0;1.0;1.0;0.0139435265835;0.00088605353917;0.0002703040166
94081AU0205_01;1.0;2.0;1.0;0.0187793471082;0.000893637952232;0.000525385727695
94081AU0022_01;1.0;1.0;1.0;0.00364982370192;0.000419717332239;0.00022248867803
94081AU0032_01;1.0;1.0;1.0;0.0187196876721;0.000884787789651;0.000504047577988
94081AU0033_01;1.0;2.0;1.0;0.0196661929329;0.000841452731272;0.000582744544246
94081AU0034_01;1.0;1.0;1.0;0.0209795849149;0.000945061836992;0.000584608865804
94081AU0021_01;1.0;1.0;1.0;0.00840765779506;0.000711644838504;0.000258263685565
94081AU0014_01;1.0;2.0;1.0;0.00322691400118;0.000377112143857;0.000233544243746
94081AU0020_01;1.0;1.0;1.0;0.012065634007;0.000838690379923;0.000258200967124
94081AU0108_01;1.0;2.0;1.0;0.0131885685444;0.000835882109747;0.000251811920106
94081AS0115_03;1.0;1.0;1.0;0.0196949244694;0.000800561825361;0.000605693453767
94081AS0380_01;1.0;2.0;1.0;0.0192743129424;0.000830808473319;0.000548356216933
94081AV0016_01;1.0;2.0;1.0;0.00982405211255;0.000780500291652;0.000255199620428
94081AV0017_01;1.0;1.0;1.0;0.0062525132562;0.000596311379102;0.000220336871758
94081AS0357_01;1.0;1.0;1.0;0.0198564196028;0.00079289943808;0.000606912750621
94081AS0121_02;1.0;1.0;1.0;0.0191042341971;0.00080776070837;0.000480824658358
94081AS0120_01;1.0;1.0;1.0;0.0171160124476;0.000843636313341;0.000284725871551
94081AS0162_01;1.0;1.0;1.0;0.00687047400843;0.000607485188361;0.000212691777181
94081AS0122_01;1.0;2.0;1.0;0.0174063950506;0.000796060977934;0.000391925458206
94081AS0126_01;1.0;1.0;1.0;0.0194608676539;0.000758989180822;0.000579442460382
