ID;Descrizione;PK;x;y;z
Falda;Falda;2123218;1659441.9;8176971.87;30.61
Falda;Falda;2123228;1659435.56;8176964.13;30.62
Falda;Falda;2123238;1659429.06;8176956.53;30.63
Falda;Falda;2123248;1659422.41;8176949.06;30.64
Falda;Falda;2123258;1659415.64;8176941.71;30.64
Falda;Falda;2123268;1659408.77;8176934.44;30.65
Falda;Falda;2123278;1659401.81;8176927.26;30.66
Falda;Falda;2123288;1659394.8;8176920.13;30.67
Falda;Falda;2123298;1659387.74;8176913.04;30.67
Falda;Falda;2123308;1659380.66;8176905.98;30.68
Falda;Falda;2123318;1659373.59;8176898.92;30.69
Falda;Falda;2123328;1659366.51;8176891.85;30.69
Falda;Falda;2123338;1659359.43;8176884.79;30.7
Falda;Falda;2123348;1659352.35;8176877.73;30.71
Falda;Falda;2123358;1659345.27;8176870.67;30.72
Falda;Falda;2123368;1659338.19;8176863.6;30.72
Falda;Falda;2123378;1659331.11;8176856.54;30.72
Falda;Falda;2123388;1659324.03;8176849.48;30.66
Falda;Falda;2123398;1659316.95;8176842.42;30.59
Falda;Falda;2123408;1659309.87;8176835.35;30.52
Falda;Falda;2123418;1659302.79;8176828.29;30.45
Falda;Falda;2123428;1659295.71;8176821.23;30.39
Falda;Falda;2123438;1659288.61;8176814.18;30.32
Falda;Falda;2123448;1659281.47;8176807.19;30.25
Falda;Falda;2123458;1659274.25;8176800.26;30.18
Falda;Falda;2123468;1659266.94;8176793.45;30.12
Falda;Falda;2123478;1659259.49;8176786.77;30.05
Falda;Falda;2123488;1659251.9;8176780.26;29.99
Falda;Falda;2123498;1659244.13;8176773.97;29.97
Falda;Falda;2123508;1659236.17;8176767.91;29.95
Falda;Falda;2123518;1659228.01;8176762.13;29.93
Falda;Falda;2123528;1659219.67;8176756.61;29.91
Falda;Falda;2123538;1659211.15;8176751.38;29.89
Falda;Falda;2123548;1659202.46;8176746.43;29.87
Falda;Falda;2123558;1659193.61;8176741.78;29.85
Falda;Falda;2123568;1659184.61;8176737.42;29.83
Falda;Falda;2123578;1659175.48;8176733.35;29.81
Falda;Falda;2123588;1659166.21;8176729.6;29.79
Falda;Falda;2123598;1659156.82;8176726.15;29.77
Falda;Falda;2123608;1659147.33;8176723.02;29.75
Falda;Falda;2123618;1659137.73;8176720.2;29.73
Falda;Falda;2123628;1659128.05;8176717.7;29.71
Falda;Falda;2123638;1659118.29;8176715.53;29.69
Falda;Falda;2123648;1659108.46;8176713.68;29.68
Falda;Falda;2123658;1659098.58;8176712.15;29.7
Falda;Falda;2123668;1659088.65;8176710.95;29.71
Falda;Falda;2123678;1659078.69;8176710.09;29.73
Falda;Falda;2123688;1659068.71;8176709.55;29.74
Falda;Falda;2123698;1659058.71;8176709.35;29.76
Falda;Falda;2123708;1659048.71;8176709.47;29.77
Falda;Falda;2123718;1659038.72;8176709.93;29.79
Falda;Falda;2123728;1659028.75;8176710.72;29.8
Falda;Falda;2123738;1659018.82;8176711.84;29.82
Falda;Falda;2123748;1659008.92;8176713.28;29.83
Falda;Falda;2123758;1658999.08;8176715.04;29.85
Falda;Falda;2123768;1658989.29;8176717.08;29.86
Falda;Falda;2123778;1658979.55;8176719.35;29.87
Falda;Falda;2123788;1658969.86;8176721.81;29.86
Falda;Falda;2123798;1658960.2;8176724.42;29.85
Falda;Falda;2123808;1658950.58;8176727.14;29.85
Falda;Falda;2123818;1658940.98;8176729.93;29.84
Falda;Falda;2123828;1658931.38;8176732.75;29.83
Falda;Falda;2123838;1658921.79;8176735.57;29.83
Falda;Falda;2123848;1658912.2;8176738.4;29.82
Falda;Falda;2123858;1658902.6;8176741.22;29.81
Falda;Falda;2123868;1658893.01;8176744.05;29.81
Falda;Falda;2123878;1658883.42;8176746.87;29.8
Falda;Falda;2123888;1658873.83;8176749.7;29.79
Falda;Falda;2123898;1658864.23;8176752.52;29.79
Falda;Falda;2123908;1658854.64;8176755.35;29.78
Falda;Falda;2123918;1658845.05;8176758.17;29.77
Falda;Falda;2123928;1658835.46;8176761;29.77
Falda;Falda;2123938;1658825.86;8176763.82;29.76
Falda;Falda;2123948;1658816.27;8176766.64;29.75
Falda;Falda;2123958;1658806.66;8176769.42;29.74
Falda;Falda;2123968;1658797.04;8176772.14;29.74
Falda;Falda;2123978;1658787.39;8176774.78;29.73
Falda;Falda;2123988;1658777.72;8176777.3;29.72
