file_name;bldg_code;parcel;bldg_no;sc_lev;z_dem;z_top_tun;overburden_tun_dem;depth_fondation;z_fondation;overburden_tun_bldg;d_min_range;angle_bldg_tun;stories_underground_no;stories_overground_no;nb_de_niveaux;sc_vbr_lev;footprint;height_overground;typology;pk_min;pk_max;d_min;d_max
94081CU0141_02_SEN_ind01.pdf;94081CU0141_02;94081CU0141;2;2;43;27;16;3;40;13;30m < D <= 40m;entre 60 et 90;1;14;0;1;22 X 17;42;building;;;;
94081CU0288_01_SEN_ind01.pdf;94081CU0288_01;94081CU0288;1;1;43;30;13;4;39;9;40m < D <= 50m;<30;1;1;0;2;50 X 50;7;building;;;;
94081CU0299_01_SEN_ind01.pdf;94081CU0299_01;94081CU0299;1;1;45;30;15;7;38;8;40m < D <= 50m;<30;2 partiel;6;0;2;35 X 11;20;building;;;;
94081CU0299_02_SEN_ind01.pdf;94081CU0299_02;94081CU0299;2;2;44;30;14;7;37;7;D > 50 m;entre 60 et 90;2;6;0;1;13 X 45;21;building;;;;
94081CU0314_01_SEN_ind01.pdf;94081CU0314_01;94081CU0314;1;2;43;30;13;7;36;6;20m < D <= 30m;entre 60 et 90;2;9;0;1;58 X 14;27;building;;;;
94081CU0314_02_SEN_ind01.pdf;94081CU0314_02;94081CU0314;2;1;44;30;14;7;37;7;20m < D <= 30m;<30;2;9;0;2;27 X 15;27;building;;;;
94081CU0314_03_SEN_ind01.pdf;94081CU0314_03;94081CU0314;3;1;45;30;15;0;45;15;30m < D <= 40m;<30;A vrifier;6;0;2;47 X 12;20;building;;;;
94081DI0005_01_SEN_ind01.pdf;94081DI0005_01;94081DI0005;1;1;35;11;24;0;35;24;10m < D <= 20m;entre 60 et 90;0;0;0;2;43 X 35;8;building;;;;
94081DI0005_02_SEN_ind01.pdf;94081DI0005_02;94081DI0005;2;1;35;11;24;0;;non dtermin;20m < D <= 30m;entre 60 et 90;Non dtermin;Non dtermin;Non dtermin;2;27 X 14;8;building;;;;
94081DI0005_03_SEN_ind01.pdf;94081DI0005_03;94081DI0005;3;2;35;11;24;0;35;24;40m < D <= 50m;entre 60 et 90;0;1;0;1;32 X 12;6;building;;;;
94081DI0005_04_SEN_ind01.pdf;94081DI0005_04;94081DI0005;4;2;35;11;24;0;;non dtermin;40m < D <= 50m;entre 60 et 90;Non dtermin;0;0;1;50 X 11;6;building;;;;
94081DI0024_01_SEN_ind01.pdf;94081DI0024_01;94081DI0024;1;2;35;15;20;8;27;12;40m < D <= 50m;<30;3;4 (en comptant le rez de jardin);0;3;35 X 30;15;building;;;;
94081DI0024_02_SEN_ind01.pdf;94081DI0024_02;94081DI0024;2;2;35;15;20;8;27;12;D > 50 m;<30;3;4 (en comptant le rez de jardin);0;3;35 X 30;15;building;;;;
94081DI0024_03_SEN_ind01.pdf;94081DI0024_03;94081DI0024;3;2;35;15;20;8;27;12;D > 50 m;<30;3;4 (en comptant le rez de jardin);0;3;30 X 30;15;building;;;;
94081DI0024_04_SEN_ind01.pdf;94081DI0024_04;94081DI0024;4;2;35;15;20;0;35;20;0m < D <= 10m;<30;0;4;0;3;55 X 35;15;building;;;;
94081DI0026_01_SEN_ind01.pdf;94081DI0026_01;94081DI0026;1;2;ND1;ND2;ND3;1;ND5;ND6;ND7;ND8;ND9;ND10;ND11;1;ND13;28;building;;;;
94081DI0027_01_SEN_ind02.pdf;94081DI0027_01;94081DI0027;1;2;;ND2;ND3;0;;ND6;ND7;ND8;;ND10;ND11;1;;7;building;;;;
94081DI0027_02_SEN_ind02.pdf;94081DI0027_02;94081DI0027;2;2;;ND2;ND3;0;;ND6;ND7;ND8;;ND10;ND11;1;;7;building;;;;
94081DI0027_03_SEN_ind02.pdf;94081DI0027_03;94081DI0027;3;2;;ND2;ND3;0;;ND6;ND7;ND8;;ND10;ND11;1;;7;building;;;;
94081DI0027_04_SEN_ind02.pdf;94081DI0027_04;94081DI0027;4;2;;ND2;ND3;0;;ND6;ND7;ND8;;ND10;ND11;1;;7;building;;;;
94081DI0027_05_SEN_ind02.pdf;94081DI0027_05;94081DI0027;5;2;;ND2;ND3;0;;ND6;ND7;ND8;;ND10;ND11;1;;7;building;;;;
94081DI0027_06_SEN_ind02.pdf;94081DI0027_06;94081DI0027;6;2;;ND2;ND3;0;;ND6;ND7;ND8;;ND10;ND11;1;;7;building;;;;
94081DI0027_07_SEN_ind01.pdf;94081DI0027_07;94081DI0027;7;2;;ND2;ND3;0;;ND6;ND7;ND8;;ND10;ND11;1;;7;building;;;;
94081DI0027_08_SEN_ind01.pdf;94081DI0027_08;94081DI0027;8;1;;ND2;ND3;0;;ND6;ND7;ND8;;ND10;ND11;1;;7;building;;;;
94081DI0027_09_SEN_ind02.pdf;94081DI0027_09;94081DI0027;9;2;;ND2;ND3;0;;ND6;ND7;ND8;;ND10;ND11;1;;7;building;;;;
94081DI0027_10_SEN_ind02.pdf;94081DI0027_10;94081DI0027;10;2;;ND2;ND3;0;;ND6;ND7;ND8;;ND10;ND11;1;;7;building;;;;
94081DI0027_11_SEN_ind02.pdf;94081DI0027_11;94081DI0027;11;2;;ND2;ND3;0;;ND6;ND7;ND8;;ND10;ND11;1;;7;building;;;;
94081DI0027_12_SEN_ind02.pdf;94081DI0027_12;94081DI0027;12;2;;ND2;ND3;0;;ND6;ND7;ND8;;ND10;ND11;1;;7;building;;;;
94081DI0027_13_SEN_ind02.pdf;94081DI0027_13;94081DI0027;13;2;;ND2;ND3;0;;ND6;ND7;ND8;;ND10;ND11;1;;7;building;;;;
94081DI0027_14_SEN_ind02.pdf;94081DI0027_14;94081DI0027;14;2;;ND2;ND3;0;;ND6;ND7;ND8;;ND10;ND11;1;;7;building;;;;
94081DI0027_15_SEN_ind02.pdf;94081DI0027_15;94081DI0027;15;2;;ND2;ND3;0;;ND6;ND7;ND8;;ND10;ND11;1;;7;building;;;;
94081DI0027_16_SEN_ind02.pdf;94081DI0027_16;94081DI0027;16;2;;ND2;ND3;0;;ND6;ND7;ND8;;ND10;ND11;1;;7;building;;;;
94081DI0027_17_SEN_ind02.pdf;94081DI0027_17;94081DI0027;17;2;;ND2;ND3;0;;ND6;ND7;ND8;;ND10;ND11;1;;7;building;;;;
94081DI0027_18_SEN_ind02.pdf;94081DI0027_18;94081DI0027;18;2;;ND2;ND3;0;;ND6;ND7;ND8;;ND10;ND11;1;;7;building;;;;
94081DI0027_19_SEN_ind02.pdf;94081DI0027_19;94081DI0027;19;2;;ND2;ND3;0;;ND6;ND7;ND8;;ND10;ND11;1;;7;building;;;;
94081DI0027_20_SEN_ind02.pdf;94081DI0027_20;94081DI0027;20;2;;ND2;ND3;0;;ND6;ND7;ND8;;ND10;ND11;1;;7;building;;;;
94081DI0027_21_SEN_ind01.pdf;94081DI0027_21;94081DI0027;21;3;ND1;ND2;ND3;0;ND5;ND6;ND7;ND8;ND9;ND10;ND11;3;ND13;7;building;;;;
94081DJ0088_01_SEN_ind01.pdf;94081DJ0088_01;94081DJ0088;1;1;35;17;18;0;35;18;10m < D <= 20m;<30;0;0;0;2;86 X 16;6;building;;;;
94081DJ0088_02_SEN_ind01.pdf;94081DJ0088_02;94081DJ0088;2;1;35;17;18;0;35;18;30m < D <= 40m;<30;0;0;0;2;75 X 15;6;building;;;;
94081DJ0088_03_SEN_ind01.pdf;94081DJ0088_03;94081DJ0088;3;1;35;17;18;2;33;16;10m < D <= 20m;<30;1;0;0;2;13 X 5;4;building;;;;
94081DJ0088_04_SEN_ind01.pdf;94081DJ0088_04;94081DJ0088;4;1;35;17;18;2;33;16;10m < D <= 20m;<30;1;0;0;2;13 X 7;4;building;;;;
94081DJ0090_01_SEN_ind01.pdf;94081DJ0090_01;94081DJ0090;1;1;35;17;18;0;;non dtermin;0m < D <= 10m;<30;Non identifi (btiment ferm);0;0;2;100 X 13;7;building;;;;
94081DJ0092_01_SEN_ind01.pdf;94081DJ0092_01;94081DJ0092;1;1;35;17;18;0;35;18;0m < D <= 10m;<30;0;1;0;2;75 X 14;8;building;;;;
94081DJ0092_02_SEN_ind01.pdf;94081DJ0092_02;94081DJ0092;2;2;35;17;18;0;35;18;0m < D <= 10m;<30;0;0;1;1;24 X 5;3;building;;;;
94081DJ0120_01_SEN_ind01.pdf;94081DJ0120_01;94081DJ0120;1;1;35;28;7;0;35;7;Au dessus de l'axe;entre 60 et 90;0;1;1;2;61 X 33;7;building;;;;
94081DJ0121_01_SEN_ind01.pdf;94081DJ0121_01;94081DJ0121;1;1;35;26;9;0;35;9;Au dessus de l'axe;entre 30 et 60;0;0;0;2;100 X 35;5;building;;;;
94081DJ0121_02_SEN_ind01.pdf;94081DJ0121_02;94081DJ0121;2;2;35;26;9;1;34;8;10m < D <= 20m;entre 30 et 60;0;1;0;1;30 X 10;6;building;;;;
94081DJ0121_03_SEN_ind01.pdf;94081DJ0121_03;94081DJ0121;3;1;35;26;9;0;35;9;30m < D <= 40m;entre 30 et 60;0;0;0;2;15 X 10;3;building;;;;
94081DJ0122_01_SEN_ind01.pdf;94081DJ0122_01;94081DJ0122;1;1;35;25;10;0;35;10;Au dessus de l'axe;<30;0;0;0;2;90 X 65;7;building;;;;
94081DJ0123_01_SEN_ind01.pdf;94081DJ0123_01;94081DJ0123;1;1;35;17;18;0;;non dtermin;0m < D <= 10m;<30;?;?;0;2;105 X 40;8;building;;;;
94081DJ0124_01_SEN_ind01.pdf;94081DJ0124_01;94081DJ0124;1;1;35;23;12;0;35;12;D > 50m;entre 60 et 90;0;0;0;2;24 X 13;5;building;;;;
94081DJ0131_01_SEN_ind01.pdf;94081DJ0131_01;94081DJ0131;1;3;35;17;18;0;35;18;Au dessus de l'axe;entre 60 et 90;0;0;0;3;82 X 71;10;building;;;;
94081DJ0131_02_SEN_ind01.pdf;94081DJ0131_02;94081DJ0131;2;2;35;17;18;0;35;18;20m < D <= 30m;entre 60 et 90;0;0;0;1;40 X 15;6;building;;;;
94081DJ0131_03_SEN_ind01.pdf;94081DJ0131_03;94081DJ0131;3;3;35;17;18;2;33;16;Au dessus de l'axe;entre 60 et 90;0;0;0;3;156 X 56;10;building;;;;
94081DJ0131_04_SEN_ind01.pdf;94081DJ0131_04;94081DJ0131;4;1;35;17;18;5;30;13;Au dessus de l'axe;entre 60 et 90;0;0;0;2;36 X 28;10;building;;;;
94081DJ0131_05_SEN_ind01.pdf;94081DJ0131_05;94081DJ0131;5;2;35;17;18;0;35;18;Au dessus de l'axe;entre 60 et 90;0;0;0;1;40 X 15;9;building;;;;
94081DJ0131_06_SEN_ind01.pdf;94081DJ0131_06;94081DJ0131;6;1;35;14;21;0;35;21;Au dessus de l'axe;entre 30 et 60;0;0;0;2;25 X 21;3;building;;;;
94081DJ0131_07_SEN_ind01.pdf;94081DJ0131_07;94081DJ0131;7;1;35;14;21;3;32;18;Au dessus de l'axe;entre 30 et 60;1;1;0;2;23 X 12;6;building;;;;
94081DJ0131_08_SEN_ind01.pdf;94081DJ0131_08;94081DJ0131;8;1;35;15;20;2;33;18;40m < D <= 50m;entre 30 et 60;1;1;1;2;13 X 10;6;building;;;;
94081DJ0131_09_SEN_ind01.pdf;94081DJ0131_09;94081DJ0131;9;1;35;17;18;0;35;18;20m < D <= 30m;<30;0;2;0;2;19 X 16;9;building;;;;
94081DJ0131_10_SEN_ind01.pdf;94081DJ0131_10;94081DJ0131;10;2;35;17;18;0;35;18;20m < D <= 30m;<30;0;1;0;1;22 X 14;6;building;;;;
94081DJ0131_11_SEN_ind01.pdf;94081DJ0131_11;94081DJ0131;11;1;35;17;18;0;35;18;20m < D <= 30m;<30;0;0;0;2;13 X 10;3;building;;;;
94081DJ0131_12_SEN_ind01.pdf;94081DJ0131_12;94081DJ0131;12;1;35;17;18;0;35;18;20m < D <= 30m;<30;0;0;0;2;25 X 8;4;building;;;;
94081DJ0131_13_SEN_ind01.pdf;94081DJ0131_13;94081DJ0131;13;1;35;17;18;0;35;18;20m < D <= 30m;<30;0;1;0;2;27 X 15;8;building;;;;
94081DJ0131_14_SEN_ind01.pdf;94081DJ0131_14;94081DJ0131;14;1;35;17;18;0;35;18;40m < D <= 50m;<30;0;1;0;2;21 X 13;5;building;;;;
94081DJ0131_15_SEN_ind01.pdf;94081DJ0131_15;94081DJ0131;15;1;32;17;15;5;27;10;20m < D <= 30m;entre 60 et 90;1;0;0;2;26 X 14;8;building;;;;
94081DJ0131_16_SEN_ind01.pdf;94081DJ0131_16;94081DJ0131;16;1;35;16;19;5;30;14;40m < D <= 50m;entre 60 et 90;1;0;0;2;40 X 30;4;building;;;;
94081DJ0135_01_SEN_ind01.pdf;94081DJ0135_01;94081DJ0135;1;2;35;25;10;0;35;10;30m < D <= 40m;entre 60 et 90;0;0;0;2;35 X 15;8;building;;;;
94081DJ0139_01_SEN_ind01.pdf;94081DJ0139_01;94081DJ0139;1;2;35;29;6;0;35;6;20m < D <= 30m;<30;1;2;0;2;60 X 40;10;building;;;;
94081DJ0041_01_SEN_ind01.pdf;94081DJ0041_01;94081DJ0041;1;2;ND1;ND2;ND3;1;ND5;ND6;ND7;ND8;ND9;ND10;ND11;2;ND13;28;building;;;;
non_disp_1;94028BF0A86_01;94028BF0A86;0;3;;;;0;36,8;;;;;;;3;;0,3;overground_infrastructure;;;;
non_disp_2;94076AZ00M7_01;94076AZ00M7;0;2;;;;12;87,3;;;;;;;2;;0;underground_structure;;;;
non_disp_3;94028BE00M8_01;94028BE00M8;0;3;;;;16;36;;;;;;;3;;12;overground_infrastructure;;;;
non_disp_4;94002AFVL09_01;94002AFVL09;0;2;;;;21;11,38;;;;;;;2;;0,1;underground_utility;;;;
non_disp_5;94081BTVL10_01;94081BTVL10;0;2;;;;2,76;16,64;;;;;;;2;;0,1;underground_utility;;;;
non_disp_6;94081DIPALP_01;94081DIPALP;1;3;;;;12;20;;;;;;;3;;3,05;underground_structure;;;;
non_disp_7;94046BI00V1_01;94046BI00V1;1;3;;;;0;35,73;;;;;;;3;;0;overground_infrastructure;;;;
non_disp_8;94046BI0V2M_01;94046BI0V2M;1;3;;;;0;35,73;;;;;;;3;;0;overground_infrastructure;;;;
non_disp_9;94081DJ0V1T_01;94081DJ0V1T;1;3;;;;0;35;;;;;;;3;;0;overground_infrastructure;;;;
non_disp_10;94081DJ0V2T_01;94081DJ0V2T;1;3;;;;0;35;;;;;;;3;;0;overground_infrastructure;;;;
non_disp_11;94081DJ0V2B_01;94081DJ0V2B;1;3;;;;0;35;;;;;;;3;;0;overground_infrastructure;;;;
non_disp_12;94081DJRERC_01;94081DJRERC;1;3;;;;10;27;;;;;;;3;;0;underground_structure;;;;
non_disp_13;94046BIRERD_01;94046BIRERD;1;2;;;;18,54;26,69;;;;;;;2;;0;underground_structure;;;;
non_disp_14;94081XX00T9_01;94081XX00T9;1;2;;;;0;44,44;;;;;;;2;;0;overground_infrastructure;;;;
non_disp_15;94081DJPTZ5_01;94081DJPTZ5;1;1;;;;17;17,59;;;;;;;1;;7,55;overground_infrastructure;;;;
non_disp_16;94002AKPALP_01;94002AKPALP;1;3;;;;5;18;;;;;;;3;;12;underground_structure;;;;
non_disp_17;94081XXVL10_01;94081XXVL10;1;2;;;;2,76;18;;;;;;;2;;0;underground_utility;;;;
non_disp_18;94081DITRPL_01;94081DITRPL;1;2;;;;1;4,71;;;;;;;2;;0;underground_utility;;;;
non_disp_19;94081DI0GRT_01;94081DI0GRT;1;2;;;;0,3;33,8;;;;;;;2;;0;underground_utility;;;;
non_disp_20;94046BI0GRT_01;94046BI0GRT;1;2;;;;0,3;32,28;;;;;;;2;;0;underground_utility;;;;
non_disp_21;94028BC00CU_01;94028BC00CU;1;2;;;;0,4;31;;;;;;;2;;0;underground_utility;;;;
non_disp_22;94028BC00CU_03;94028BC00CU;3;2;;;;0,75;32;;;;;;;2;;0;underground_utility;;;;
non_disp_23;94028BC00CU_02;94028BC00CU;2;2;;;;0,4;31;;;;;;;2;;0;underground_utility;;;;
non_disp_24;94028BCOAA_016;94028BCOAA;16;2;;;;3;42;;;;;;;2;;6;overground_infrastructure;;;;
non_disp_25;94028BF0273_05;94028BF0273;5;3;;;;9;24,65;;;;;;;3;;15;building;;;;
non_disp_26;940760U0195_01;940760U0195;1;3;;;;0;98;;;;;;;3;;9;building;;;;
non_disp_27;94028BC0310_99;94028BC0310;99;3;;;;1,2;38,8;;;;;;;3;;13;building;;;;
non_disp_28;940280N0125_02;940280N0125;2;3;;;;0;42,51;;;;;;;3;;9;building;;;;
non_disp_29;940280N0125_01;940280N0125;1;3;;;;0;42,51;;;;;;;3;;9;building;;;;
non_disp_30;94076AZGARE_01;94076AZGARE;1;3;;;;0;97;;;;;;;3;;12;building;;;;
