BLDG_CODE;PK_MIN;PK_MAX;D_MIN;D_MAX
2151145.85507173;2151145.85507173;2151146.86266211;-2328.93216350118;-2320.53692012255
2151136.82529497;2151136.82529497;2151138.01626843;-2423.32243532796;-2366.06006880589
2151119.53570555;2151119.53570555;2151121.3104272;-3327.73134666267;-3298.62849994528
2151105.06170271;2151105.06170271;2151114.32487198;-3501.95933501362;-3328.69386340405
2151114.42277824;2151114.42277824;2151116.66383937;-3339.55831789267;-3297.83855927189
2151128.66492991;2151128.66492991;2151129.97761586;-3221.06420473481;-3199.55176838985
2151129.18660766;2151129.18660766;2151130.13025295;-3238.79359570445;-3222.63940239852
2151128.4932079;2151128.4932079;2151128.98928595;-3168.18558201409;-3161.33677288995
2151127.26426565;2151127.26426565;2151129.15638702;-3176.17046196675;-3134.61926574965
2151130.38970733;2151130.38970733;2151132.18523003;-3234.22868044059;-3176.7699193989
2151132.29191268;2151132.29191268;2151133.11783399;-3195.1557616932;-3181.89078906078
2151102.69918613;2151102.69918613;2151103.34366394;-4149.70352919066;-4142.55164801049
2151101.76558849;2151101.76558849;2151102.47811732;-4160.34041961095;-4147.69525650908
2151106.53786774;2151106.53786774;2151107.1669983;-4120.81226761593;-4108.37688434153
2151106.75562992;2151106.75562992;2151107.30125634;-4075.14085176653;-4062.11987279456
2151107.76216811;2151107.76216811;2151108.40968061;-4101.69142540811;-4087.1847868167
2151101.03749633;2151101.03749633;2151102.06757437;-4062.88539127898;-4052.45801204919
2151106.41328583;2151106.41328583;2151106.95181276;-4058.27329283947;-4042.22097319595
2151103.93521975;2151103.93521975;2151104.56357606;-4145.6872283972;-4132.21621801626
2151105.06929043;2151105.06929043;2151105.95483573;-4074.12634213212;-4055.92252821539
2151106.89386912;2151106.89386912;2151107.44288942;-4080.87491266401;-4074.14102524898
2151104.26697699;2151104.26697699;2151104.90104426;-4118.1369922928;-4105.27517861807
2151106.01280285;2151106.01280285;2151106.53155514;-4110.58084878149;-4100.15861378911
2151105.76737833;2151105.76737833;2151108.58653512;-4019.6951662436;-3925.90762772764
2151107.9408584;2151107.9408584;2151109.03243626;-4068.45393226652;-4038.60980457083
2151104.77608659;2151104.77608659;2151105.90754618;-4110.39803049523;-4076.14357222837
2151102.41750311;2151102.41750311;2151103.14184637;-4080.21077656852;-4072.64389190377
2151104.93434284;2151104.93434284;2151105.4010461;-4044.14487138052;-4034.43361191693
2151104.83271222;2151104.83271222;2151105.97767409;-4140.00363477028;-4107.92475390381
2151106.94023279;2151106.94023279;2151108.40641857;-4027.18085775658;-3996.29627190234
2151101.86797157;2151101.86797157;2151103.84295873;-4051.3391283832;-4008.17596259555
2151100.81755525;2151100.81755525;2151103.51832976;-4124.41646630863;-4105.39378370632
2151109.17952722;2151109.17952722;2151111.52584778;-3670.34280633934;-3625.88695900348
2151130.10701226;2151130.10701226;2151133.46136401;-2131.38128354614;-2090.91907439164
2151137.89683673;2151137.89683673;2151140.28858601;-2169.22384460442;-2154.00907197355
2151142.48691529;2151142.48691529;2151146.59665788;-2110.0366956434;-2080.10322398256
2151120.54217576;2151120.54217576;2151128.19297737;-1901.38456690601;-1842.56474855335
2151144.63054004;2151144.63054004;2151145.98156904;-2284.40312373972;-2253.13308719799
2151140.29081889;2151140.29081889;2151142.57232125;-2177.02616024944;-2165.13318114449
2151134.70422727;2151134.70422727;2151138.9522465;-2119.65927097191;-2077.53192872589
2151140.14512987;2151140.14512987;2151142.72871774;-2249.48370578169;-2230.84585394321
2151142.87927475;2151142.87927475;2151145.96066887;-2211.31613949342;-2180.97769251647
2151143.50364428;2151143.50364428;2151144.85274495;-2283.07192529406;-2247.87040839157
2151137.69188303;2151137.69188303;2151140.23505973;-2247.45576528513;-2228.99391029183
2151131.37151286;2151131.37151286;2151136.72175775;-2226.53285383536;-2176.40567741599
2151182.25736253;2151182.25736253;2151206.95167191;-1.10561796888496;11.3126055626442
2150460.43255459;2150460.43255459;2150461.85710009;-1466.24955465653;-1451.83165166732
2150415.43626579;2150415.43626579;2150416.48935219;-2046.85359749033;-2032.03224874187
2150460.97002424;2150460.97002424;2150462.64255084;-1432.04292636265;-1423.64569253324
2150420.75862267;2150420.75862267;2150423.41786886;-1946.02746004139;-1921.20704590451
2150560.6244471;2150560.6244471;2150575.48115479;26.5262302127212;39.5321150296178
2150439.5524056;2150439.5524056;2150440.78996154;-1706.47328362215;-1692.77594442321
2150298.30161925;2150298.30161925;2150319.14465553;-389.354308732611;-324.091157337223
2150424.94022306;2150424.94022306;2150427.80954573;-870.888246680342;-855.105031194848
2150719.08809444;2150719.08809444;2150734.85320115;-14.4239587810565;1.1115276200591
2150327.7143241;2150327.7143241;2150345.12212541;8.10081400101434;24.2586830414141
2150461.63798255;2150461.63798255;2150462.98050992;-1458.42103465219;-1443.64144312566
2150418.46223259;2150418.46223259;2150419.60718077;-1973.86280860218;-1957.88433538729
2150263.59698993;2150263.59698993;2150271.18291693;-3.39813182241687;7.46682755174714
2150465.39102752;2150465.39102752;2150472.54034135;-1088.94497308757;-1024.17264574594
2150413.83808946;2150413.83808946;2150415.0402907;-2055.58011101487;-2044.29937967079
2150459.76946214;2150459.76946214;2150461.39070417;-1438.25898758825;-1426.40644429855
2150462.26377595;2150462.26377595;2150463.70178507;-1425.90877356167;-1411.50539659606
2150440.39029412;2150440.39029412;2150442.11154015;-1699.44566593567;-1683.34208399824
2150418.84645172;2150418.84645172;2150421.01993017;-1952.86818606798;-1939.17919021542
2150231.66851726;2150231.66851726;2150236.1960233;-221.976012702459;-213.878957103286
2150217.38105574;2150217.38105574;2150232.82200112;-8.97426569796961;2.30865971414636
2150600.50855236;2150600.50855236;2150611.34162187;-7.54691810172542;4.59347293825061
2150410.63430014;2150410.63430014;2150412.19631267;-2016.02983451531;-1994.91878708348
2150230.67436659;2150230.67436659;2150237.37419094;-273.321009924638;-262.17236221487
2150454.5278316;2150454.5278316;2150457.40517776;-1442.04355705448;-1415.71730920173
2150512.00525744;2150512.00525744;2150523.17491862;5.50360066684832;14.8859945790968
2150837.27734758;2150837.27734758;2150854.84930617;6.04384369796005;23.4414036066573
2150191.42833504;2150191.42833504;2150203.60589957;-13.3914128956541;-2.29416749830774
2150693.93270184;2150693.93270184;2150708.65377805;-10.983533084671;2.08081903531594
2150434.16547904;2150434.16547904;2150435.79825111;-1719.32558959286;-1702.72055720977
2150598.79008741;2150598.79008741;2150618.47373805;-33.6208045050184;-21.9595603067017
2150146.27852757;2150146.27852757;2150169.06390597;-88.5382917931079;-65.8504357647043
2150230.0311887;2150230.0311887;2150237.05004151;-294.084440451006;-272.168452483731
2150943.12155488;2150943.12155488;2150957.99147551;-64.5648055012309;-50.0218978061533
2150643.54869754;2150643.54869754;2150655.16164517;-19.2387472541134;-6.5425102458795
2150420.41395391;2150420.41395391;2150421.82001599;-1968.20292563085;-1956.78925820987
2151109.12809584;2151109.12809584;2151113.01008525;-834.355040380211;-801.755478820958
2151174.60286729;2151174.60286729;2151185.13440721;-413.838400415653;-396.180517771807
2150231.94043733;2150231.94043733;2150236.34299744;-229.99572206245;-221.48255739801
2150188.82991695;2150188.82991695;2150204.53936151;-37.866909534818;-17.9913021792703
2150762.72523893;2150762.72523893;2150798.92736695;-104.687276736654;-46.2675771227863
2150168.42166394;2150168.42166394;2150175.78922078;-73.2864203776382;-50.7180371966834
2150414.15580003;2150414.15580003;2150417.33947694;-1998.65693179064;-1981.90564060276
2150692.73664399;2150692.73664399;2150712.6896259;-1.24388790946268;17.8331794817129
2151120.7582768;2151120.7582768;2151129.2375678;-799.815069245333;-756.803559372475
2150427.29331021;2150427.29331021;2150428.67182616;-1850.55018849321;-1833.03598299124
2150232.6174202;2150232.6174202;2150236.94137621;-252.223727378573;-243.415652560112
2150436.70958505;2150436.70958505;2150438.6958361;-1694.20454061587;-1677.94582973634
2150428.67236842;2150428.67236842;2150430.88042907;-1791.67923464333;-1773.17987412243
2150452.39138248;2150452.39138248;2150458.44104236;-994.961736546566;-948.255583894427
2150326.49416799;2150326.49416799;2150331.7127817;-500.285734050796;-485.87305556806
2151103.94336929;2151103.94336929;2151109.17062617;-793.78970349496;-748.776027290143
2150232.86305456;2150232.86305456;2150237.2457757;-260.365702042821;-251.753888928631
2150258.30552436;2150258.30552436;2150267.64731415;-289.50835874929;-240.266789436784
2150569.00579436;2150569.00579436;2150577.36012752;-27.1684719634016;-18.98064784166
2150423.19182351;2150423.19182351;2150424.48245688;-1863.89928551254;-1849.48592109668
2150391.03626572;2150391.03626572;2150405.2768454;-648.481679213019;-590.830690367978
2150437.02201268;2150437.02201268;2150446.4504293;-858.984466344642;-814.634385547702
2150790.56112993;2150790.56112993;2150804.096031;-20.613777203539;-3.35313102524231
2151214.19322119;2151214.19322119;2151214.19322119;201.452311977765;248.427407863776
2150455.33538644;2150455.33538644;2150458.67506788;-1529.20154298152;-1497.36271118245
2150922.11222407;2150922.11222407;2150988.73137783;-23.2204597531074;55.9304395911869
2150418.26592905;2150418.26592905;2150419.57493902;-1983.97704719682;-1969.89861610041
2150691.39585703;2150691.39585703;2150707.67602573;24.820970877043;35.6352386440584
2150784.94412774;2150784.94412774;2150795.62192019;-27.661605968027;-8.19329131051284
2150143.30512336;2150143.30512336;2150158.91796213;-51.409417352365;-31.4969108907359
2150125.17007514;2150125.17007514;2150150.28302132;-90.4016580602464;-47.9837157451713
2150651.68626487;2150651.68626487;2150664.14406199;24.0845092365582;41.2706292201754
2150232.21699525;2150232.21699525;2150236.79754702;-238.876867330844;-229.44830182238
2150459.40309251;2150459.40309251;2150463.61953138;-1171.69410269132;-1144.7564228248
2151002.09304165;2151002.09304165;2151033.89739261;-58.1886350956788;-10.0831618122651
2151158.44831053;2151158.44831053;2151213.51189911;-277.002821516801;-148.93409334147
2150729.20025525;2150729.20025525;2150745.92661524;-5.01848802736329;8.73516687646919
2151214.19322119;2151214.19322119;2151214.19322119;130.580003440568;207.972069008935
2151123.00769233;2151123.00769233;2151126.5992053;-829.203569376451;-812.997294914082
2150424.89262717;2150424.89262717;2150435.53265765;-1010.27450982515;-947.415168866143
2151168.49908009;2151168.49908009;2151193.90012376;-498.064862653847;-443.271442445333
2151021.7360301;2151021.7360301;2151067.56686945;-10.3953165095064;34.2032349925502
2150251.19788126;2150251.19788126;2150270.61044373;-341.390434466567;-294.355219795961
2150773.83097077;2150773.83097077;2150798.91619857;6.03395887913233;38.5744804517106
2150455.064003;2150455.064003;2150465.6957324;-986.993540766993;-921.705647140749
2150246.90456741;2150246.90456741;2150266.64136319;-234.654202581493;-189.13987285894
2151155.19955246;2151155.19955246;2151178.2418596;-635.8891471568;-523.19930424818
2150441.81235981;2150441.81235981;2150451.65753395;-1151.85179615587;-1105.97791674883
2150292.29604045;2150292.29604045;2150304.21248164;-485.861806344429;-422.46573212195
2150358.90181199;2150358.90181199;2150363.19444494;-631.965999461151;-613.341637545286
2150000;2150000.0;2150000.0;159.509183100586;176.630532610419
2150339.5611229;2150339.5611229;2150363.18241193;-510.846519073605;-380.805285928322
2150370.61207085;2150370.61207085;2150403.06512178;-811.962067682689;-663.098924181929
2150346.65793281;2150346.65793281;2150360.29926308;-718.247062382727;-627.745733642501
2150461.62544382;2150461.62544382;2150467.09589996;-1262.47079463565;-1199.12638424015
2151108.70709003;2151108.70709003;2151113.72312161;-744.472144928051;-721.067651893391
2151112.55531833;2151112.55531833;2151117.69031998;-722.446030599985;-699.103567198173
2151214.19322119;2151214.19322119;2151214.19322119;172.220786973533;193.445249139321
2150462.92390029;2150462.92390029;2150474.78118872;8.54882346738758;18.5863890204474
2150433.3678383;2150433.3678383;2150434.38177852;-1757.46214618869;-1747.43604936061
2151214.19322119;2151214.19322119;2151214.19322119;381.20910627563;392.756679211168
2150448.21611512;2150448.21611512;2150451.3627671;-1181.97660430722;-1162.57734991931
2150904.35251122;2150904.35251122;2150945.34594476;296.04465940401;335.045723277711
2150920.29882209;2150920.29882209;2150928.44974493;41.5833283294773;49.1368679779669
2150274.05956935;2150274.05956935;2150279.68501975;-374.82581897475;-356.859157622465
2150165.72033855;2150165.72033855;2150177.30197972;28.336312472631;38.2618352275863
2150342.92953602;2150342.92953602;2150346.42995372;-525.960541202143;-516.313604986588
2150388.67452693;2150388.67452693;2150403.28707001;25.9316825062547;37.8620837291559
2151057.077432;2151057.077432;2151087.9956512;-22.7364642172914;12.4767225101202
2150220.82139901;2150220.82139901;2150228.24011679;-31.539098555118;-24.2588522077283
2150486.5829143;2150486.5829143;2150498.71633386;-16.7009103587116;-3.90268226038857
2150433.51043215;2150433.51043215;2150434.42869615;-1714.54579400258;-1705.57030366785
2150267.28276125;2150267.28276125;2150271.73899627;25.7717799970789;33.8797787862042
2151214.19322119;2151214.19322119;2151214.19322119;236.813847765126;248.393440850024
2150004.50381224;2150004.50381224;2150947.09452511;-43.3158747130444;379.42801771849
2150172.65653604;2150172.65653604;2150179.1662757;-99.8689231830075;-89.1704264679671
2150222.67778789;2150222.67778789;2150227.41753686;-277.601857986489;-267.528515414017
2150937.66033609;2150937.66033609;2150958.14623174;-34.6063943060341;-14.9381524363883
2150618.3332864;2150618.3332864;2150629.31633141;-15.6051371397806;-3.86636722010212
2150448.48826751;2150448.48826751;2150463.29367886;22.3862794528394;35.1417579932657
2150522.38172157;2150522.38172157;2150534.32062931;-16.8851667042272;-4.34814586183717
2150354.69526645;2150354.69526645;2150371.23046057;-55.3355577603312;-30.0298710954115
2150888.29393264;2150888.29393264;2150901.02099297;-39.2114378748461;-26.4494130540377
2150890.18734472;2150890.18734472;2150899.37233418;-5.02799051774448;3.50092311159487
2150257.4717694;2150257.4717694;2150259.99462574;-376.114951675233;-360.049896689512
2150000;2150000.0;2150985.94634365;129.472723730673;340.753152041
2150798.23814965;2150798.23814965;2150808.33916265;-8.44440742154643;1.70177409258119
2151214.19322119;2151214.19322119;2151214.19322119;214.698277013714;227.843040191217
2150436.02657078;2150436.02657078;2150437.09504749;-1691.07303929236;-1681.45468429129
2150223.14244122;2150223.14244122;2150227.80659418;-286.425379144854;-276.314565443755
2150632.1224364;2150632.1224364;2150643.77697456;3.30068195863527;14.617751321266
2150264.57972448;2150264.57972448;2150269.95959243;-371.133364844665;-353.760246798164
2150159.94097399;2150159.94097399;2150166.33199225;10.6190416393517;16.8818333748835
2150963.3599033;2150963.3599033;2150995.59039425;45.3361715884912;76.910141417375
2150151.51499177;2150151.51499177;2150163.18799624;-43.2662335913562;-29.6015855913466
2150435.98487365;2150435.98487365;2150440.4548117;-951.468755086119;-926.051087232886
2150426.94861774;2150426.94861774;2150428.41869509;-1809.68097131176;-1794.61824498443
2150452.96244592;2150452.96244592;2150453.88821571;-1568.58425297104;-1558.73819188613
2150466.94938815;2150466.94938815;2150468.41403052;-1395.77022848036;-1385.00502030975
2150420.5720173;2150420.5720173;2150421.65254943;-1956.222468087;-1944.51196772599
2150412.18648442;2150412.18648442;2150413.11378569;-2025.67842943088;-2013.74435847758
2150235.32779247;2150235.32779247;2150238.77851961;-330.699771678276;-321.262949459588
2150289.62902855;2150289.62902855;2150296.58466596;-1.16928000545149;3.27450677495338
2150817.63660506;2150817.63660506;2150826.86536933;-0.723323827165331;8.2803140176546
2150576.69604671;2150576.69604671;2150585.23000139;3.52442979936392;15.575565814153
2150426.08190197;2150426.08190197;2150427.17111933;-1871.92313566665;-1860.82518490341
2150213.82144773;2150213.82144773;2150222.07035128;-24.0885892391581;-20.3925616780559
2150249.95619525;2150249.95619525;2150254.30601569;-373.558838582684;-357.702803446383
2150461.31299186;2150461.31299186;2150462.39590931;-1393.05370613486;-1384.65968681959
2150341.07666259;2150341.07666259;2150353.08859546;-36.7983726518067;-15.7819288989881
