PK;VOLUME_LOSS;SETTLEMENT_MAX;K_PECK;phi_tun;ci_tun
2125668.0;0.008791214749688707;0.019159940653106777;0.39892686073296585;25.170081638055045;40.103284806095466
2125678.0;0.008409420926694958;0.018402365149881767;0.39953257523349023;25.10085858870062;40.09725227395487
2125688.0;0.008507212741555052;0.018692742200827863;0.39985376617811336;25.092660118110793;39.95216415055626
2125698.0;0.00865219341366172;0.019087154496091694;0.3999778434658842;25.12494759751365;39.69089459747478
2125708.0;0.008730459637137923;0.019330913866275393;0.4002771430956043;25.116297359290517;39.62272641732874
2125718.0;0.008720513982256374;0.019396565528739876;0.4005672106880337;25.122509432005376;39.57789650692602
2125728.0;0.008643756656935418;0.01930418527664823;0.40063492449876653;25.168969254621448;39.526052223760075
2125738.0;0.008593531818055302;0.01926555109216892;0.4005862731110677;25.23689321682524;39.436824796370104
2125748.0;0.008540166573391095;0.01922556612359214;0.40050862126636644;25.318279197525364;39.37171119924793
2125758.0;0.00849678352335741;0.01920079717138025;0.40039046672324813;25.40324855918567;39.319391611246445
2125768.0;0.008450587167384298;0.019168088220871543;0.4002678966127138;25.48958801236429;39.29902704485582
2125778.0;0.008426834891998494;0.019178371088389424;0.40048535013638953;25.48941915189402;39.34199756742867
2125788.0;0.00841927800491862;0.019220306689042087;0.40095980129212455;25.422200911967476;39.41611972824653
2125798.0;0.008383959382225439;0.0192100689948498;0.40137478821405503;25.382056339096216;39.47804338717997
2125808.0;0.008880611897212305;0.020406317073974476;0.4015731759047993;25.380397205394384;39.503529659420195
2125818.0;0.008814488887484258;0.02032720715702598;0.40170404891818867;25.407869095320926;39.47077171899813
2125828.0;0.008734567708284374;0.020220890284316197;0.4018593191950142;25.43635844717636;39.433037143544105
2125838.0;0.008643850952423248;0.020095553305541844;0.4019477756867957;25.487587505830962;39.3789757057613
2125848.0;0.008569759683720143;0.019985539406493096;0.4020077964602594;25.526129353050486;39.29134234036319
2125858.0;0.008527005879737475;0.01991650526953147;0.4020188426073;25.549985076148907;39.20946019976685
2125868.0;0.008475956590944992;0.019834861920355076;0.40206053998645724;25.573265161692085;39.12271246870286
2125878.0;0.008443565224279859;0.01977570358285887;0.4020033280872999;25.600149402742836;39.02507976130863
2125888.0;0.008361713713164253;0.01966637409183026;0.4022117804222967;25.624024278221654;38.924609959923366
2125898.0;0.008775551238421503;0.020724819670069946;0.4024836784185405;25.63319601568699;38.825057797556646
2125908.0;0.008751351449764664;0.02072553190950175;0.4025333381764958;25.66857645910183;38.66952656481026
2125918.0;0.008727037148794163;0.02071946874275697;0.4026555363763003;25.6800888354106;38.453591742925965
2125928.0;0.008689395022297472;0.020687297819136256;0.40283637330761696;25.684552572869404;38.24487016245878
2125938.0;0.008659656402374283;0.020664226600834418;0.40306169162059513;25.671749137180978;38.00542121485705
2125948.0;0.008615173830679534;0.02062112146609839;0.4033858609671867;25.649176033641023;37.76687172865992
2125958.0;0.008579302413640823;0.020587628118213658;0.4036771180844878;25.627754758969328;37.5814173333942
2125968.0;0.008548183107718913;0.020561882621072523;0.40385267616332704;25.62716690198728;37.379558037685285
2125978.0;0.008508683599581296;0.020524246515623307;0.4040601973891809;25.625975580437345;37.21403282044431
2125988.0;0.008473469845570583;0.02050172612069568;0.40414369093067865;25.65453519930075;37.03259650279847
2125998.0;0.008436285348324765;0.020471116020610598;0.40426549446608695;25.674125831604652;36.83860440308129
2126008.0;0.008398929493936764;0.020439919352109964;0.4044278013930403;25.68421146801946;36.66390333561457
2126018.0;0.008889262313123893;0.021694670732272627;0.40462126423561756;25.68701419709723;36.49743436531592
2126028.0;0.008851081560628284;0.02166285503912053;0.4048582672309755;25.679564637524184;36.35781188627067
2126038.0;0.008771207411408959;0.021544473995427405;0.40522545359462736;25.65526506139208;36.26156285503467
2126048.0;0.00869771526470151;0.02143315658582085;0.40553918566626057;25.636892299416694;36.13536006759247
2126058.0;0.00860824397850165;0.021306877207273218;0.40598325974071264;25.60890238412041;36.02182072121269
2126068.0;0.008511178485317452;0.021167528800647102;0.40647076832968254;25.5780455433366;35.9101909893017
2126078.0;0.008544942050887105;0.021189560290047788;0.4063436110412343;25.55119036856965;35.69915030549408
2126088.0;0.008487575639733494;0.021091241826854665;0.40663645887301375;25.516840172556336;35.547165388258996
2126098.0;0.008868774670793894;0.022199547631520718;0.40723388413508943;25.503225493260874;35.333631489311436
2126108.0;0.008880800962326654;0.022298899335164594;0.4071637477672832;25.570771826497815;34.93876973857823
2126118.0;0.008839279698393727;0.02225456284906281;0.40685173127281066;25.689334489000476;34.48732836995808
2126128.0;0.008806784747979425;0.022231338757240555;0.40686135307697047;25.73088133641993;34.10103823631018
2126138.0;0.008775474855383996;0.022211163251077432;0.40698890083812356;25.74424662758924;33.753766868711075
2126148.0;0.008725134721854553;0.022148653276983486;0.4072264395158419;25.73867501790126;33.448808532915166
2126158.0;0.008680091860158154;0.0220891330015576;0.40751828703292914;25.712807376100937;33.212814010468826
2126168.0;0.008632848479864735;0.022023880332654927;0.4077937310972241;25.69099350417777;32.97236509212187
2126178.0;0.008581279195525702;0.021946104095400407;0.40809105149911823;25.664025765959625;32.7398539110258
2126188.0;0.008533752654045221;0.02187937012512674;0.40837836304979513;25.63957535330458;32.507354526204814
2126198.0;0.008472309452541805;0.021785236981471567;0.40869738250192506;25.61508471633167;32.27212901706828
2126208.0;0.00896494325584133;0.023219960647202074;0.4094456786901464;25.570182834423402;32.112479349245035
2126218.0;0.008794743816345237;0.022986412520790218;0.41024876993909015;25.543671685850246;31.91196314994561
2126228.0;0.008714821383922508;0.02288433132141324;0.41066657295595155;25.52712796244521;31.652646374081566
2126238.0;0.008603215116766047;0.02270708872597873;0.4110073528463616;25.537370555960674;31.468879974161116
2126248.0;0.008430679027655525;0.022439186526573018;0.4116492564959748;25.53778989445598;31.308619109002294
2126258.0;0.0085076106540231;0.022517441738956263;0.41106184092537795;25.57073563625414;31.01963927464097
2126268.0;0.006365529380484511;0.018219055997631958;0.41759542740590844;25.47849266788144;31.489804883046357
2126278.0;0.006463962046674649;0.01852659908014637;0.41766670841516756;25.48694438288249;31.306291024422787
2126288.0;0.0065572604144780045;0.018829419918602326;0.4177247287375914;25.507363393904857;31.108841932225797
2126298.0;0.006442410053848462;0.018701073664339846;0.4185724420506943;25.50894715126124;30.981253919887187
2126308.0;0.006537445295011454;0.01899526469260233;0.4185547894987152;25.530901776074753;30.783979545112114
2126318.0;0.005825980204862367;0.016999572544175525;0.418957056266925;25.520407676915312;30.710345138353514
