WKT;bldg_code;Address;City;typology;pk_min;pk_max;d_min;d_max
MULTIPOLYGON (((1659555.8862483741 8177144.4232899845,1659557.7678091957 8177143.5089268535,1659558.4307731569 8177144.7606782718,1659563.9561381426 8177141.7738187034,1659560.1928601644 8177134.4619119279,1659552.8006208248 8177138.363032815,1659555.8862483741 8177144.4232899845)));94028BD0055_01;49 rue ST Simon , Creteil;94028 Creteil;building;2123016.79854985;2123026.14050979;-40.1608484678724;-30.1822276900566
MULTIPOLYGON (((1659555.8862483741 8177144.4232899845,1659552.8006208248 8177138.363032815,1659552.4349808325 8177138.599204273,1659545.5116483578 8177142.3190144915,1659549.3550278752 8177149.5302506592,1659554.7864088318 8177146.7553433571,1659554.0267281458 8177145.337493917,1659555.8862483741 8177144.4232899845)));94028BD0056_01;51 rue ST Simon , Creteil;94028 Creteil;building;2123014.40121252;2123024.23881142;-31.6887866305893;-22.1432690495399
MULTIPOLYGON (((1659516.6743611214 8177069.4254531125,1659515.2790363191 8177072.5491780974,1659514.0108742621 8177071.9356642319,1659512.8610630929 8177074.468248263,1659516.2146511064 8177075.9339832142,1659514.594888404 8177079.5152570549,1659514.1087924028 8177079.3519857889,1659512.7626386685 8177082.1639948469,1659518.3869276722 8177084.7030067826,1659523.795055802 8177072.6430482809,1659516.6743611214 8177069.4254531125)));94028BD0064_01;10 rue De Gourcuff, Creteil;94028 Creteil;building;2123083.68950854;2123098.09850845;-21.5543586780576;-7.89646060383189
MULTIPOLYGON (((1659500.018814669 8177111.9802508168,1659497.3011818891 8177113.1008647587,1659496.5228318402 8177111.1382791717,1659492.1706802491 8177112.7934055896,1659492.8753223349 8177114.7231659479,1659489.2787537682 8177116.2171271453,1659492.141399205 8177122.9239285253,1659502.7849733497 8177118.554318333,1659500.018814669 8177111.9802508168)));94028BD0272_01;4  rue De Gourcuff, Creteil;94028 Creteil;building;2123055.02743543;2123065.40643516;12.8914395658089;25.158466923089
MULTIPOLYGON (((1659522.1075764969 8177150.9177763546,1659528.0287480014 8177147.8056884874,1659524.3099908812 8177140.5602024319,1659518.3667736871 8177143.6724541998,1659518.8510054343 8177144.5918986052,1659517.7019380443 8177145.200718374,1659520.1522396076 8177149.7643690445,1659521.1764131852 8177149.1564562311,1659522.1075764969 8177150.9177763546)));94028BD0057_01;1 rue De Gourcuff, Creteil;94028 Creteil;building;2123019.64782871;2123029.14049317;-3.84849635834779;5.51627218654131
MULTIPOLYGON (((1658797.3973992355 8176819.0662446041,1658802.4895013543 8176806.1739153303,1658773.8456597053 8176794.7985236105,1658765.4824758146 8176816.4331383249,1658794.2419704006 8176827.5629923167,1658797.3973992355 8176819.0662446041)));94028BF0157_01;35 Rue DE VALENTON 94700 Maisons-Alfort;94028 Creteil;building;2123971.80000173;2124008.2869648;16.0611238598102;52.7928984835539
MULTIPOLYGON (((1659497.5748421946 8177149.7726024371,1659502.148253412 8177147.2262741877,1659501.0241321928 8177145.1994787576,1659496.4207679147 8177147.6681855144,1659497.5748421946 8177149.7726024371)));94028BD0060_02;2 rue De Gourcuff, Creteil;94028 Creteil;building;2123026.87614054;2123030.51111295;21.0840552784603;26.739801003759
MULTIPOLYGON (((1659379.8490430687 8177131.0464750659,1659387.6294565236 8177129.0104560517,1659385.2069378849 8177119.1980248177,1659377.4254586915 8177121.089494979,1659379.8490430687 8177131.0464750659)));94028BE0523_03;62 Avenue du General de Gaulle, Creteil;94028 Creteil;building;2123086.23187317;2123102.48370286;124.485128821168;133.720236328747
MULTIPOLYGON (((1659371.5812251486 8177098.4472834626,1659372.7839400617 8177103.1867583795,1659376.3793232751 8177117.6721574673,1659387.8494759484 8177114.8308655685,1659385.966544277 8177107.4831429599,1659392.6902807152 8177105.621626026,1659397.1216548511 8177122.9254291179,1659417.4417080393 8177117.6067393934,1659415.1947491625 8177107.6818182487,1659434.2701386118 8177102.9504872188,1659420.501821073 8177049.4522950789,1659405.5049180454 8177053.3088658545,1659380.9228866207 8177059.5815941487,1659385.6971406343 8177077.550090163,1659378.7960787476 8177079.2794668684,1659378.4527023062 8177078.5369284237,1659367.3495735452 8177081.3422051566,1659371.5812251486 8177098.4472834626)));94028BE0523_01;62 Avenue du General de Gaulle, Creteil;94028 Creteil;building;2123087.04406043;2123177.22953486;61.8125424683123;132.067828869084
MULTIPOLYGON (((1659534.0180858534 8177092.3179654954,1659532.7458766743 8177095.1961531444,1659530.2542115578 8177094.046633698,1659529.3723536048 8177096.0435106093,1659530.640185771 8177096.6125503695,1659529.3241410789 8177099.5244168732,1659536.710724026 8177102.9402587246,1659538.4172024808 8177099.1582023865,1659540.2309488675 8177100.0346435793,1659542.6018420714 8177099.7283250475,1659543.9027162343 8177096.7498518405,1659540.2543917233 8177095.1639185976,1659534.0180858534 8177092.3179654954)));94028BD0048_01;7 rue De Gourcuff, Creteil;94028 Creteil;building;2123061.46644093;2123071.93145922;-32.7757733133547;-18.0325312732712
MULTIPOLYGON (((1659505.3022324059 8177159.657761489,1659499.8713728485 8177162.4994334346,1659499.4107148708 8177162.8030183315,1659503.3963907845 8177170.3801496448,1659509.2881446518 8177167.2682552002,1659505.3022324059 8177159.657761489)));94028BD0183_01;63 RUE SAINT SIMON;94028 Creteil;building;2123005.20909691;2123015.22974331;19.0420005684495;27.5571540967242
MULTIPOLYGON (((1659350.6228988934 8176870.0174843399,1659343.2563825788 8176874.4524524203,1659342.2297165552 8176873.7148970403,1659339.1708225333 8176875.4051942406,1659339.1492242133 8176879.4975075861,1659347.4432475106 8176884.3743242119,1659347.2725926351 8176885.1539672744,1659350.5937359764 8176887.1869594119,1659353.6268583706 8176884.9853367647,1659353.6304779572 8176875.3998801634,1659353.9748963185 8176875.2750503393,1659354.0672475914 8176871.8160608858,1659350.6228988934 8176870.0174843399)));94028BE0493_01;16/18 Avenue du Marechal Lyautey, Creteil;94028 Creteil;building;2123342.00897956;2123359.00931758;-5.40135664299057;10.572627740244
MULTIPOLYGON (((1659501.2690308783 8177092.9226312116,1659499.5778342241 8177096.7824280122,1659501.0227980854 8177097.4613746852,1659499.5039677182 8177100.7750404552,1659496.8430813092 8177099.5934047624,1659495.3955408221 8177102.6063142568,1659501.3664047434 8177105.3207118548,1659502.7848030704 8177102.3413754888,1659509.0428312288 8177105.142656072,1659511.1981675641 8177100.4454934979,1659509.8785843118 8177099.8323538937,1659511.0283080128 8177097.2886497797,1659504.7631675913 8177094.5207785424,1659501.2690308783 8177092.9226312116)));94028BD0098_01;6 rue De Gourcuff, Creteil;94028 Creteil;building;2123067.42408655;2123081.61078396;-1.30062376105241;15.2111409312291
MULTIPOLYGON (((1659471.3746523233 8177025.3835778181,1659447.3323759164 8177018.9551765304,1659438.6745023774 8177052.9118609624,1659463.1632024413 8177059.0831099553,1659471.3746523233 8177025.3835778181)));94028BE0516_01;62 Avenue du General de Gaulle et voie Jacquard, Creteil;94028 Creteil;building;2123129.61308081;2123175.3289631;5.73823320593542;47.7201521772257
MULTIPOLYGON (((1659504.7631675913 8177094.5207785424,1659511.0283080128 8177097.2886497797,1659514.5713787219 8177089.4344575601,1659508.3140624256 8177086.7332454417,1659504.7631675913 8177094.5207785424)));94028BD0100_01;8 rue De Gourcuff, Creteil;94028 Creteil;building;2123074.30041043;2123085.12361001;-7.17007305398495;3.75815644985208
MULTIPOLYGON (((1659521.4695613214 8177116.6617205683,1659516.7463417561 8177126.9152724426,1659523.3288805038 8177129.892133208,1659528.0222386215 8177119.572083706,1659527.3884057174 8177119.2986834832,1659521.4695613214 8177116.6617205683)));94028BD0050_01;3 rue De Gourcuff, Creteil;94028 Creteil;building;2123039.67484243;2123052.83774691;-11.0821071369046;1.7506509613399
MULTIPOLYGON (((1659498.3832032445 8177079.9887999129,1659505.8643699789 8177083.2704744525,1659507.4552233599 8177079.7561278334,1659499.9738106611 8177076.4410929643,1659498.3832032445 8177079.9887999129)));94028BD0100_02;8 rue De Gourcuff, Creteil;94028 Creteil;building;2123089.19830931;2123097.68655689;-3.75551233538927;4.80668417822891
MULTIPOLYGON (((1659541.3827172869 8177146.3855211064,1659543.3149757874 8177145.3707054043,1659541.235170505 8177141.2380365832,1659539.1562196617 8177142.2872771556,1659541.3827172869 8177146.3855211064)));94028BD0058_02;53 rue ST Simon , Creteil;94028 Creteil;building;2123019.33833392;2123024.3091746;-19.2658044286952;-15.9913502918538
MULTIPOLYGON (((1658839.054849315 8176742.0195830949,1658827.6325583567 8176737.4779691026,1658799.6012758517 8176726.5093618464,1658789.9347462871 8176751.7675630171,1658808.8475077744 8176758.7446562797,1658809.1136048518 8176757.9642914776,1658812.6643833846 8176759.216869534,1658812.9317126083 8176758.6032957472,1658816.0854965106 8176759.8254475398,1658815.6181114991 8176761.2077780152,1658829.7125538622 8176766.4302022606,1658839.054849315 8176742.0195830949)));94028BF0159_01;37 Rue de Valenton 94000 CRETEIL;94028 Creteil;building;2123919.2276542;2123969.44691042;-43.1860204958594;3.58997894439586
MULTIPOLYGON (((1659102.288321136 8176794.9603887564,1659105.3206440296 8176794.660155315,1659110.9225850811 8176794.0853254115,1659109.4049958689 8176778.5062233806,1659106.3214815827 8176745.7693367954,1659091.5701190417 8176747.1229479145,1659093.1649883124 8176763.2129978435,1659093.6499441664 8176768.224557166,1659096.3415563982 8176795.6044760672,1659102.288321136 8176794.9603887564)));94028BF0210_01;Rue Pasteur Vallery Radot / Rue Pierre Marivaux, Creteil;94028 Creteil;building;2123626.41928057;2123660.51954936;31.9749086239222;82.7917515920917
MULTIPOLYGON (((1658803.1188772018 8176717.2982638059,1658810.5051828767 8176720.5463516908,1658811.7548208628 8176717.634804992,1658810.2889462397 8176717.1341101462,1658811.4397864875 8176713.7784931995,1658809.0883839135 8176712.7616981883,1658810.902770923 8176707.7220617384,1658807.2779942835 8176706.4033111529,1658803.1188772018 8176717.2982638059)));94028BF0159_03;37 Rue de Valenton 94000 CRETEIL;94028 Creteil;building;2123936.54646918;2123946.81072007;-60.3290908348856;-45.8501338864135
MULTIPOLYGON (((1658866.3745546744 8176859.7678265134,1658864.296314375 8176844.9713197052,1658817.3098260527 8176827.1257402441,1658813.7357136793 8176836.6374878706,1658848.4686428218 8176849.7807129957,1658847.4158277835 8176852.4795197975,1658866.3745546744 8176859.7678265134)));94028BF0157_02;35 Rue DE VALENTON 94700 Maisons-Alfort;94028 Creteil;building;2123924.09518227;2123969.19179564;58.4167525977467;103.482473338536
MULTIPOLYGON (((1659601.5039603789 8177427.3855300471,1659618.0111481005 8177423.2183028432,1659616.2471446628 8177414.9911627229,1659617.156395592 8177414.7510589659,1659616.348218051 8177410.6869943785,1659615.2474793198 8177410.8617649367,1659613.1219684961 8177402.4259638237,1659614.1490845773 8177402.2294860166,1659613.2625092575 8177398.4995893361,1659612.2660662213 8177398.8737650262,1659611.9729564223 8177397.9640484462,1659595.2913197665 8177402.3994365539,1659601.5039603789 8177427.3855300471)));94028BC0259_01;1 Rue Gustave Eiffel;Crteil;building;2122732.20584575;2122758.28009223;-26.8505353636931;-8.37889525855096
MULTIPOLYGON (((1659594.1661560859 8177702.3805127218,1659628.7513445071 8177694.0902780043,1659637.5570455724 8177733.324596745,1659649.6147249325 8177732.647979727,1659665.4929132047 8177728.9858364463,1659650.7143537903 8177666.331501524,1659665.9248915517 8177662.7631517118,1659658.808023761 8177643.7104815403,1659625.0771294239 8177651.3271422153,1659611.6482218977 8177593.5448168973,1659636.2063466597 8177587.3066200148,1659615.0501293046 8177534.7732598195,1659562.7569236369 8177546.8504200038,1659567.6201840227 8177567.09802661,1659578.5056873455 8177612.4331696332,1659580.8052112015 8177621.5682575516,1659587.5822681256 8177653.5002452843,1659589.6866819907 8177666.1284290487,1659592.0093141119 8177682.5135905715,1659594.1661560859 8177702.3805127218)));94028BC0276_01;2 Voie Flix Ebou;94028 Creteil;building;2122434.88008774;2122632.30070807;7.65077432137563;97.2514864101998
MULTIPOLYGON (((1659562.7569236369 8177546.8504200038,1659615.0501293046 8177534.7732598195,1659612.5083914942 8177528.7090306832,1659609.4485884327 8177529.220470177,1659605.0448885495 8177512.5612574434,1659599.887857052 8177513.6105329711,1659591.889672973 8177478.4292241447,1659557.0078958448 8177486.521667337,1659560.3597308763 8177501.9652709588,1659551.3846886095 8177504.3321972722,1659556.9085824492 8177528.5448402399,1659558.3531140292 8177528.1674050046,1659562.7569236369 8177546.8504200038)));94028BC0117_01;7-9 Voie Felix Ebou;94028 Creteil;building;2122625.53826042;2122685.52069369;7.65077432137563;60.8182657456341
MULTIPOLYGON (((1659654.6262320119 8177633.3213001117,1659656.9232025545 8177632.9822032424,1659653.7456552722 8177618.2267206395,1659648.7928732662 8177619.0631941548,1659636.2063466597 8177587.3066200148,1659611.6482218977 8177593.5448168973,1659625.0771294239 8177651.3271422153,1659658.808023761 8177643.7104815403,1659654.6262320119 8177633.3213001117)));94028BC0277_01;4 Rue Gustave Eiffel / 5bis Voie Flix Ebou;94028 Creteil;building;2122508.86556824;2122574.39048243;7.31372921012275;47.3922638334809
MULTIPOLYGON (((1659563.0516630306 8177240.9706793502,1659574.7193287872 8177241.0751354117,1659580.4635504922 8177231.80391094,1659575.3060759883 8177221.6776209744,1659563.5414132585 8177221.3737068465,1659557.936067282 8177230.543861825,1659563.0516630306 8177240.9706793502)));94028BC0255_03;13/15 rue Gustave Eiffel, Creteil;94028 Creteil;building;2122919.52647542;2122941.32578605;-34.6793347017519;-13.1029780298916
MULTIPOLYGON (((1659598.9787626565 8177232.9485546015,1659596.757512751 8177228.5500101354,1659592.4010085792 8177228.5815721061,1659590.5206742815 8177224.5919997059,1659585.7970809825 8177224.6595865404,1659583.450735053 8177228.3461859524,1659585.7706572716 8177232.1657707347,1659583.2071415992 8177236.2987435721,1659585.238853791 8177239.8868969865,1659594.4095853122 8177240.1318086823,1659598.9787626565 8177232.9485546015)));94028BC0255_05;13/15 rue Gustave Eiffel, Creteil;94028 Creteil;building;2122915.74493511;2122932.8251167;-52.3868125836367;-36.2713409857461
MULTIPOLYGON (((1659523.499981549 8177228.3806389347,1659523.7470982508 8177229.0238049095,1659525.2402263111 8177228.2456894247,1659523.1074090705 8177219.8433356881,1659521.2966846758 8177219.3783179186,1659523.499981549 8177228.3806389347)));94028BC0300_02;62/64 rue Gustave Eiffel, Creteil;94028 Creteil;building;2122943.39057193;2122953.34214408;18.1004410292283;19.8226298314779
MULTIPOLYGON (((1659523.499981549 8177228.3806389347,1659518.9230271142 8177215.2477899529,1659502.7064041109 8177210.939763193,1659491.4546354883 8177222.5862664264,1659492.6551314443 8177230.0724206362,1659494.0485528286 8177229.7287005773,1659493.834046779 8177228.5181795312,1659495.1547299221 8177228.2750679553,1659496.0570719042 8177232.1382713635,1659493.3438572367 8177232.847416061,1659494.9827180228 8177239.9967872873,1659508.6762550133 8177243.8894290989,1659512.3496805604 8177244.8969195606,1659514.4489336407 8177242.6020822721,1659515.6266387205 8177242.9048929559,1659516.7529921569 8177247.2668731296,1659527.4390468379 8177244.7317978926,1659525.1424393572 8177235.0184730701,1659523.1119693832 8177234.6440094151,1659524.5971874984 8177232.7761921166,1659523.7470982508 8177229.0238049095,1659523.499981549 8177228.3806389347)));94028BC0300_01;62/64 rue Gustave Eiffel, Creteil;94028 Creteil;building;2122927.25535534;2122965.97222436;19.7360930466885;50.2877592990042
MULTIPOLYGON (((1659581.2702596721 8177216.3968794327,1659596.9508122737 8177216.6947015384,1659604.9244019522 8177203.804476751,1659597.2427637582 8177190.0602134531,1659582.4502692481 8177189.6447543511,1659578.7271567043 8177195.9767703936,1659573.2296038165 8177192.6583804497,1659574.3522068923 8177190.4262454966,1659567.8916038054 8177178.919409533,1659555.6657069363 8177178.8523748899,1659548.8608829775 8177189.788195095,1659554.7604310382 8177200.9209983815,1659567.7452350655 8177201.2938885875,1659569.7991695907 8177197.8095622212,1659575.2597447929 8177201.0948568368,1659574.0345331938 8177203.3610953614,1659581.2702596721 8177216.3968794327)));94028BC0255_02;38/40 rue ST Simon, Creteil;94028 Creteil;building;2122937.89899062;2122984.49821868;-65.1138486811153;-14.0131844551305
MULTIPOLYGON (((1659563.4651830785 8177175.3931042207,1659568.2620423478 8177175.2916076696,1659569.1407462149 8177173.8729990413,1659573.2026222404 8177173.7323549455,1659575.8957396534 8177169.2314789342,1659572.9847618814 8177163.9483440416,1659568.5327815998 8177163.9917363459,1659566.3757404354 8177167.4434505068,1659563.2985502915 8177167.6103201332,1659561.0910548877 8177171.1958420612,1659563.4651830785 8177175.3931042207)));94028BC0255_04;13/15 rue Gustave Eiffel, Creteil;94028 Creteil;building;2122984.95097806;2122995.85995976;-45.1717204216704;-30.325888757658
MULTIPOLYGON (((1660209.8077335495 8178075.9778607134,1660208.8027123364 8178077.1971111028,1660206.5301401927 8178079.9043656494,1660205.9182026666 8178080.6204119278,1660200.9510792489 8178086.6050555967,1660202.5917615411 8178087.9944647765,1660206.453172347 8178083.5300316615,1660207.9687439352 8178084.8869752558,1660213.2803182374 8178078.7886803653,1660209.8077335495 8178075.9778607134)));940280D0021_01;116 Avenue Laferriere;94028 Creteil;building;2122088;2122088;291.184606863214;296.010493074666
MULTIPOLYGON (((1660203.7416191294 8178095.7480116673,1660198.4097021078 8178102.0799809387,1660200.1913716279 8178103.6685429169,1660198.042733897 8178106.2414766587,1660205.2794231502 8178112.572702419,1660210.2986594974 8178106.6877703732,1660207.4311108703 8178104.2507146923,1660210.097151238 8178101.0958531462,1660210.0009469388 8178100.9964597058,1660210.9329860734 8178099.8444501692,1660204.6956940989 8178094.5958438301,1660203.7416191294 8178095.7480116673)));940280D0020_01;112 Avenue Laferriere;94028 Creteil;building;2122088;2122088;300.614705800134;314.225640811209
MULTIPOLYGON (((1660218.0961654824 8178002.1709545488,1660225.6048490822 8177993.0657218788,1660217.7583491972 8177986.7388199549,1660210.0243382012 8177996.1792706335,1660210.0759949984 8177996.2122620074,1660218.0961654824 8178002.1709545488)));940280L0098_01;8, Avenue de Maisons;94028 Creteil;building;2122088;2122088;244.103453579107;256.415735356781
MULTIPOLYGON (((1660180.2569769579 8177977.4210510291,1660185.9071983292 8177970.3862339919,1660182.6051485846 8177967.8077332182,1660180.7215458655 8177966.3533444721,1660181.2897370446 8177965.6820879066,1660177.9881588225 8177963.1703064125,1660176.6671451137 8177963.3465399314,1660171.6218455413 8177969.7098464034,1660175.2419029146 8177972.5863093138,1660174.8270171853 8177973.1230317745,1660180.2569769579 8177977.4210510291)));940280L0095_01;6 Avenue de Maisons;94028 Creteil;building;2122088;2122088;197.728799580646;210.771251211918
MULTIPOLYGON (((1660211.1526302961 8177968.9939671597,1660217.9046255322 8177966.054597469,1660212.913683495 8177954.3030170621,1660206.1391636655 8177957.1758334842,1660211.1526302961 8177968.9939671597)));940280L0101_01;8, Avenue de Maisons;94028 Creteil;building;2122088;2122088;224.085189526212;238.272634026397
MULTIPOLYGON (((1660116.9826883762 8178057.0142081194,1660110.0841274126 8178065.1144257989,1660112.973297932 8178067.484557162,1660106.4907410028 8178075.2037241682,1660110.2299618516 8178078.3128122548,1660123.4633001904 8178062.3721769499,1660116.9826883762 8178057.0142081194)));940280D0025_01;132 Avenue Laferrire;94028 Crteil;building;2122088;2122088;216.03225126844;230.623442007219
MULTIPOLYGON (((1660155.1377064954 8177970.7616841691,1660161.6472065719 8177976.0416510096,1660168.0268802862 8177968.2899251888,1660156.2684138403 8177960.4008949548,1660152.4702417168 8177963.4415513957,1660160.6938138502 8177969.0651088255,1660159.6890220351 8177970.3177262023,1660156.9731396413 8177968.5579319466,1660155.1377064954 8177970.7616841691)));940280L0057_01;4 Avenue de Maisons;94028 Creteil;building;2122088;2122088;177.894350534946;193.886745939416
MULTIPOLYGON (((1660205.4799870048 8178056.2707612626,1660214.9683597304 8178064.164969923,1660219.5629625295 8178058.4721163288,1660212.78798611 8178053.02717683,1660215.4533404063 8178049.7722431961,1660212.6457189731 8178047.5015570763,1660205.4799870048 8178056.2707612626)));940280L0003_01;87 Avenue Laferriere;94028 Creteil;building;2122088;2122088;274.806320996364;287.171548449911
MULTIPOLYGON (((1660149.9262846829 8177998.076258257,1660152.4016594209 8178000.104647411,1660152.2779772026 8178000.2723310636,1660154.1618938916 8178001.7711879397,1660155.0415737503 8178002.5433015935,1660154.6483315523 8178003.024271002,1660160.2050587363 8178007.5882447269,1660160.6933957001 8178007.0509963743,1660161.6244924897 8178007.8227437194,1660171.6466376991 8177995.8082844745,1660159.8384776989 8177986.0959235663,1660149.9262846829 8177998.076258257)));940280L0109_01;93 Avenue Laferriere;94028 Creteil;building;2122088;2122088;194.952821428196;211.174955629395
MULTIPOLYGON (((1660193.3677221648 8177993.6404701015,1660186.3507152926 8177988.2640099972,1660185.6858845144 8177987.7461172063,1660185.1035597366 8177988.4953141883,1660180.6994899004 8177984.8682839833,1660186.3506568118 8177977.9669004111,1660190.901229419 8177972.2743383637,1660190.5536062031 8177971.9432203248,1660193.1971884274 8177968.7217919007,1660189.5539104491 8177965.6786833322,1660185.9071983292 8177970.3862339919,1660180.2569769579 8177977.4210510291,1660174.3387168178 8177984.9804277187,1660178.2018807693 8177987.955236204,1660179.4545165682 8177986.433972571,1660182.7792286912 8177989.1012695581,1660182.5317031543 8177989.4143966706,1660183.6621616944 8177990.3292840356,1660182.7812107652 8177991.4364531664,1660190.5293944655 8177997.3636883982,1660193.3677221648 8177993.6404701015)));940280L0100_02;8 avenue de Maisons;94028 Creteil;building;2122088;2122088;207.608730359478;228.38669166673
MULTIPOLYGON (((1660184.3956465016 8178038.5292017767,1660188.261229316 8178041.8487195075,1660192.3685181763 8178036.8376420885,1660192.050519095 8178036.5396724558,1660193.1503210727 8178035.2196626235,1660197.6504696601 8178038.9349766448,1660200.6364838933 8178035.3219075296,1660198.1610629337 8178033.2823774675,1660192.5894632584 8178028.6851124065,1660190.8489719986 8178030.8103353726,1660184.3956465016 8178038.5292017767)));940280L0005_01;89 bis Avenue Laferriere;94028 Creteil;building;2122088;2122088;247.275181459061;257.846030059395
MULTIPOLYGON (((1660204.4951910262 8178007.8279948728,1660210.4929191975 8178000.0790432803,1660203.2995646654 8177994.6927003032,1660201.4442281483 8177997.1968190242,1660199.290583482 8178000.1033871183,1660197.4789269385 8178002.5515954932,1660204.4513559442 8178007.8616676675,1660204.4951910262 8178007.8279948728)));940280L0099_01;8 avenue de Maisons;94028 Creteil;building;2122088;2122088;236.521588213568;246.428127400355
MULTIPOLYGON (((1660085.8969610757 8177888.9578092396,1660072.0976644829 8177879.2487645019,1660047.80827303 8177912.6270202985,1660052.4833642431 8177918.1757631497,1660051.1599992341 8177920.0756416991,1660063.2688023401 8177928.640262058,1660121.7282946624 8177970.7558625452,1660126.3036580218 8177964.4292306984,1660125.2028056593 8177963.5475031501,1660131.4884931124 8177954.9846481821,1660125.2714611143 8177950.5477441782,1660123.3885531654 8177949.1934496155,1660089.5849175591 8177924.915700431,1660090.639450331 8177923.4291946571,1660084.0388651369 8177918.7838014746,1660082.8384551676 8177920.4159125714,1660076.5997866427 8177916.0459372541,1660078.2875778801 8177913.7431362625,1660079.2172687384 8177914.3147202134,1660083.9153584978 8177907.6869356474,1660083.0808421876 8177907.0701896874,1660092.7193822057 8177893.801776994,1660085.8969610757 8177888.9578092396)));940280N0114_03;97 av la Ferrire;Creteil;building;2122088;2122088;61.9954792375028;156.03772260523
MULTIPOLYGON (((1660163.3605843615 8177934.129291432,1660164.5340297064 8177941.0597819313,1660170.2784957106 8177940.0179502275,1660170.5237210537 8177941.4395573018,1660176.2690612318 8177940.520045408,1660176.5439056903 8177941.97480118,1660182.3627817754 8177941.06589041,1660182.4330208725 8177941.6436282974,1660193.9815982161 8177939.6819018498,1660192.2969458934 8177929.0520984819,1660180.9691921873 8177931.0789713711,1660180.898000034 8177930.3678004472,1660175.2199504175 8177931.4536267519,1660174.9516566521 8177929.8876243839,1660169.1773997368 8177930.8740640245,1660168.8347743247 8177929.1862729881,1660167.2935428694 8177929.3863216052,1660163.3605843615 8177934.129291432)));940280L0092_01;13 avenue de Maisons;94028 Creteil;building;2122088;2122088;176.024931416495;206.857515806107
MULTIPOLYGON (((1660190.8489719986 8178030.8103353726,1660192.5894632584 8178028.6851124065,1660200.0698775395 8178019.7468462,1660192.4439891521 8178013.4517652001,1660196.1579783242 8178008.9105380662,1660186.9581844837 8178001.3256603703,1660180.971608246 8178008.5741583621,1660173.262896799 8178002.0016950732,1660166.2421709991 8178010.5030338978,1660173.609094339 8178016.5330490516,1660173.2669524711 8178016.9691722337,1660175.7352030813 8178019.0309825139,1660176.055784943 8178018.6617333936,1660180.9692914686 8178022.6520818071,1660180.6490271196 8178023.065808339,1660183.124617812 8178025.1275694519,1660183.4378543026 8178024.7583732,1660190.8489719986 8178030.8103353726)));940280L0113_01;91 Avenue Laferriere;94028 Creteil;building;2122088;2122088;215.459978955611;248.15913963858
MULTIPOLYGON (((1660149.9291436737 8178049.8731521266,1660146.30793068 8178046.8299140837,1660136.7960610176 8178058.2736532101,1660140.4167950156 8178061.2501685768,1660149.1499330169 8178050.8239198243,1660149.9291436737 8178049.8731521266)));940280D0035_01;128 Avenue Laferrire;94028 Creteil;building;2122088;2122088;225.911055389365;233.230077994283
MULTIPOLYGON (((1660128.6775048056 8177992.3234320777,1660135.0327490021 8177997.6044709021,1660140.246452031 8177991.1732069915,1660133.9350404071 8177985.8584889099,1660128.6775048056 8177992.3234320777)));940280L0006_01;95 Avenue Laferriere;94028 Creteil;building;2122088;2122088;174.830505178794;183.16575094132
MULTIPOLYGON (((1660192.5894632584 8178028.6851124065,1660198.1610629337 8178033.2823774675,1660210.7115017858 8178018.3587458013,1660214.530074256 8178021.2671774933,1660212.1051247343 8178024.2423963351,1660224.3355823539 8178033.4514553333,1660225.8796606178 8178031.5945235752,1660229.7900897479 8178026.7850379962,1660215.8971292144 8178016.2200690992,1660215.7002283309 8178016.4216336766,1660207.7532926993 8178010.4290620601,1660200.0698775395 8178019.7468462,1660192.5894632584 8178028.6851124065)));940280L0004_02;89 Avenue Laferriere;94028 Creteil;building;2122088;2122088;247.420590770397;276.780472456066
MULTIPOLYGON (((1660128.2612107142 8177942.3198142527,1660129.4104483211 8177940.7214387991,1660131.2199015226 8177942.0762605574,1660132.0025110301 8177942.6266648322,1660129.704910316 8177945.9457285497,1660135.6702062211 8177950.1064373264,1660144.4501976317 8177937.9896102687,1660143.031733047 8177936.8655094607,1660145.0398914919 8177934.1601193901,1660148.0968713053 8177936.3622698402,1660152.4036038101 8177930.4712593779,1660140.2936712324 8177921.7285347143,1660138.9979907277 8177923.394674561,1660136.2803303639 8177921.3902632054,1660138.4839621377 8177918.2831538767,1660132.737970633 8177913.9763142886,1660124.0530616292 8177926.0368795414,1660125.6404027732 8177927.1486480171,1660123.5162318489 8177930.0661544893,1660120.4293791854 8177927.7975111306,1660116.1008798941 8177933.7220621435,1660128.2612107142 8177942.3198142527)));940280N0114_04;97 av la Ferrire;Creteil;building;2122088;2122088;131.970536563975;164.473595575821
