WKT;bldg_code;Address;City;typology;pk_min;pk_max;d_min;d_max
POLYGON ((1656190.3183622805 8176304.9617118733,1656187.3530548522 8176301.6489929054,1656183.6477257893 8176297.6748865815,1656180.8013098214 8176300.1436526729,1656185.6184118174 8176305.3322276184,1656182.4089780927 8176308.359845846,1656181.3715565966 8176307.2559922133,1656180.0585677039 8176308.4895098368,1656182.8751738695 8176311.580992437,1656185.8413521803 8176315.004902496,1656190.585079971 8176310.8532329025,1656188.8802488209 8176308.9762175689,1656188.1384859292 8176308.0924411472,1656188.9414998388 8176307.4189323196,1656188.3484387253 8176306.7563885432,1656190.3183622805 8176304.9617118733));94081CK0103_01;45, Rue des Ardoines;94081 Vitry-sur-Seine;building;2150651.68626487;2150664.14406199;24.0845092365582;41.2706292201754
POLYGON ((1656528.6681396363 8176196.6743868366,1656525.7114623915 8176185.0214047516,1656507.8906838074 8176189.6083304863,1656510.9200082067 8176201.1495368332,1656511.1517148705 8176202.5933334688,1656512.6685144564 8176227.4903616346,1656514.5046148093 8176227.3648474813,1656530.6647274878 8176226.5716907531,1656530.738206187 8176226.5711181518,1656537.6521348641 8176227.406845822,1656539.7913630642 8176209.5981409773,1656534.0539420745 8176208.864443114,1656534.0530756407 8176208.7532496322,1656530.1534930859 8176208.1164356349,1656529.88886395 8176202.447285912,1656529.667560379 8176202.3378102705,1656528.6681396363 8176196.6743868366));94081CJ0255_04;146 rue Leon Geoffroy;94081 Vitry-sur-Seine;building;2151002.09304165;2151033.89739261;-58.1886350956788;-10.0831618122651
POLYGON ((1656254.3001625163 8176330.3692405224,1656259.5414670038 8176333.4417464314,1656262.225251955 8176328.9726905618,1656263.7752510342 8176329.8501395024,1656265.6621231881 8176326.8329375386,1656269.5012531236 8176329.1380445575,1656270.0155945607 8176329.1340122866,1656270.6025416423 8176329.0182105824,1656270.8938359469 8176328.6823261175,1656271.109909541 8176328.1246307809,1656271.1055510724 8176327.5686635096,1656271.0277152278 8176327.0132722612,1656270.5851075635 8176326.7943415036,1656267.7798907734 8176325.1483294573,1656269.1576550205 8176322.802321882,1656268.3459162819 8176322.3638846418,1656261.3324280609 8176318.1932632867,1656254.3001625163 8176330.3692405224));94081CK0052_01;22 rue Talma;94081 Vitry-sur-Seine;building;2150729.20025525;2150745.92661524;-5.01848802736329;8.73516687646919
POLYGON ((1656508.8952600693 8175875.4598810645,1656597.7841857416 8175880.8836062504,1656599.0315729992 8175861.7474692604,1656600.8695256705 8175861.8443704862,1656601.2075318072 8175858.06093462,1656599.6635121161 8175857.9617465027,1656600.5945311347 8175845.388882515,1656602.6529403168 8175845.4840692887,1656603.9305890184 8175820.7876897845,1656601.3569174057 8175820.5853107637,1656601.4252112708 8175819.9175783861,1656512.9010062399 8175814.2685444802,1656509.5451401914 8175864.5571948662,1656503.8834452652 8175864.1565357381,1656503.348464058 8175870.9439193206,1656501.0687450899 8175870.7392947152,1656500.4084777958 8175880.3076606588,1656508.4959709409 8175880.8006036831,1656508.8952600693 8175875.4598810645));94081DJ0122_01;100, Rue Lon Geffroy;94081 Vitry-sur-Seine;building;2151214.19322119;2151214.19322119;130.580003440568;207.972069008935
POLYGON ((1656502.4790009542 8176145.8376345998,1656501.2942309051 8176163.5277102459,1656505.841721395 8176181.2842885237,1656523.5164329689 8176176.809695146,1656521.2427177071 8176167.9313983396,1656521.4622894435 8176167.8184866877,1656519.951098013 8176162.4926545173,1656520.2872945156 8176158.4868257102,1656519.8455502305 8176158.3790686838,1656521.4786682988 8176135.0365313776,1656503.3257287722 8176133.7991671385,1656502.9448048791 8176139.6067894613,1656500.1508365872 8176139.4061759682,1656499.0538416021 8176140.0819319524,1656498.8360034619 8176140.4172314201,1656498.4755413514 8176141.3096442949,1656498.6294380322 8176142.1980460035,1656499.2968261421 8176142.9712431161,1656500.4024915267 8176143.4074218804,1656500.2728738834 8176145.6324372897,1656502.4790009542 8176145.8376345998));94081CJ0255_02;140, Rue Leon Geffroy;94081 Vitry-sur-Seine;building;2151021.7360301;2151067.56686945;-10.3953165095064;34.2032349925502
POLYGON ((1656278.3259745196 8176283.1431508185,1656283.4194822893 8176286.1056374265,1656292.0556055584 8176291.041973969,1656302.8330219521 8176297.2959524775,1656305.1212848835 8176298.6124307234,1656305.6277901274 8176297.6076606298,1656309.9667829105 8176288.677651885,1656306.3506890212 8176286.7043707957,1656303.5277317022 8176292.1752975378,1656301.3881636465 8176291.0800556168,1656300.9533942018 8176291.8618635517,1656293.0538017135 8176287.1421427671,1656292.6190331161 8176287.9239513474,1656290.4042407584 8176286.6069024773,1656289.7525240567 8176287.8352123955,1656285.7655472031 8176285.4200497316,1656288.3041634914 8176281.1745451754,1656289.1902558811 8176281.723602972,1656290.2784846076 8176279.9358711075,1656292.4198016403 8176281.2534956587,1656293.7258517928 8176279.1304568946,1656283.9814406715 8176273.4244013317,1656278.3259745196 8176283.1431508185));94081CK0056_01;12, Rue Talma;94081 Vitry-sur-Seine;building;2150773.83097077;2150798.91619857;6.03395887913233;38.5744804517106
POLYGON ((1656384.4765727851 8175931.364168602,1656386.2610189742 8175934.0190225337,1656400.0965965136 8175936.5796752525,1656401.2749239339 8175936.9040665245,1656401.0596906431 8175937.5729500446,1656405.8421361803 8175938.3139760299,1656406.5786990081 8175938.5306204846,1656415.4839808494 8175940.2402399248,1656416.1461918296 8175940.3462663284,1656417.544964894 8175940.6689387122,1656418.8172653778 8175934.2093859576,1656420.6478959166 8175923.964664326,1656418.3664578958 8175923.5376866395,1656418.7234470972 8175922.20049504,1656413.4248729639 8175921.2410901571,1656413.2139815744 8175922.4659403609,1656409.5346331073 8175921.8274884271,1656409.7455237166 8175920.6026380844,1656408.7885104616 8175920.3877158342,1656408.7867726907 8175920.1653289692,1656408.7850349196 8175919.9429421052,1656404.6647877835 8175919.3079386465,1656404.3821534512 8175920.7557503087,1656400.5549682816 8175920.0072594006,1656400.8376016633 8175918.5594475465,1656397.3043455628 8175917.8086616294,1656395.6851172657 8175917.4877174627,1656395.3298715623 8175919.0472973911,1656391.6496494815 8175918.2976638256,1656391.9314114281 8175916.7386580948,1656386.7815315498 8175916.0005165236,1656385.5083942672 8175922.3488830412,1656381.5611944175 8175925.048550481,1656380.4641710585 8175925.7243296495,1656381.28117469 8175926.8299436066,1656384.4765727851 8175931.364168602));94081CI0207_01;23/25, Rue du Bel Air;94081 Vitry-sur-Seine;building;2150000;2151214.19322119;147.882540049297;185.467649286227
POLYGON ((1656426.8859512827 8175894.6702785119,1656426.044975732 8175899.9032575255,1656446.9427967106 8175903.4096696293,1656447.7846593624 8175898.2878871839,1656426.8859512827 8175894.6702785119));94081CI0178_02;Rue Leon Geffroy - 2, Rue du Bel Air;94081 Vitry-sur-Seine;building;2151214.19322119;2151214.19322119;172.220786973533;193.445249139321
POLYGON ((1656043.3621707894 8176240.7320382865,1656032.3867029177 8176237.3713275306,1656031.3842968701 8176240.7152381456,1656042.3597588143 8176244.0759469392,1656043.3621707894 8176240.7320382865));94081CL0063_02;10 avenue Andr Maginot;94081 Vitry-sur-Seine;building;2150462.92390029;2150474.78118872;8.54882346738758;18.5863890204474
POLYGON ((1656239.8478354886 8175977.4217327787,1656260.7725165589 8175984.3744435078,1656271.9785643397 8175951.4825171633,1656250.7607172274 8175944.6432631835,1656239.8478354886 8175977.4217327787));94081CI0191_05;23/25, Rue du Bel Air;94081 Vitry-sur-Seine;building;2150904.35251122;2150945.34594476;296.04465940401;335.045723277711
POLYGON ((1656395.2914295034 8176196.1585928202,1656399.4192958395 8176197.7943306733,1656402.0902233571 8176191.6574407816,1656397.96061502 8176189.7993140444,1656395.2914295034 8176196.1585928202));94081CJ0258_02;12 rue Gabriel Peri;94081 Vitry-sur-Seine;building;2150920.29882209;2150928.44974493;41.5833283294773;49.1368679779669
POLYGON ((1656094.0282241036 8176011.9276108528,1656095.812754055 8176005.2415487831,1656088.9632090081 8176003.2938566254,1656087.1778112783 8176009.8687274838,1656094.0282241036 8176011.9276108528));94081CI0025_01;33 rue de Choisy;94081 Vitry-sur-Seine;building;2150165.72033855;2150177.30197972;28.336312472631;38.2618352275863
POLYGON ((1656034.8052759811 8176171.2992799422,1656026.7023786032 8176168.8055423293,1656023.980286797 8176177.7230260419,1656032.0831725341 8176180.2167597245,1656034.8052759811 8176171.2992799422));94081CL0069_01;5, Avenue Andre Maginot;94081 Vitry-sur-Seine;building;2150388.67452693;2150403.28707001;25.9316825062547;37.8620837291559
POLYGON ((1656560.1760812891 8176137.9376135608,1656529.9559271112 8176135.615425013,1656528.6293071762 8176153.9738007598,1656558.6271918912 8176156.0753119029,1656560.1760812891 8176137.9376135608));94081CJ0255_01;140, Rue Leon Geffroy;94081 Vitry-sur-Seine;building;2151057.077432;2151087.9956512;-22.7364642172914;12.4767225101202
POLYGON ((1656016.2618153668 8176000.3081994811,1656010.8004966809 8175997.3488548938,1656007.1790249597 8176004.0494312393,1656012.6403390917 8176007.0087723006,1656016.2618153668 8176000.3081994811));94081CM0025_01;6 rue Gretillat;94081 Vitry-sur-Seine;building;2150220.82139901;2150228.24011679;-31.539098555118;-24.2588522077283
POLYGON ((1656037.9409350671 8176270.7988463491,1656029.1760030868 8176268.1991233556,1656026.4530817824 8176277.0054133059,1656035.2923556818 8176279.7157463273,1656037.9409350671 8176270.7988463491));94081CL0060_01;16 avenue Andre Maginot;94081 Vitry-sur-Seine;building;2150486.5829143;2150498.71633386;-16.7009103587116;-3.90268226038857
POLYGON ((1656034.365372896 8176069.7991116205,1656041.3725077647 8176073.1021381328,1656042.3801966573 8176069.4913078118,1656035.0154690503 8176067.436541643,1656034.365372896 8176069.7991116205));94081CL0110_02;7, Avenue Ernest Havet;94081 Vitry-sur-Seine;building;2150267.28276125;2150271.73899627;25.7717799970789;33.8797787862042
