PK;bldg_code;vulnerability;sc_lev;damage_class;settlement_max;tilt_max;esp_h_max
2126418.0;94081DJ0124_01;1.0;1.0;1.0;7.905353625181989e-07;2.5999552971081785e-07;5.99449097375721e-07
2126428.0;94081DJ0135_01;1.0;2.0;1.0;7.005355777323795e-07;2.3405420242270023e-07;5.461516176605673e-07
2126428.0;94081DJ0088_01;1.0;1.0;1.0;0.0036960040632184866;0.0005606010729224327;0.00032079970281581626
2126428.0;94081DJ0088_02;1.0;1.0;1.0;4.6635916992320574e-05;1.2209241000682765e-05;2.0162176649525422e-05
2126428.0;94081DJ0090_01;1.0;1.0;1.0;0.016240049861993906;0.0010393829055340103;0.0005510969477446508
2126428.0;94081DJ0092_01;1.0;1.0;2.1;0.018768964118864598;0.0010513711295637817;0.0008512000238409923
2126428.0;94081DJ0122_01;1.0;1.0;1.0;1.1731769571515123e-10;5.2766492495823465e-11;1.779868910854227e-10
2126428.0;94081DJ0123_01;1.0;1.0;1.0;0.013763427143816833;0.0010576857739829071;0.0003335790045313694
2126438.0;94081DJ0135_01;1.0;2.0;1.0;5.96329277080992e-07;2.0230070134908682e-07;4.774526512341264e-07
2126438.0;94081DJ0088_01;1.0;1.0;1.0;0.003581728566352873;0.0005515626318404309;0.0003214607046796906
2126438.0;94081DJ0088_02;1.0;1.0;1.0;4.235244834351082e-05;1.1253466842168029e-05;1.880870743704142e-05
2126438.0;94081DJ0090_01;1.0;1.0;1.0;0.016113844358975116;0.0010429961767144651;0.0005492183334556826
2126438.0;94081DJ0092_01;1.0;1.0;2.1;0.018661920444705157;0.0010560832577913581;0.000855266581374857
2126438.0;94081DJ0122_01;1.0;1.0;1.0;8.720659576904743e-11;3.984540085241487e-11;1.358827991426257e-10
2126438.0;94081DJ0123_01;1.0;1.0;1.0;0.013608806701272598;0.0010610958622873671;0.0003349676514147376
2126448.0;94081DJ0135_01;1.0;2.0;1.0;5.062515637740128e-07;1.7441711661336903e-07;4.163946805674182e-07
2126448.0;94081DJ0088_01;1.0;1.0;1.0;0.0034734927093757633;0.0005431450774349792;0.0003224085151454612
2126448.0;94081DJ0088_02;1.0;1.0;1.0;3.842321863279925e-05;1.0363893135736884e-05;1.7533357472362034e-05
2126448.0;94081DJ0090_01;1.0;1.0;1.0;0.016011450233096126;0.001048301121504303;0.0005480683461559401
2126448.0;94081DJ0092_01;1.0;1.0;2.1;0.01858455348356396;0.0010624536659219266;0.0008607943395721261
2126448.0;94081DJ0122_01;1.0;1.0;1.0;6.439024861656057e-11;2.989315603605537e-11;1.0307708115856158e-10
2126448.0;94081DJ0123_01;1.0;1.0;1.0;0.01347479085415863;0.00106629622004753;0.00033692487187771776
2126458.0;94081DJ0135_01;1.0;2.0;1.0;4.3413725070687496e-07;1.5174982263136386e-07;3.663053431980952e-07
2126458.0;94081DJ0088_01;1.0;1.0;1.0;0.0033801892374161215;0.0005362141371312552;0.0003238630735388282
2126458.0;94081DJ0088_02;1.0;1.0;1.0;3.509397102503604e-05;9.599891167175037e-06;1.6431282147374518e-05
2126458.0;94081DJ0088_03;1.0;1.0;1.0;3.2315575256297964e-05;8.835771752666962e-06;1.4627320237737274e-05
2126458.0;94081DJ0090_01;1.0;1.0;1.0;0.015948450630644734;0.001055598373662364;0.0005481564281514457
2126458.0;94081DJ0092_01;1.0;1.0;2.1;0.018551827069792876;0.001070695147985241;0.0008681246288362595
2126458.0;94081DJ0122_01;1.0;1.0;1.0;4.836336108404093e-11;2.2789822244466732e-11;7.942646883936167e-11
2126458.0;94081DJ0123_01;1.0;1.0;1.0;0.013376710203038447;0.0010735651554977421;0.00033956563350463894
2126468.0;94081DJ0135_01;1.0;2.0;1.0;3.8264886403602623e-07;1.3594446262390326e-07;3.3202006376131914e-07
2126468.0;94081DJ0088_01;1.0;1.0;1.0;0.0034308810860638086;0.0005529930435214632;0.0003402364956175897
2126468.0;94081DJ0088_02;1.0;1.0;1.0;3.314961329192449e-05;9.212194700273022e-06;1.5964178999728893e-05
