PK;VOLUME_LOSS;SETTLEMENT_MAX;K_PECK;phi_tun;ci_tun;COB;BLOWUP;P_EPB
2122088.0;;;;30.263582170370352;75.70279186696986;;;
2122098.0;0.0017147778408588268;0.004088224073140114;0.38237102135642637;29.98716787893779;75.83748725188511;239.69642305169438;485.22;240.0
2122108.0;0.0017646555728367576;0.004180822732185015;0.38384944452953845;29.63227378788589;76.26720914500305;239.48618585285334;484.0;240.0
2122118.0;0.0017715581016399234;0.004179113883700213;0.38508261960504653;29.33649701602972;76.69716936336108;238.3604590437839;480.37000000000006;240.0
2122128.0;0.0017672345805424129;0.004164932535324205;0.3853284223653644;29.277568707567458;76.89436316744151;238.51497957943837;480.03000000000003;240.0
2122138.0;0.0017641756350367862;0.004159780350572735;0.3850424243148038;29.346134238538465;76.94503705739766;239.53100620576177;481.81000000000006;240.0
2122148.0;0.0017664327732773643;0.0041681667642951715;0.38477981838016745;29.40910266927535;76.82526506776799;240.54009519719227;483.44000000000005;240.0
2122158.0;0.0017697671327821362;0.004179064293785111;0.38454669571269295;29.46501024273811;76.67458439561614;241.33558663842905;484.68999999999994;240.0
2122168.0;0.0017757017181785086;0.004196740580506939;0.38430367000205085;29.52330145099453;76.45179442932564;242.1416247838917;485.97;240.0
2122178.0;0.0017801031590695651;0.004209534435537202;0.38401853513681344;29.584908761168705;76.23563276467398;243.07142858866607;487.40999999999997;240.0
2122188.0;0.0017898816714633581;0.004234012387570271;0.38367382418089113;29.654023895398616;75.95241851955768;244.05956004977438;489.1400000000001;240.0
2122198.0;0.0018018149892494362;0.004264637704860668;0.3834143408953427;29.709490710947115;75.630577806107;244.91618773408655;490.5500000000002;240.0
2122208.0;0.0018564090109387922;0.00439411523120332;0.3831998967724612;29.747365849064664;75.32003937817028;245.8508506066243;492.01;250.0
2122218.0;0.001885727340516627;0.004448533390346312;0.38284140228878166;29.758891633286016;74.97049583430875;247.21831700551846;494.67999999999995;250.0
2122228.0;0.0018917398383884788;0.0044698530930722714;0.3829408082962341;29.755322237945986;74.72571093775133;247.3702583338185;494.5;250.0
2122238.0;0.0018966447887712604;0.004488362865984136;0.3832115667497729;29.710674555023697;74.42894847564862;247.07655577578407;493.23;250.0
2122248.0;0.0018980438176056337;0.004509718696695576;0.384062259204587;29.581214032211818;74.07574391138365;245.62629232184375;489.27;250.0
2122258.0;0.001999769582233025;0.004703701070979282;0.3837838991760746;29.45902213336374;73.03114647570386;247.39186532511548;493.11;250.0
2122268.0;0.0020973248191325394;0.0049215142896452575;0.3839740793418419;29.366695894792862;71.79837224790685;248.0338891309547;494.3399999999998;250.0
2122278.0;0.0021731735896567844;0.005142868590781544;0.3848205951777922;29.31817628892561;70.49584057417921;247.34181795063964;492.1500000000001;250.0
2122288.0;0.0022869728305259505;0.005423397789983845;0.3857268833801148;29.16176834819501;69.22398645155391;246.81874226049743;490.52;250.0
2122298.0;0.0024096202397622577;0.0056987412077108245;0.38665119724545144;28.933617861501123;68.31214017927115;246.6497136363879;489.60000000000014;250.0
2122308.0;0.0023560001633021487;0.0056357225645385515;0.3888923812032632;28.6753709666127;68.21951071118816;243.26810665764702;480.88000000000005;240.0
2122318.0;0.0023543368371478856;0.005665809363001054;0.39057696852092305;28.450565591418265;68.43204562646251;241.02359621765063;474.78999999999996;240.0
2122328.0;0.0023745663371597613;0.005712642974553272;0.39169368809839966;28.24508696005842;68.79551785836298;239.9540954595071;471.72;240.0
2122338.0;0.002400244627398497;0.0057395602000202385;0.39211125086947446;28.08954149850492;69.20722174781713;240.20349900415152;471.74;240.0
2122348.0;0.0023748278794674064;0.005685512814790084;0.39296444454844554;27.95421702744371;69.69998745177428;239.06745991807236;468.4900000000001;240.0
2122358.0;0.002314363510893343;0.005579687810051953;0.3941397082168826;27.84660774022477;70.25320612037719;237.09330180552828;463.03000000000003;240.0
2122368.0;0.002282360594685445;0.005523308030832096;0.3950147382381319;27.749126944798718;70.67844486174883;235.78680214222283;459.3599999999999;240.0
2122378.0;0.0021435300261657985;0.005244091030076967;0.3965124252941145;27.638373723572776;71.27160912750152;233.1464930443653;452.26;230.0
2122388.0;0.0020704636559434;0.0051232917961291985;0.39796258133649337;27.542678083440155;71.8200482797267;230.45195725221768;445.16999999999996;230.0
2122398.0;0.0020029591568197533;0.005013373963640615;0.3993718017165634;27.453204686564483;72.24705313231924;227.8947063745862;438.28000000000003;230.0
2122408.0;0.001950241502574635;0.004940599710669702;0.4008688993180134;27.353715697879686;72.50231232360808;225.194197394374;431.19000000000005;230.0
2122418.0;0.001839948697446004;0.0047181214766465205;0.40242787374222094;27.24322954503638;72.70146311361027;222.53411030164543;424.06;220.0
2122428.0;0.0018066713442561545;0.0046912695824341665;0.40403106414198725;27.12608867008713;72.70752098524366;219.8073352075084;416.92;220.0
2122438.0;0.0017839766752245786;0.004694028740887725;0.4056427322284349;27.011067657346892;72.37349290871896;217.08254013141402;409.65999999999997;220.0
2122448.0;0.0016903920964800475;0.004513833539363565;0.4070182511019132;26.95792253017083;71.62986326362655;214.24072498055628;402.2700000000001;210.0
2122458.0;0.0017154563047777852;0.004646415942971542;0.40754925478750764;27.090982438760765;69.63886246202524;211.69662354820423;395.49;210.0
2122468.0;0.0017530970798621548;0.004819756581462421;0.4072082974616241;27.43419458315403;66.94192982984988;209.20247513634737;388.97;210.0
2122478.0;0.0017523989753591685;0.004891280487906051;0.40632077028531133;27.909112369860907;64.34458000753895;206.7566364029311;382.40000000000003;210.0
2122488.0;0.0016544063110436953;0.004692475624411264;0.40536496983870424;28.41636426662619;61.77145516454979;204.18108690824613;375.65000000000003;200.0
2122498.0;0.001624979823217342;0.004681592724449736;0.40473540797448637;28.850209186336578;59.69341445891897;201.61946380773276;368.78000000000003;200.0
2122508.0;0.0015976723589516007;0.0046727910471593415;0.40490285274516896;29.093303387396446;57.9879135978757;199.07612552892962;362.1000000000001;200.0
2122518.0;0.0015424664621924164;0.004581264005138857;0.40543323384847824;29.25222108436072;57.034329834758616;196.80294752723427;355.93000000000006;200.0
2122528.0;0.0013942593168748787;0.004203885171361588;0.4060434836750339;29.38739801715062;56.243878251159074;194.6013589715824;350.08000000000004;190.0
2122538.0;0.0013694935270622175;0.004204733683075723;0.4056214388365952;29.796152162585123;54.996139174939266;193.80199040443927;347.5400000000001;190.0
2122548.0;0.0013096392089495612;0.0040867407550179095;0.4061801229236443;29.9665971614825;54.57489608705129;191.82093703387397;342.22;190.0
2122558.0;0.001259488809897353;0.0039905695562673996;0.4070715260978381;30.059928826869633;54.45763166563274;189.90222752794296;336.90999999999997;190.0
2122568.0;0.0012313331385081126;0.003925488472563548;0.4074748777401757;30.09351042955361;54.67234368345265;189.48055055653117;334.9999999999999;190.0
2122578.0;0.0012262238511477656;0.0039038142509371793;0.40736135196801954;30.101225164005196;54.8957906328913;190.2043166735951;335.7700000000001;190.0
2122588.0;0.0011592253421065075;0.0036857208427202364;0.4074614075426657;30.065628799332107;55.380220122882996;190.752641558304;336.24999999999994;340.0
2122598.0;0.0011984754814954172;0.003800290031537371;0.408033371697356;29.90093006838028;56.03374044719102;190.65510838355968;335.14;190.0
2122608.0;0.0011198115015751287;0.0035613768580228388;0.4113780806153886;29.257113362398172;57.997002093201765;187.05555922243022;325.4;190.0
2122618.0;0.001019013748695984;0.0033309630808739093;0.41534479624322845;28.916967270234807;59.38398925475165;181.7914471236621;311.55999999999995;180.0
2122628.0;0.00096122499102113;0.00321935385672469;0.41710342618942037;28.991034973574827;60.13935882917822;179.4399340913748;305.04;180.0
2122638.0;0.0009263257440930224;0.0031578955411747244;0.41848793523195765;29.026125281802237;60.78245746425996;177.87729404639097;300.61;180.0
