PK;bldg_code;vulnerability;sc_lev;damage_class;settlement_max;tilt_max;esp_h_max
2122108.0;940280L0099_01;1.0;1.0;1.0;1.1444935217391384e-49;1.0074731339628047e-49;8.778524701872439e-49
2122108.0;940280L0100_02;2.0;3.0;1.0;3.215107370240851e-39;2.4909459347551936e-39;1.8457853395674296e-38
2122108.0;940280L0101_01;1.0;1.0;1.0;4.9099545474520227e-45;4.099111936866861e-45;3.3807470825352763e-44
2122108.0;940280L0109_01;1.0;1.0;1.0;5.035433967725217e-35;3.6693925425567486e-35;2.663450546827301e-34
2122108.0;940280L0113_01;1.0;1.0;1.0;7.57717337462123e-42;6.087602523699544e-42;4.896435843715018e-41
2122108.0;940280N0079_01;1.0;1.0;1.0;1.159538043560423e-10;4.1330199358620994e-11;1.336599361844107e-10
2122108.0;940280N0114_03;1.0;1.0;1.0;8.068920420609469e-07;2.0627890901891338e-07;4.2414526142876407e-07
2122108.0;940280N0114_04;1.0;1.0;1.0;2.803902337052401e-18;1.4043549953509904e-18;6.553703693427786e-18
2122118.0;940280D0020_01;1.0;1.0;1.0;1.3916545894543933e-77;1.5554888912799342e-77;1.728885386214019e-76
2122118.0;940280D0021_01;1.0;2.0;1.0;3.826987694220269e-73;4.144877707622811e-73;4.533403931903958e-72
2122118.0;940280D0025_01;1.0;2.0;1.0;2.679277875046212e-42;2.163675703536487e-42;1.7463750834949963e-41
2122118.0;940280D0026_01;1.0;1.0;1.0;3.463325341445155e-27;2.188723629643121e-27;1.3621168085812378e-26
2122118.0;940280D0035_01;2.0;3.0;1.0;8.609315626301261e-46;7.263344017736473e-46;5.997378044097412e-45
2122118.0;940280D0049_01;1.0;1.0;1.0;3.962429261420095e-59;3.837818935194686e-59;3.6829270165222326e-58
2122118.0;940280L0003_01;1.0;2.0;1.0;1.459566752067839e-65;1.492976411133219e-65;1.4684779100744345e-64
2122118.0;940280L0004_02;1.0;1.0;1.0;5.0712136298847193e-54;4.6777650978482037e-54;4.1389031019388614e-53
2122118.0;940280L0005_01;1.0;2.0;1.0;5.0736551307552774e-54;4.677381998762405e-54;4.265911132799989e-53
2122118.0;940280L0006_01;1.0;1.0;1.0;4.1279459560820577e-29;2.712958994079148e-29;1.7123376513381996e-28
2122118.0;940280L0057_01;1.0;2.0;1.0;4.862831000757981e-30;3.250118554111643e-30;2.117775866865313e-29
2122118.0;940280L0092_01;1.0;1.0;1.0;2.050010492187908e-29;1.3561539642658127e-29;8.499150623014903e-29
2122118.0;940280L0095_01;1.0;1.0;1.0;4.155337384117629e-36;3.077567484477391e-36;2.2349827841652062e-35
2122118.0;940280L0098_01;1.0;1.0;1.0;9.888687088346792e-53;9.001203579974367e-53;8.102315254710158e-52
2122118.0;940280L0099_01;1.0;1.0;1.0;8.837381503689917e-50;7.798783250082846e-50;6.798557088397024e-49
2122118.0;940280L0100_02;2.0;3.0;1.0;2.639514151686792e-39;2.050089793193466e-39;1.5191355460621208e-38
2122118.0;940280L0101_01;1.0;1.0;1.0;3.893583016396684e-45;3.258695021145548e-45;2.6888607086309934e-44
2122118.0;940280L0109_01;1.0;1.0;1.0;3.5948214447037955e-35;2.626111146170615e-35;1.9075038273976758e-34
2122118.0;940280L0113_01;1.0;1.0;1.0;5.201899706754465e-42;4.189692529993866e-42;3.372245971004513e-41
2122118.0;940280N0079_01;1.0;1.0;1.0;9.449796717586552e-11;3.3762898047601395e-11;1.0925709738234235e-10
2122118.0;940280N0114_03;1.0;1.0;1.0;6.647652163839516e-07;1.7033194224372105e-07;3.5043216759165365e-07
2122118.0;940280N0114_04;1.0;1.0;1.0;2.5936712900346163e-18;1.302239036907723e-18;6.0773872577408396e-18
2122258.0;94028BC0310_03;1.0;1.0;1.0;1.4928383881585373e-06;3.680429846751578e-07;7.372297675799873e-07
2122268.0;94028BC0310_03;1.0;1.0;1.0;1.6049146850938624e-06;3.944749072782277e-07;7.880403175774581e-07
2122278.0;94028BC0310_03;1.0;1.0;1.0;1.5122565296507907e-06;3.7644241923622954e-07;7.588955275438993e-07
2122278.0;94028BC0310_06;2.0;3.0;1.0;0.0005749678616990457;8.593370899083183e-05;5.7150048383412945e-05
2122288.0;94028BC0310_03;1.0;1.0;1.0;1.5208672820262578e-06;3.8087602595810743e-07;7.706441965338092e-07
2122288.0;94028BC0310_06;2.0;3.0;1.0;0.0005999098841923025;9.017870331569095e-05;6.028566400440948e-05
2122298.0;94028BC0310_03;1.0;1.0;1.0;1.5885729967434586e-06;3.983103044876157e-07;8.056991705597214e-07
2122298.0;94028BC0310_06;2.0;3.0;1.0;0.0006296210325110622;9.474830200100723e-05;6.334021838143381e-05
2122298.0;94028BC0310_07;1.0;2.0;1.0;2.8823478250198048e-05;6.119696426597777e-06;9.73253925317902e-06
2122308.0;94028BC0310_03;1.0;1.0;1.0;1.2993659288466258e-06;3.3377577238445346e-07;6.863988325785795e-07
2122308.0;94028BC0310_06;2.0;3.0;1.0;0.0005748399006957667;8.854769021996157e-05;6.05561473638714e-05
2122308.0;94028BC0310_07;1.0;2.0;1.0;2.5262924126354355e-05;5.492460416236369e-06;8.887506442466438e-06
2122318.0;94028BC0310_03;1.0;1.0;1.0;1.142464903077976e-06;2.981959004051659e-07;6.197679020594815e-07
2122318.0;94028BC0310_04;1.0;2.0;1.0;0.0001657170577253555;3.0281717998862968e-05;3.001287796318531e-05
2122318.0;94028BC0310_06;2.0;3.0;1.0;0.0005434013996145663;8.500476886348247e-05;5.899155528194723e-05
2122318.0;94028BC0310_07;1.0;2.0;1.0;2.328934484577803e-05;5.143193648357275e-06;8.415396289426274e-06
2122328.0;94028BC0310_03;1.0;1.0;1.0;1.0914849902058985e-06;2.8675881710174317e-07;5.982399237416874e-07
2122328.0;94028BC0310_04;1.0;2.0;1.0;0.00016184015694187994;2.97615883633386e-05;2.9648689039496892e-05
2122328.0;94028BC0310_06;2.0;3.0;1.0;0.0005344574667822725;8.413782050645187e-05;5.870641047980747e-05
2122328.0;94028BC0310_07;1.0;2.0;1.0;2.270331629119667e-05;5.045894300053417e-06;8.288966896076484e-06
2122338.0;94028BC0310_03;1.0;1.0;1.0;1.1310268066485476e-06;2.9619560652169804e-07;6.159757362423833e-07
2122338.0;94028BC0310_04;1.0;2.0;1.0;0.00016570108535202767;3.0379898910777846e-05;3.015447808559741e-05
2122338.0;94028BC0310_06;2.0;3.0;1.0;0.0005451302281069555;8.555839214835228e-05;5.9460829880447e-05
2122338.0;94028BC0310_07;1.0;2.0;1.0;2.3334855331874152e-05;5.169815884303359e-06;8.464827016062795e-06
2122348.0;94028BC0310_03;1.0;1.0;1.0;1.0603763890259485e-06;2.7952060029279924e-07;5.837013195262169e-07
2122348.0;94028BC0310_04;1.0;2.0;1.0;0.00015869637188688657;2.928090011275273e-05;2.9222737674554808e-05
2122348.0;94028BC0310_06;2.0;3.0;1.0;0.0005258235573311161;8.305418603121769e-05;5.8055364033743964e-05
2122348.0;94028BC0310_07;1.0;2.0;1.0;2.2319386679335596e-05;4.976663681894325e-06;8.18395022361585e-06
2122358.0;94028BC0310_03;1.0;1.0;1.0;9.158182766688292e-07;2.4498722923964635e-07;5.168580960234732e-07
2122358.0;94028BC0310_04;1.0;2.0;1.0;0.00014515095825234887;2.7163455438442206e-05;2.7467765188621358e-05
2122358.0;94028BC0310_06;2.0;3.0;1.0;0.0004890581521572631;7.835057098313616e-05;5.553701135354415e-05
2122358.0;94028BC0310_07;1.0;2.0;1.0;2.0137952246961063e-05;4.555397985078735e-06;7.571854271788597e-06
2122368.0;94028BC0310_03;1.0;1.0;1.0;8.328305987693063e-07;2.2495557077175607e-07;4.777465411197048e-07
2122368.0;94028BC0310_04;1.0;2.0;1.0;0.00013769616896460306;2.6010360057488683e-05;2.652774155330936e-05
2122368.0;94028BC0310_05;1.0;2.0;1.0;0.0004456915270473976;7.331580245636116e-05;5.460994488933248e-05
2122368.0;94028BC0310_06;2.0;3.0;1.0;0.00046920369701763053;7.587693544480335e-05;5.427236856643205e-05
2122368.0;94028BC0310_07;1.0;2.0;1.0;1.8857676402578204e-05;4.306457665704519e-06;7.2077384326609204e-06
2122378.0;94028BC0310_03;1.0;1.0;1.0;6.662301243142029e-07;1.8369282331851964e-07;3.958265794453634e-07
2122378.0;94028BC0310_04;1.0;2.0;1.0;0.00011952956748564519;2.3029411229225307e-05;2.3927324620935577e-05
2122378.0;94028BC0310_05;1.0;2.0;1.0;0.0003960580622102316;6.645154114745298e-05;5.0469416586297326e-05
2122378.0;94028BC0310_06;2.0;3.0;1.0;0.0004173004755866309;6.883162574231019e-05;5.0209358261767624e-05
2122378.0;94028BC0310_07;1.0;2.0;1.0;1.6043830784919492e-05;3.738462957146487e-06;6.352662800983659e-06
2122388.0;94028BC0310_04;1.0;2.0;1.0;0.00010509746559131501;2.0654737976924527e-05;2.1865828235092632e-05
2122388.0;94028BC0310_05;1.0;2.0;1.0;0.000356689927253173;6.104501675093137e-05;4.728032968531861e-05
2122388.0;94028BC0310_06;2.0;3.0;1.0;0.0003760550569280278;6.32718754252696e-05;4.707485527442821e-05
2122388.0;94028BC0310_07;1.0;2.0;1.0;1.3822455978817857e-05;3.2867886291395505e-06;5.6712806511244914e-06
2122398.0;94028BC0310_04;1.0;2.0;1.0;9.258341659673983e-05;1.8552661579564448e-05;2.000509602026447e-05
2122398.0;94028BC0310_05;1.0;2.0;1.0;0.00032183544328829016;5.615963487487595e-05;4.433914891485292e-05
2122398.0;94028BC0310_06;2.0;3.0;1.0;0.0003394977356815661;5.824155226435404e-05;4.4178710564025015e-05
2122408.0;94028BC0276_01;1.0;2.0;1.0;0.006751437250220136;0.0005033536078157285;0.00011531058849311872
2122408.0;94028BC0281_01;2.0;3.0;1.0;0.0031244103676802085;0.00034337656769592683;8.965393713547263e-05
2122408.0;94028BC0310_04;1.0;2.0;1.0;8.174462171649946e-05;1.671626149576107e-05;1.837386182158792e-05
2122408.0;94028BC0310_05;1.0;2.0;1.0;0.00029148702585888144;5.190303424529103e-05;4.1804154822110544e-05
2122408.0;94028BC0310_06;2.0;3.0;1.0;0.0003076714102386717;5.3860590856163234e-05;4.1685250964377e-05
2122418.0;94028BC0276_01;1.0;2.0;1.0;0.006558653736276055;0.0005027646800553325;0.0001158013830457973
2122418.0;94028BC0281_01;2.0;3.0;1.0;0.00292377556552574;0.00032861569959759815;8.729585597794188e-05
2122418.0;94028BC0310_04;1.0;2.0;1.0;7.090971201226872e-05;1.4802121521744144e-05;1.658937732821728e-05
2122418.0;94028BC0310_05;1.0;2.0;1.0;0.00025960705572835284;4.718414006950973e-05;3.877779248518133e-05
2122418.0;94028BC0310_06;2.0;3.0;1.0;0.00027584658501806134;4.929028696132567e-05;3.893111514436251e-05
2122428.0;94028BC0276_01;1.0;2.0;1.0;0.0065349762308316755;0.0005156635027194436;0.00011944711945450394
2122428.0;94028BC0281_01;2.0;3.0;1.0;0.002801355045686211;0.0003220487615572987;8.714934094092595e-05
2122428.0;94028BC0310_04;1.0;2.0;1.0;6.27878798046948e-05;1.3382794562667616e-05;1.5296930807056548e-05
2122428.0;94028BC0310_05;1.0;2.0;1.0;0.00023622188278694164;4.383388028436687e-05;3.676619458110921e-05
2122428.0;94028BC0310_06;2.0;3.0;1.0;0.0002560440401427479;4.6711202101368464e-05;3.7659010419520024e-05
2122438.0;94028BC0276_01;1.0;2.0;1.0;0.006556584468009292;0.0005331611477872222;0.00012423175739017018
2122438.0;94028BC0281_01;2.0;3.0;1.0;0.0027263247455513594;0.00032060387344324853;8.84897971829484e-05
2122438.0;94028BC0310_04;1.0;2.0;1.0;5.637107627210926e-05;1.2270582700702368e-05;1.430755834069288e-05
2122438.0;94028BC0310_05;1.0;2.0;1.0;0.00021811765493426238;4.1329943739642746e-05;3.5386441723487116e-05
2122438.0;94028BC0310_06;2.0;3.0;1.0;0.00023876292984817882;4.44793476908333e-05;3.6609806521123854e-05
2122448.0;94028BC0276_01;1.0;2.0;1.0;0.006426847605940661;0.0005390145042449577;0.00012634987143942279
2122448.0;94028BC0281_01;2.0;3.0;1.0;0.002658691898989416;0.0003196931658649248;9.010161488361798e-05
2122448.0;94028BC0310_05;1.0;2.0;1.0;0.00020220644606604754;3.9114313138886517e-05;3.418690460293826e-05
2122448.0;94028BC0310_06;2.0;3.0;1.0;0.00021799077605276374;4.145683775367846e-05;3.4837150037617406e-05
2122458.0;94028BC0276_01;1.0;2.0;1.0;0.0066297670994946755;0.0005720128255076335;0.00013488052738089466
2122458.0;94028BC0281_01;2.0;3.0;1.0;0.0030891924700396423;0.00037875872789579755;0.00010889441380333566
2122458.0;94028BC0310_05;1.0;2.0;1.0;0.00022637317312102021;4.457740715689789e-05;3.969749036221357e-05
2122458.0;94028BC0310_06;2.0;3.0;1.0;0.00024167715567968495;4.678912054278781e-05;4.0064477436315764e-05
2122468.0;94028BC0276_01;1.0;2.0;1.0;0.006884943083688258;0.0006101168944058438;0.00014482384652404453
2122468.0;94028BC0281_01;2.0;3.0;1.0;0.003845446508289559;0.00047990844115469494;0.00014073942419815116
2122468.0;94028BC0310_05;1.0;2.0;1.0;0.0002735744043306566;5.474157149668793e-05;4.962966073534376e-05
2122468.0;94028BC0310_06;2.0;3.0;1.0;0.0002946323348333548;5.796238169464682e-05;5.053280479303376e-05
2122478.0;94028BC0276_01;1.0;2.0;1.0;0.007050243852811444;0.0006409033842500263;0.00015325509042332487
2122478.0;94028BC0281_01;2.0;3.0;2.1;0.004664625263367995;0.0005917991609253469;0.00017703055749349384
2122478.0;94028BC0310_05;1.0;2.0;1.0;0.00017094386090259984;3.4712695725998434e-05;3.2019012747991295e-05
2122478.0;94028BC0310_06;2.0;3.0;1.0;0.00019820162244737027;3.957054189748156e-05;3.510153280301682e-05
2122488.0;94028BC0276_01;1.0;2.0;1.0;0.007032670320929914;0.0006564955714215774;0.00015835930970090024
2122488.0;94028BC0277_02;1.0;2.0;1.0;0.008774416247587012;0.0006576474773395571;0.00014239611855173666
2122488.0;94028BC0281_01;2.0;3.0;1.0;0.0024879076143443524;0.00032105772750648455;9.812746072669947e-05
2122488.0;94028BC0310_01;1.0;2.0;1.0;0.004701128278265411;0.0003982923468038896;9.86268739309599e-05
2122488.0;94028BC0310_06;2.0;3.0;1.0;0.0001846482283313106;3.743362240326459e-05;3.381170528814031e-05
2122498.0;94028BC0276_01;1.0;2.0;1.0;0.007145548719329469;0.000685449339828195;0.00016704659321475432
2122498.0;94028BC0277_02;1.0;2.0;1.0;0.008805538785824067;0.000672165170258168;0.00014562601100008584
2122498.0;94028BC0281_01;2.0;3.0;1.0;0.0024368201393365593;0.0003200570878420601;0.00010008593078030618
2122498.0;94028BC0310_01;1.0;2.0;1.0;0.004678064066278934;0.0004043179622862718;0.00010008894092187421
2122498.0;94028BC0310_06;2.0;3.0;1.0;0.00017339355516513813;3.572057913300591e-05;3.2865560425209614e-05
2122508.0;94028BC0276_01;1.0;2.0;1.0;0.007056113075274578;0.0006963299384921814;0.00017174423312171037
2122508.0;94028BC0277_02;1.0;2.0;1.0;0.008848914774465647;0.0006888894304130521;0.00014930280279218638
2122508.0;94028BC0281_01;2.0;3.0;1.0;0.0023838865646040185;0.00031905765647829846;0.0001022690441556015
2122508.0;94028BC0310_01;1.0;2.0;1.0;0.004654320023708854;0.0004109774921461696;0.00010165903639893448
2122508.0;94028BC0310_06;2.0;3.0;1.0;0.00016188790521750804;3.3939900988506243e-05;3.182756013437192e-05
2122508.0;94028BC0310_08;1.0;2.0;1.0;2.174535790913744e-05;5.503282345879075e-06;8.455243895880013e-06
2122518.0;94028BC0276_01;1.0;2.0;1.0;0.006759682417230085;0.0006865743583842306;0.00017168125959939577
2122518.0;94028BC0277_02;1.0;2.0;1.0;0.008723832403600194;0.0006932280342841234;0.00015029845062278962
2122518.0;94028BC0281_01;2.0;3.0;1.0;0.002286185323253456;0.0003119615720397235;0.00010265603777755706
2122518.0;94028BC0310_01;1.0;2.0;1.0;0.0045436867723903695;0.0004102450879991297;0.00010139195419012263
2122518.0;94028BC0310_06;2.0;3.0;1.0;0.00014782781890048226;3.15633850992355e-05;3.0178483360722197e-05
2122518.0;94028BC0310_08;1.0;2.0;1.0;1.915290883546079e-05;4.9382470353370954e-06;7.723473561994793e-06
2122528.0;94028BC0276_01;1.0;2.0;1.0;0.006270960411601769;0.000655096804301946;0.00016631062011545044
2122528.0;94028BC0277_02;1.0;2.0;1.0;0.008331724442704134;0.0006757649797065346;0.00014657098519168306
2122528.0;94028BC0310_01;1.0;2.0;1.0;0.004307251584425264;0.000397506627301253;9.818427473699853e-05
2122528.0;94028BC0310_06;2.0;3.0;1.0;0.00013118663480826226;2.8518961169328767e-05;2.7791119577573235e-05
2122528.0;94028BC0310_08;1.0;2.0;1.0;1.638250611723402e-05;4.302241247529629e-06;6.8473302748029804e-06
2122538.0;94028BC0276_01;1.0;2.0;1.0;0.005061603811116823;0.0005435867712155088;0.00014035862749609798
2122538.0;94028BC0277_02;1.0;2.0;1.0;0.008295969820948643;0.0006866885461364145;0.00014908480257330318
2122538.0;94028BC0310_01;1.0;2.0;1.0;0.004269335318665658;0.0004025209582310522;9.946658282286577e-05
2122538.0;94028BC0310_06;2.0;3.0;1.0;0.00012196448672809724;2.6968064161332273e-05;2.6791197628320394e-05
2122538.0;94028BC0310_08;1.0;2.0;1.0;1.4699895037389199e-05;3.927923426673383e-06;6.3640908009881515e-06
2122548.0;94028BC0276_01;1.0;2.0;1.0;0.004566130206617684;0.0005048613307073064;0.00013297360084946856
2122548.0;94028BC0277_02;1.0;2.0;1.0;0.008053849845739577;0.0006816295643687657;0.0001480738044562359
2122548.0;94028BC0310_01;1.0;2.0;1.0;0.004108594183276316;0.000396366967867586;9.794982497590346e-05
2122548.0;94028BC0310_06;2.0;3.0;1.0;0.00010920068420669358;2.4605073163628678e-05;2.493906863808518e-05
2122548.0;94028BC0310_08;1.0;2.0;1.0;1.2649605535230123e-05;3.445810893299554e-06;5.687005032522036e-06
2122558.0;94028BC0276_01;1.0;2.0;1.0;0.004115125476063545;0.00046873012295153095;0.00012630213002540937
2122558.0;94028BC0277_02;1.0;2.0;1.0;0.007847080560215375;0.0006798613692456589;0.0001477599053850089
2122558.0;94028BC0310_01;1.0;2.0;1.0;0.003965528977273123;0.0003917454135751865;9.681416217523477e-05
2122558.0;94028BC0310_06;2.0;3.0;1.0;9.765777384180366e-05;2.24405669512551e-05;2.321761760572999e-05
2122558.0;94028BC0310_08;1.0;2.0;1.0;1.0845843336274285e-05;3.0143267669542165e-06;5.069753900609865e-06
2122568.0;94028BC0276_01;1.0;2.0;1.0;0.003808110909235601;0.0004392464015532258;0.00011960668241668105
2122568.0;94028BC0277_02;1.0;2.0;1.0;0.00768990898636202;0.000673011844235936;0.00014629908596746412
2122568.0;94028BC0310_01;1.0;2.0;1.0;0.0038713163896226146;0.0003863121249999017;9.547925931804364e-05
2122568.0;94028BC0310_06;2.0;3.0;1.0;9.226224724163913e-05;2.137868281996731e-05;2.231320028395734e-05
2122568.0;94028BC0310_08;1.0;2.0;1.0;1.0061674862964359e-05;2.8203491888905175e-06;4.781763357621179e-06
2122578.0;94028BC0276_01;1.0;2.0;1.0;0.0036513695283500766;0.0004203870248403526;0.0001142943150573864
2122578.0;94028BC0277_02;1.0;2.0;1.0;0.007620406597697858;0.0006659034320202016;0.00014474323345621738
2122578.0;94028BC0310_01;1.0;2.0;1.0;0.0038392304172769546;0.00038250944180117914;9.453245702948854e-05
2122578.0;94028BC0310_06;2.0;3.0;1.0;9.198422298640509e-05;2.1285672984822692e-05;2.2186835677713865e-05
2122578.0;94028BC0310_08;1.0;2.0;1.0;1.0061233374529534e-05;2.8162901748659626e-06;4.769129939047135e-06
2122588.0;94028BC0276_01;1.0;2.0;1.0;0.003499784738632118;0.00040268140599672864;0.00010941700124859376
2122588.0;94028BC0277_02;2.0;2.0;2.1;0.011687239306074473;0.0010207596310583275;0.00022184637710733856
2122588.0;94028BC0310_01;1.0;2.0;1.0;0.004484220572437968;0.0004465296445853508;0.00011033335109441803
2122588.0;94028BC0310_06;2.0;3.0;1.0;0.00019776665213765848;4.574666913990268e-05;4.765776185266668e-05
2122598.0;94028BC0276_01;1.0;2.0;1.0;0.003751415287388641;0.00043122980097594485;0.00011705203544462424
2122598.0;94028BC0277_02;1.0;2.0;1.0;0.0073870057221319205;0.0006447644709214877;0.00014008295264977442
2122598.0;94028BC0310_01;1.0;2.0;1.0;0.0037147000230096897;0.0003696664016934635;9.129488726361245e-05
2122598.0;94028BC0310_06;2.0;3.0;1.0;8.923207113922037e-05;2.0637113390404256e-05;2.147907246830271e-05
2122608.0;94028BC0117_01;1.0;2.0;1.0;0.007291887945630132;0.0006199800344535852;0.000152040580926512
2122608.0;94028BC0276_01;1.0;2.0;1.0;0.004874811365475079;0.0005729991997228083;0.0001584055493653888
2122608.0;94028BC0310_01;1.0;2.0;1.0;0.0034440683066258916;0.0003491771160413889;8.609161228767569e-05
2122608.0;94028BC0310_06;2.0;3.0;1.0;7.737244956406813e-05;1.820112056587459e-05;1.9220113994631608e-05
2122618.0;94028BC0117_01;1.0;2.0;1.0;0.006526064114611383;0.0005815534435535609;0.0001419943097311634
2122618.0;94028BC0276_01;1.0;2.0;1.0;0.004559293546832775;0.0005701835413267034;0.0001677835105045827
2122618.0;94028BC0310_06;2.0;3.0;1.0;5.638743136674486e-05;1.3861065187144313e-05;1.5292181005976028e-05
2122628.0;94028BC0117_01;1.0;2.0;1.0;0.006254925290128751;0.0005775633317138154;0.00014067658366826135
2122628.0;94028BC0276_01;1.0;2.0;1.0;0.003958282172737165;0.0005175527578590766;0.00016113075602188767
2122628.0;94028BC0310_06;2.0;3.0;1.0;4.652248981798361e-05;1.1805016842180321e-05;1.3464342973924667e-05
2122638.0;94028BC0117_01;1.0;2.0;1.0;0.0060894483832884105;0.0005775089103612786;0.00014039929390865656
2122638.0;94028BC0276_01;1.0;2.0;1.0;0.003528220389919498;0.0004762147724075819;0.000155432810169213
2122638.0;94028BC0310_06;2.0;3.0;1.0;4.0449654027460565e-05;1.050797371221112e-05;1.2283594519127107e-05
2122648.0;94028BC0117_01;1.0;2.0;1.0;0.005871859503563058;0.000577894536058975;0.00014009464272777343
2122648.0;94028BC0276_01;1.0;2.0;1.0;0.003964145185205698;0.0005577205025827842;0.00019571414799362673
