ID_bati;PK début;PK fin;Distance horizontale minimale à l'axe du tunnel;Distance horizontale maximale à l'axe du tunnel;PK début;PK fin;Distance horizontale minimale à l'axe du tunnel;Distance horizontale maximale à l'axe du tunnel;Classe de sensibilité;Classe de dommage;Vulnérablité;Settlement max;Tilt max;Esp h max;Classe de dommage base;Vulnérablité base;Settlement max base;Tilt max base;Esp h max base;Classe de dommage - Vibration;Vulnérablité - Vibration;Vitessse de vibration
94081DITRPL_01;2125869.28229;2125892.98366;-39.5300247951;-5.30888527314;None;None;None;None;2.0;1.0;1.0;13.9688418488;0.666515037737;0.397426957756;1.0;1.0;13.9688418488;0.666515037737;0.397426957756;1.0;1.0;0.204087899177
94081DI0GRT_01;2125453.68839;2125608.4187;-69.0423712479;49.7636261598;None;None;None;None;2.0;1.0;1.0;11.0822900979;0.481120502417;0.337459394228;1.0;1.0;11.0822900979;0.481120502417;0.337459394228;1.0;1.0;0.275568769328
94046BI0GRT_01;2124422.64273;2124432.40753;-22.8508330428;32.2756664034;None;None;None;None;2.0;1.0;1.0;3.91677731273;0.136742923856;0.10138125496;1.0;1.0;3.91677731273;0.136742923856;0.10138125496;1.0;1.0;0.0925208854702
94028BC00CU_01;2122717.63937;2122729.89265;-4.57217255365;-2.61411411641;None;None;None;None;2.0;1.0;1.0;5.02931175211;0.244812557079;0.184549925862;1.0;1.0;5.02931175211;0.244812557079;0.184549925862;1.0;1.0;0.349730484178
94028BC00CU_03;2122716.38302;2122720.19679;-2.62408034583;0.171036833738;None;None;None;None;2.0;1.0;1.0;5.19135968339;0.155386245567;0.207346306411;1.0;1.0;5.19135968339;0.155386245567;0.207346306411;1.0;1.0;0.362429688099
94028BC00CU_02;2122693.6889;2122718.59944;0.16049648675;14.0462735043;None;None;None;None;2.0;1.0;1.0;5.11197277405;0.314459895058;0.21712042507;1.0;1.0;5.11197277405;0.314459895058;0.21712042507;1.0;1.0;0.334398907209
94081DJ0131_08;2126011.59109;2126023.14754;-69.1459803461;-57.026809145;None;None;None;None;1.0;1.0;1.0;0.00244968764162;0.000647618875702;0.00128684043364;1.0;1.0;0.00244968764162;0.000647618875702;0.00128684043364;1.0;1.0;0.0361633967209
94081DJ0131_09;2126069.00294;2126086.89879;-57.8485938736;-39.1146878371;None;None;None;None;1.0;1.0;1.0;0.161024890913;0.0322592124294;0.042069842406;1.0;1.0;0.161024890913;0.0322592124294;0.042069842406;1.0;1.0;0.0553112453164
94081DJ0131_10;2126110.9962;2126150.02626;-78.7365902617;-52.9240989597;None;None;None;None;2.0;1.0;1.0;0.0057722392549;0.00148904321165;0.00282133077021;1.0;1.0;0.0057722392549;0.00148904321165;0.00282133077021;1.0;1.0;0.0392691660717
94081DJ0131_11;2126169.95183;2126181.91057;-69.2922458217;-53.3697830591;None;None;None;None;1.0;1.0;1.0;0.00392783334121;0.00104778872175;0.0020476026302;1.0;1.0;0.00392783334121;0.00104778872175;0.0020476026302;1.0;1.0;0.0389773145755
94081DJ0131_12;2126189.92004;2126203.61172;-69.9029577308;-45.1583831639;None;None;None;None;1.0;1.0;1.0;0.0281672084719;0.00662609019004;0.0107286499601;1.0;1.0;0.0281672084719;0.00662609019004;0.0107286499601;1.0;1.0;0.0476877177014
94081DJ0131_13;2126084.65999;2126107.73028;-63.2113203691;-45.2351126176;None;None;None;None;1.0;1.0;1.0;0.0402664164316;0.00911673915431;0.0143245167494;1.0;1.0;0.0402664164316;0.00911673915431;0.0143245167494;1.0;1.0;0.0471153833529
94081DJ0131_16;2126065.99175;2126103.27831;-105.220651717;-64.614029881;None;None;None;None;1.0;1.0;1.0;0.000235912316762;7.0791112919e-05;0.000165038664871;1.0;1.0;0.000235912316762;7.0791112919e-05;0.000165038664871;1.0;1.0;0.031509083192
94081DJ0135_01;2126372.33453;2126488.78162;-68.9426143254;-54.4309056981;2151214.19322;2151214.19322;101.823063241;148.192429457;2.0;1.0;1.0;0.000958396511752;0.000296169350799;0.000654447672605;1.0;1.0;0.000958396511752;0.000296169350799;0.000654447672605;1.0;1.0;0.0392416269746
94081DJ0139_01;None;None;None;None;2151214.19322;2151214.19322;293.124406687;363.317045191;2.0;1.0;1.0;7.23273831206e-217;2.44393791597e-216;4.88835094103e-215;1.0;1.0;7.23273831206e-217;2.44393791597e-216;4.88835094103e-215;1.0;1.0;0.00404765641105
94081DJ0041_01;2125880.25034;2125884.71471;20.1897480404;24.8206839613;None;None;None;None;2.0;1.0;1.0;5.32095147892;0.615216225555;0.221862273768;1.0;1.0;5.32095147892;0.615216225555;0.221862273768;1.0;1.0;0.103459483954
94028BF0A86_01;2123836.55426;2123913.59263;-137.5420654;133.20678318;None;None;None;None;3.0;1.0;2.0;7.40940972795;0.272842165797;0.208833417305;1.0;2.0;7.40940972795;0.272842165797;0.208833417305;1.0;2.0;0.109952610314
94076AZ00M7_01;2129911.561;2129938.0;50.8542778755;53.2270431923;None;None;None;None;2.0;1.0;1.0;0.00964331364969;0.00228651230079;0.00314917357181;1.0;1.0;0.00964331364969;0.00228651230079;0.00314917357181;1.0;1.0;0.0449423149676
94028BE00M8_01;2123101.84597;2123168.99356;-35.2401284368;27.277927784;None;None;None;None;3.0;1.0;2.0;7.77974920357;0.414312894656;0.334467848202;1.0;2.0;7.77974920357;0.414312894656;0.334467848202;1.0;2.0;0.187334459844
94002AFVL09_01;2124544.13085;2124549.47537;-22.8333243705;56.1769685038;None;None;None;None;2.0;1.0;1.0;2.94734666773;0.126450546604;0.121742025873;1.0;1.0;2.94734666773;0.126450546604;0.121742025873;1.0;1.0;0.446431750261
94081DIPALP_01;2125488.62071;2125518.37592;-19.6351563223;3.76667391373;None;None;None;None;3.0;2.0;3.0;8.22552912071;0.3654133123;0.230843291262;2.0;3.0;10.0598693981;0.435641870389;0.275238967198;1.0;2.0;0.320733867028
94046BI00V1_01;2124498.12541;2124507.56611;-141.908489367;143.8143612;None;None;None;None;3.0;1.0;2.0;2.9945561344;0.105708736067;0.0810406921905;1.0;2.0;2.9945561344;0.105708736067;0.0810406921905;1.0;2.0;0.0872193117925
94046BI0V2M_01;2124523.74228;2124529.05312;-200.651435667;143.620676148;None;None;None;None;3.0;1.0;2.0;2.93612169687;0.101859695379;0.0780251019556;1.0;2.0;2.93612169687;0.101859695379;0.0780251019556;1.0;2.0;0.0924370754497
94081DJ0V1T_01;2126298.59289;2126342.23821;-58.0662968341;93.108243978;2151171.73555;2151214.19322;-85.8426156961;123.687969524;3.0;2.0;3.0;11.1417282329;0.933657943064;0.779070669;2.0;3.0;11.3946387044;0.954851411951;0.796755100549;1.0;2.0;0.406776670147
94081DJ0V2T_01;2126375.81041;2126381.08706;-59.6061617527;92.9528822021;2151168.89749;2151214.19322;-7.13762341824;107.173788181;3.0;2.0;3.0;11.1419314551;0.933657205876;0.779113301775;2.0;3.0;11.3948465396;0.954850658029;0.796798701062;1.0;2.0;0.406776670147
94081DJ0V2B_01;2126361.68665;2126367.67908;-60.3331999072;92.9697879089;2151169.99368;2151214.19322;-20.4968391415;109.989757168;3.0;2.0;3.0;11.9932392628;1.01925493066;0.690960236978;2.0;3.0;12.3160114745;1.04668598252;0.709555944023;1.0;2.0;0.503951755164
94081DJRERC_01;2126341.53135;2126374.91882;-7.11389214298;7.15065852291;2151214.19322;2151214.19322;41.4526595266;69.9703101364;3.0;2.0;3.0;10.715894082;0.628734575708;0.431554836714;2.0;3.0;12.6919719211;0.716266443186;0.491635516601;1.0;2.0;0.504731243209
94046BIRERD_01;2124492.46526;2124511.95263;-42.0058683867;-29.6178837574;None;None;None;None;2.0;1.0;1.0;0.957364896912;0.0938820461974;0.0377198657551;1.0;1.0;0.957364896912;0.0938820461974;0.0377198657551;1.0;1.0;0.0734795084554
94081DJPTZ5_01;2126381.43926;2126484.18419;-76.4429839953;-24.7783529599;2151214.19322;2151214.19322;90.9713129754;143.481376042;1.0;1.0;1.0;1.02149942445;0.191098552246;0.145114453197;1.0;1.0;1.17441501699;0.207072838371;0.145114453197;1.0;1.0;0.108999718951
94002AKPALP_01;2125211.66778;2125345.09225;-47.7964859321;41.8790499583;None;None;None;None;3.0;1.0;2.0;5.87478422573;0.241485904569;0.143583652289;1.0;2.0;5.87478422573;0.241485904569;0.143583652289;1.0;2.0;0.43957484591
940760U0195_01;2129657.44689;2129672.58686;-29.4896637135;16.3198467944;None;None;None;None;3.0;1.0;2.0;5.72669931581;0.407313468753;0.105965322803;1.0;2.0;5.72669931581;0.407313468753;0.105965322803;1.0;2.0;0.0989632001345
94028BC0310_99;2122288.81887;2122364.57212;-56.5436058776;20.709235401;None;None;None;None;3.0;1.0;2.0;7.86335943394;0.372928952191;0.227172577302;1.0;2.0;7.86335943394;0.372928952191;0.227172577302;1.0;2.0;0.209624435916
940280N0125_02;2122154.11306;2122183.15212;-33.4636864401;3.92214847795;None;None;None;None;3.0;1.0;2.0;5.70300263778;0.264235966717;0.162679287541;1.0;2.0;5.70300263778;0.264235966717;0.162679287541;1.0;2.0;0.178905455739
94081CL0169_01;None;None;None;None;2150382.54511;2150387.05823;-15.3303576379;-4.44311209451;1.0;1.0;1.0;3.85312591167;0.209042985176;0.13525517158;1.0;1.0;3.85312591167;0.209042985176;0.13525517158;1.0;1.0;0.187475999163
94081CL0170_02;None;None;None;None;2150528.46072;2150540.6263;22.1724758291;32.6716238194;1.0;1.0;1.0;0.864062959123;0.12864492555;0.0692030479405;1.0;1.0;0.864062959123;0.12864492555;0.0692030479405;1.0;1.0;0.0981139814308
94081CL0171_01;None;None;None;None;2150518.91068;2150535.19957;30.5730845275;46.0733169439;1.0;1.0;1.0;0.208163329777;0.0394549207245;0.0366652230856;1.0;1.0;0.208163329777;0.0394549207245;0.0366652230856;1.0;1.0;0.0735804558419
94081CL0174_01;None;None;None;None;2150448.48827;2150463.29368;22.3862794528;35.1417579933;1.0;1.0;1.0;0.670268963627;0.102825716217;0.0578399474701;1.0;1.0;0.670268963627;0.102825716217;0.0578399474701;1.0;1.0;0.0985571599401
94081CL0175_01;None;None;None;None;2150439.05228;2150455.44777;29.8730867101;42.9242045768;1.0;1.0;1.0;0.180281354308;0.0343347669456;0.0314808590564;1.0;1.0;0.180281354308;0.0343347669456;0.0314808590564;1.0;1.0;0.0758407097693
94081CM0018_01;2126941.52161;2126952.26329;121.282437657;133.134826615;2150253.52663;2150263.69189;-4.25698929831;4.38899696506;1.0;1.0;1.0;8.74884787017;0.306365898975;0.287680969847;1.0;1.0;8.74884787017;0.306365898975;0.287680969847;1.0;1.0;0.206572879726
94081CM0019_01;2126959.7916;2126982.38888;99.4716394894;115.794754933;2150245.91362;2150255.91801;-40.1880175078;-19.0890249541;1.0;1.0;1.0;2.11236851915;0.297886690873;0.119272026023;1.0;1.0;2.11236851915;0.297886690873;0.119272026023;1.0;1.0;0.116507155325
94081CM0019_02;2126936.65894;2126944.96783;112.747938304;121.140725835;2150243.18717;2150250.35125;-1.92953994007;5.12449423351;2.0;1.0;1.0;8.47624265223;0.324789821873;0.345969056486;1.0;1.0;8.47624265223;0.324789821873;0.345969056486;1.0;1.0;0.158638038381
94081CM0020_01;2126934.84636;2126946.85998;101.057712458;114.301774612;2150232.55688;2150244.42501;-7.78878814978;2.4377272663;1.0;1.0;1.0;7.82676674017;0.399499056986;0.27360003795;1.0;1.0;7.82676674017;0.399499056986;0.27360003795;1.0;1.0;0.185789600414
94081CM0021_01;2126954.55573;2126967.55502;99.4985067405;107.839561245;2150241.56507;2150246.68103;-28.5150851087;-16.0898719572;1.0;1.0;1.0;2.94441021312;0.355385660654;0.134215069975;1.0;1.0;2.94441021312;0.355385660654;0.134215069975;1.0;1.0;0.114282284698
94081CM0022_01;2126931.49927;2126941.48618;86.1038987365;103.667973273;2150217.38106;2150232.822;-8.97426569797;2.30865971415;2.0;1.0;1.0;9.93122513066;0.547716242405;0.336342241171;1.0;1.0;9.93122513066;0.547716242405;0.336342241171;1.0;1.0;0.212754515867
94081CM0024_01;2126947.33865;2126954.49844;84.875909961;97.1071511849;2150224.12265;2150234.99719;-21.8948547018;-16.2444896507;2.0;1.0;1.0;2.80345124858;0.354278110983;0.139123631007;1.0;1.0;2.80345124858;0.354278110983;0.139123631007;1.0;1.0;0.116527488822
94081CM0024_02;2126943.31069;2126948.669;73.8721758987;83.3017481127;2150213.82145;2150222.07035;-24.0885892392;-20.3925616781;1.0;1.0;1.0;1.59635271322;0.242060153098;0.143266448529;1.0;1.0;1.59635271322;0.242060153098;0.143266448529;1.0;1.0;0.102340141941
94081CM0025_01;2126950.45647;2126959.23178;77.0416573842;86.5356215223;2150220.8214;2150228.24012;-31.5390985551;-24.2588522077;2.0;1.0;1.0;0.926690162453;0.156352866046;0.120311298398;1.0;1.0;0.926690162453;0.156352866046;0.120311298398;1.0;1.0;0.0885686550332
94081CM0065_01;2126948.68539;2126982.39119;128.311451674;146.378415552;2150270.68711;2150278.44233;-30.0624189892;3.24668868495;1.0;1.0;1.0;8.23088333744;0.442004520341;0.269673988416;1.0;1.0;8.23088333744;0.442004520341;0.269673988416;1.0;1.0;0.206740398223
94081CM0065_02;2126979.53281;2126989.56321;125.673198974;135.240094817;2150270.6085;2150277.18326;-37.4992523636;-29.5960898752;1.0;1.0;1.0;0.301758474929;0.0576011942721;0.056935776035;1.0;1.0;0.301758474929;0.0576011942721;0.056935776035;1.0;1.0;0.0742866982379
94081CM0093_01;None;None;None;None;2150354.69527;2150371.23046;-55.3355577603;-30.0298710954;1.0;1.0;1.0;0.172254585349;0.0342693819601;0.0356639396122;1.0;1.0;0.172254585349;0.0342693819601;0.0356639396122;1.0;1.0;0.0730312547087
94081CM0098_01;2126942.19949;2126953.96232;131.396034866;141.045232583;2150263.59699;2150271.18292;-3.39813182242;7.46682755175;1.0;1.0;1.0;9.27653011268;0.459756560509;0.304480284528;1.0;1.0;9.27653011268;0.459756560509;0.304480284528;1.0;1.0;0.206572879726
94081CM0098_02;2126954.54338;2126983.68034;118.994037552;132.554222217;2150263.76631;2150267.69037;-36.0079217072;-5.76726619755;2.0;1.0;1.0;5.86141102765;0.362646408098;0.148998730941;1.0;1.0;5.86141102765;0.362646408098;0.148998730941;1.0;1.0;0.17853366393
94081CM0115_02;2127169.21575;2127269.5462;10.9827414899;103.129849312;None;None;None;None;1.0;1.0;1.0;4.15321006537;0.244988453838;0.0592242866092;1.0;1.0;4.15321006537;0.244988453838;0.0592242866092;1.0;1.0;0.125438069685
94081CM0115_03;2127174.92741;2127219.64885;-15.2116193576;25.7080757303;None;None;None;None;1.0;1.0;1.0;5.11870443378;0.205937848604;0.122408551254;1.0;1.0;5.11870443378;0.205937848604;0.122408551254;1.0;1.0;0.154790600304
94081CM0115_04;2127123.15029;2127169.52738;-0.863406865844;57.932622793;None;None;None;None;1.0;1.0;1.0;6.55458393483;0.293738612927;0.178869520637;1.0;1.0;6.55458393483;0.293738612927;0.178869520637;1.0;1.0;0.162764242317
94081CM0115_05;2127178.68464;2127202.72193;-35.0862401191;-12.1414134591;None;None;None;None;1.0;1.0;1.0;3.04829752492;0.185631237771;0.0571507736118;1.0;1.0;3.04829752492;0.185631237771;0.0571507736118;1.0;1.0;0.100573635073
94081CM0142_01;2126939.67691;2126950.54258;92.9468339415;100.480035631;2150228.65285;2150234.35496;-16.8724833094;-6.71723819581;1.0;1.0;1.0;6.4204453794;0.424821498138;0.142898498859;1.0;1.0;6.4204453794;0.424821498138;0.142898498859;1.0;1.0;0.170427229234
94081CM0156_01;None;None;None;None;2150289.62903;2150296.58467;-1.16928000545;3.27450677495;1.0;1.0;1.0;5.96082361991;0.156309271095;0.242902347347;1.0;1.0;5.96082361991;0.156309271095;0.242902347347;1.0;1.0;0.165238476561
94081CM0156_02;None;None;None;None;2150341.07666;2150353.0886;-36.7983726518;-15.781928899;1.0;1.0;1.0;1.62434543777;0.19803557294;0.0748116487945;1.0;1.0;1.62434543777;0.19803557294;0.0748116487945;1.0;1.0;0.11790044583
94081CM0156_03;2127108.16437;2127148.87233;84.9301807462;128.463070969;None;None;None;None;1.0;1.0;1.0;8.86729780839e-06;2.46729293653e-06;6.34662673135e-06;1.0;1.0;8.86729780839e-06;2.46729293653e-06;6.34662673135e-06;1.0;1.0;0.0212984414665
94081CN0002_01;2127536.14776;2127568.67411;-10.3843412554;4.88183138985;None;None;None;None;2.0;1.0;1.0;5.76036577452;0.162804596048;0.118881052067;1.0;1.0;5.76036577452;0.162804596048;0.118881052067;1.0;1.0;0.0893466007855
94081CN0002_02;2127499.21197;2127506.00276;94.285449829;105.88655143;None;None;None;None;2.0;1.0;1.0;3.99877509583;0.151466118873;0.0675220366252;1.0;1.0;3.99877509583;0.151466118873;0.0675220366252;1.0;1.0;0.0715214649671
94081CN0002_03;2127552.12644;2127564.8926;7.56433444521;15.3454375292;None;None;None;None;2.0;1.0;1.0;5.23898668207;0.190517866567;0.0893155752266;1.0;1.0;5.23898668207;0.190517866567;0.0893155752266;1.0;1.0;0.0859045417464
94081CN0003_01;2127496.61246;2127523.63455;-29.0588618562;-2.43260510565;None;None;None;None;2.0;1.0;1.0;5.77474020244;0.18487799596;0.111854677276;1.0;1.0;5.77474020244;0.18487799596;0.111854677276;1.0;1.0;0.0878919554268
94081CN0003_02;2127447.58031;2127517.65118;0.599848938313;137.497095057;None;None;None;None;2.0;1.0;1.0;5.82455819516;0.184877936616;0.114629830572;1.0;1.0;5.82455819516;0.184877936616;0.114629830572;1.0;1.0;0.0923705719765
94081CN0003_03;2127492.21532;2127507.06858;-12.8849162801;3.85888985501;None;None;None;None;1.0;1.0;1.0;5.01138272572;0.147083188178;0.0987247709973;1.0;1.0;5.01138272572;0.147083188178;0.0987247709973;1.0;1.0;0.0870680074346
94081CN0032_01;2127244.13127;2127261.24134;-89.3510081085;-69.8866353275;None;None;None;None;1.0;1.0;1.0;0.00188261330472;0.00037513085898;0.000673699764582;1.0;1.0;0.00188261330472;0.00037513085898;0.000673699764582;1.0;1.0;0.0273120626273
94081CN0032_02;2127259.02962;2127272.92375;-76.7193295944;-60.2623631084;None;None;None;None;1.0;1.0;1.0;0.0129264717813;0.00224022154916;0.00342432529188;1.0;1.0;0.0129264717813;0.00224022154916;0.00342432529188;1.0;1.0;0.0315384699796
94081CN0092_01;2127262.47056;2127300.81724;-9.77575217397;30.7013529744;None;None;None;None;2.0;1.0;1.0;4.8103190434;0.174993373467;0.107433960985;1.0;1.0;4.8103190434;0.174993373467;0.107433960985;1.0;1.0;0.129164684794
94081CN0092_02;2127217.00288;2127268.39037;-47.0343072786;-8.68478672354;None;None;None;None;1.0;1.0;1.0;4.00849705336;0.175413225205;0.0786111973005;1.0;1.0;4.00849705336;0.175413225205;0.0786111973005;1.0;1.0;0.102440589102
94081CN0092_03;2127220.34003;2127241.015;-58.6265010299;-36.3431059762;None;None;None;None;1.0;1.0;1.0;0.366412904684;0.0455250716575;0.0374201466559;1.0;1.0;0.366412904684;0.0455250716575;0.0374201466559;1.0;1.0;0.0536164225601
94081CN0096_01;2127308.79326;2127328.68132;-24.3091890625;-3.38706564044;None;None;None;None;1.0;1.0;1.0;5.64926759006;0.210867988032;0.125670708784;1.0;1.0;5.64926759006;0.210867988032;0.125670708784;1.0;1.0;0.110832878349
94081CN0096_02;2127287.96625;2127307.70212;-40.7513706128;-19.6405020769;None;None;None;None;1.0;1.0;1.0;2.84528310641;0.196800032036;0.0541358251619;1.0;1.0;2.84528310641;0.196800032036;0.0541358251619;1.0;1.0;0.0851872362895
94081CN0096_03;2127268.40411;2127287.54034;-57.9363040822;-36.9153823258;None;None;None;None;1.0;1.0;1.0;0.51474519713;0.0608523059559;0.0431531042357;1.0;1.0;0.51474519713;0.0608523059559;0.0431531042357;1.0;1.0;0.0545481364778
94081CN0096_04;2127354.48705;2127383.51646;-30.3151866184;-4.30694976991;None;None;None;None;1.0;1.0;1.0;6.74889821978;0.255554243257;0.146193611858;1.0;1.0;6.74889821978;0.255554243257;0.146193611858;1.0;1.0;0.101677653359
94081CN0096_05;2127310.80762;2127360.10382;-57.9722984141;-16.1561809711;None;None;None;None;2.0;1.0;1.0;4.32034593249;0.255705781214;0.06601874564;1.0;1.0;4.32034593249;0.255705781214;0.06601874564;1.0;1.0;0.0901451315767
94081CN0096_06;2127291.57739;2127319.94631;-79.6738399063;-52.7036279733;None;None;None;None;2.0;1.0;1.0;0.0952681028607;0.0138307445334;0.0159833404862;1.0;1.0;0.0952681028607;0.0138307445334;0.0159833404862;1.0;1.0;0.0374644262744
94081CN0096_07;2127268.67641;2127293.98919;-94.7996071412;-68.6518395953;None;None;None;None;2.0;1.0;1.0;0.00535713160351;0.000997531436463;0.0016937298184;1.0;1.0;0.00535713160351;0.000997531436463;0.0016937298184;1.0;1.0;0.0276163033341
94081CN0096_08;2127266.49112;2127309.42561;-152.946874753;-92.6359755505;None;None;None;None;2.0;1.0;1.0;4.66406039652e-05;1.0812063919e-05;2.5773667109e-05;1.0;1.0;4.66406039652e-05;1.0812063919e-05;2.5773667109e-05;1.0;1.0;0.0189574192903
94081CN0096_09;2127308.01574;2127346.65297;-152.58883075;-115.242925942;None;None;None;None;2.0;1.0;1.0;2.62397822819e-07;6.95347570763e-08;2.0517524676e-07;1.0;1.0;2.62397822819e-07;6.95347570763e-08;2.0517524676e-07;1.0;1.0;0.0142640620315
94081CN0096_10;2127338.83808;2127373.57305;-119.918501008;-87.0255020628;None;None;None;None;2.0;1.0;1.0;0.000307603111233;6.14741890893e-05;0.000126499996871;1.0;1.0;0.000307603111233;6.14741890893e-05;0.000126499996871;1.0;1.0;0.0204438133114
94081CN0096_11;2127364.81738;2127381.41377;-94.1763497866;-74.9052629054;None;None;None;None;1.0;1.0;1.0;0.00501055087013;0.000869355907565;0.00144197049125;1.0;1.0;0.00501055087013;0.000869355907565;0.00144197049125;1.0;1.0;0.0247560109332
94081CN0096_12;2127375.61561;2127396.01145;-86.0610022729;-60.5198765409;None;None;None;None;1.0;1.0;1.0;0.0587196258588;0.00832205127083;0.00997764171707;1.0;1.0;0.0587196258588;0.00832205127083;0.00997764171707;1.0;1.0;0.0319284814491
94081CN0096_13;2127392.09477;2127429.57262;-78.3472015124;-32.6514163968;None;None;None;None;1.0;1.0;1.0;1.10473595321;0.0935964268862;0.0393208318437;1.0;1.0;1.10473595321;0.0935964268862;0.0393208318437;1.0;1.0;0.0568031850334
94081CN0096_14;2127422.0087;2127451.04742;-58.3893890644;-31.8181853606;None;None;None;None;2.0;1.0;1.0;1.43782186961;0.117627516506;0.0463026022863;1.0;1.0;1.43782186961;0.117627516506;0.0463026022863;1.0;1.0;0.0567222559282
94081CN0096_15;2127425.06125;2127458.82471;-37.7519645376;16.5451197068;None;None;None;None;2.0;1.0;1.0;6.51774117941;0.209378916109;0.122348493509;1.0;1.0;6.51774117941;0.209378916109;0.122348493509;1.0;1.0;0.10627841834
94081CN0096_16;2127404.38601;2127444.56495;13.5005000998;66.7528410687;None;None;None;None;2.0;1.0;1.0;5.14664226407;0.22524375551;0.053586377371;1.0;1.0;5.14664226407;0.22524375551;0.053586377371;1.0;1.0;0.0903765659507
94081CN0096_17;2127382.46699;2127406.97618;-44.1219419379;-14.0783112268;None;None;None;None;1.0;1.0;1.0;0.0724568302008;0.00994085704222;0.0120161256189;1.0;1.0;0.0724568302008;0.00994085704222;0.0120161256189;1.0;1.0;0.0316826562542
94081CN0096_19;2127321.08282;2127364.56606;1.42089535781;79.4200574142;None;None;None;None;1.0;1.0;1.0;5.75610283811;0.210868028628;0.1330929296;1.0;1.0;5.75610283811;0.210868028628;0.1330929296;1.0;1.0;0.109572978644
94081CN0096_22;2127310.01865;2127310.62341;-47.2810531991;-46.5941103373;None;None;None;None;2.0;1.0;1.0;0.225562233773;0.030066519064;0.0316217682791;1.0;1.0;0.225562233773;0.030066519064;0.0316217682791;1.0;1.0;0.0407691942876
94081CN0096_23;2127277.6031;2127402.38705;-139.065392854;-19.2770858279;None;None;None;None;1.0;1.0;1.0;2.72296885739;0.173874193467;0.0437536630532;1.0;1.0;2.72296885739;0.173874193467;0.0437536630532;1.0;1.0;0.115354743512
94081CO0177_01;2127761.68968;2127827.1381;50.4350569671;75.8440669287;None;None;None;None;1.0;1.0;1.0;0.111632929024;0.0175880992043;0.0209625425494;1.0;1.0;0.111632929024;0.0175880992043;0.0209625425494;1.0;1.0;0.0408486852101
94081CU0141_01;2127902.43392;2127919.9037;42.6356725381;65.559504353;None;None;None;None;1.0;1.0;1.0;0.197978393981;0.0353852006005;0.0412662182062;1.0;1.0;0.197978393981;0.0353852006005;0.0412662182062;1.0;1.0;0.0510310155322
94081CU0141_02;2127921.13684;2128010.81631;40.6832403621;94.5762276607;None;None;None;None;2.0;1.0;1.0;0.287007440377;0.0505783702529;0.0563214055718;1.0;1.0;0.287007440377;0.0505783702529;0.0563214055718;1.0;1.0;0.0559510147497
94081CU0288_01;2128199.96978;2128249.1917;57.8811094967;106.771920924;None;None;None;None;1.0;1.0;1.0;2.16962008073e-05;8.76850927399e-06;2.47765920978e-05;1.0;1.0;2.16962008073e-05;8.76850927399e-06;2.47765920978e-05;1.0;1.0;0.0373636475368
94081CU0299_01;2128248.32463;2128280.7185;45.3534460573;115.169453544;None;None;None;None;1.0;1.0;1.0;0.00206005625053;0.000696383093181;0.00140621082559;1.0;1.0;0.00206005625053;0.000696383093181;0.00140621082559;1.0;1.0;0.0525960304616
94081CU0314_01;2128074.15798;2128095.56434;28.2545431009;78.3823440255;None;None;None;None;2.0;1.0;1.0;0.701282981603;0.126648980506;0.0949763687955;1.0;1.0;0.701282981603;0.126648980506;0.0949763687955;1.0;1.0;0.0940714864564
94081CU0314_02;2128095.38893;2128121.30819;28.6896937984;45.1584405533;None;None;None;None;1.0;1.0;1.0;0.56362394987;0.107198742023;0.0867120030695;1.0;1.0;0.56362394987;0.107198742023;0.0867120030695;1.0;1.0;0.0935114611602
94081CU0314_03;2128207.5416;2128250.85002;37.8114710476;59.745531872;None;None;None;None;1.0;1.0;1.0;0.0272617264133;0.00784289130894;0.0134712121683;1.0;1.0;0.0272617264133;0.00784289130894;0.0134712121683;1.0;1.0;0.0627723293962
94081DI0005_01;2125761.77839;2125807.51036;-58.5051876452;-11.0003375883;None;None;None;None;1.0;1.0;1.0;10.3508094084;0.6787912544;0.209742533832;1.0;1.0;10.3508094084;0.6787912544;0.209742533832;1.0;1.0;0.12047503876
94081DI0005_02;2125798.9925;2125838.82271;-61.2445478405;-29.5123671944;None;None;None;None;1.0;1.0;1.0;1.31040876515;0.194773988603;0.15945508826;1.0;1.0;1.31040876515;0.194773988603;0.15945508826;1.0;1.0;0.0705417326877
94081DI0005_03;2125814.98478;2125848.26711;-87.2963222848;-50.7160895823;None;None;None;None;2.0;1.0;1.0;0.0240584427844;0.00539100068447;0.00895404502787;1.0;1.0;0.0240584427844;0.00539100068447;0.00895404502787;1.0;1.0;0.040464121479
94081DI0005_04;2125730.25951;2125767.81989;-83.7823623635;-38.8543050434;None;None;None;None;2.0;1.0;1.0;0.339985600248;0.0590452610887;0.0677807334373;1.0;1.0;0.339985600248;0.0590452610887;0.0677807334373;1.0;1.0;0.0537562651322
94081DI0024_03;2125937.09136;2126028.09103;-123.313911623;-50.0845320516;None;None;None;None;2.0;1.0;1.0;0.0213097447104;0.00496596324937;0.00761193227274;1.0;1.0;0.0213097447104;0.00496596324937;0.00761193227274;1.0;2.0;0.0445253753866
94081DI0024_04;2125873.39455;2125939.21985;-74.0189036785;-18.9208721108;None;None;None;None;2.0;1.0;1.0;5.49945100972;0.594057581147;0.236335384089;1.0;1.0;5.49945100972;0.594057581147;0.236335384089;1.0;2.0;0.0998755711651
