ID;Descrizione;PK;x;y;top;base
Rp (1);Rp;2366.58;2527344.12;4151265.74;33.18;32.16
Bvlc (13);Bvlc;2366.58;2527344.12;4151265.74;32.16;30.89
Lbb (5);Lbb;2366.58;2527344.12;4151265.74;30.89;26.92
Bvlc (14);Bvlc;2366.58;2527344.12;4151265.74;26.92;24.94
Lbb (6);Lbb;2366.58;2527344.12;4151265.74;24.94;24.38
Sb (12);Sb;2366.58;2527344.12;4151265.74;24.38;22.80
Sbl (2);Sbl;2366.58;2527344.12;4151265.74;22.80;7.32
P;P;2366.58;2527344.12;4151265.74;7.32;5.13
Sb (13);Sb;2366.58;2527344.12;4151265.74;5.13;4.54
Sbl (13);Sbl;2366.58;2527344.12;4151265.74;4.54;3.50
Agm (2);Agm;2366.58;2527344.12;4151265.74;3.50;-12.14
DEM;DEM;2376.58;2527334.19;4151264.58;33.08;33.08
Rp (1);Rp;2376.58;2527334.19;4151264.58;33.08;31.19
Bvlc (13);Bvlc;2376.58;2527334.19;4151264.58;31.19;29.69
Lbb (5);Lbb;2376.58;2527334.19;4151264.58;29.69;26.65
Bvlc (14);Bvlc;2376.58;2527334.19;4151264.58;26.65;24.14
Lbb (6);Lbb;2376.58;2527334.19;4151264.58;24.14;22.72
Sb (12);Sb;2376.58;2527334.19;4151264.58;22.72;20.16
Sbl (2);Sbl;2376.58;2527334.19;4151264.58;20.16;7.13
P;P;2376.58;2527334.19;4151264.58;7.13;5.29
Sb (13);Sb;2376.58;2527334.19;4151264.58;5.29;5.18
Sbl (13);Sbl;2376.58;2527334.19;4151264.58;5.18;4.02
Agm (2);Agm;2376.58;2527334.19;4151264.58;4.02;-11.83
DEM;DEM;2386.58;2527324.30;4151263.09;32.66;32.66
Rp (1);Rp;2386.58;2527324.30;4151263.09;32.66;30.49
Bvlc (13);Bvlc;2386.58;2527324.30;4151263.09;30.49;28.70
Lbb (5);Lbb;2386.58;2527324.30;4151263.09;28.70;26.41
Bvlc (14);Bvlc;2386.58;2527324.30;4151263.09;26.41;23.45
Lbb (6);Lbb;2386.58;2527324.30;4151263.09;23.45;20.04
Sb (12);Sb;2386.58;2527324.30;4151263.09;20.04;15.76
Sbl (2);Sbl;2386.58;2527324.30;4151263.09;15.76;6.81
P;P;2386.58;2527324.30;4151263.09;6.81;5.65
Sbl (13);Sbl;2386.58;2527324.30;4151263.09;5.65;4.44
Agm (2);Agm;2386.58;2527324.30;4151263.09;4.44;-11.53
DEM;DEM;2396.58;2527314.47;4151261.28;32.44;32.44
Rp (1);Rp;2396.58;2527314.47;4151261.28;32.44;30.10
Bvlc (13);Bvlc;2396.58;2527314.47;4151261.28;30.10;27.42
Lbb (5);Lbb;2396.58;2527314.47;4151261.28;27.42;25.85
Bvlc (14);Bvlc;2396.58;2527314.47;4151261.28;25.85;22.77
Lbb (6);Lbb;2396.58;2527314.47;4151261.28;22.77;16.16
Sb (12);Sb;2396.58;2527314.47;4151261.28;16.16;12.74
Sbl (2);Sbl;2396.58;2527314.47;4151261.28;12.74;6.32
P;P;2396.58;2527314.47;4151261.28;6.32;6.12
Sbl (13);Sbl;2396.58;2527314.47;4151261.28;6.12;4.72
Agm (2);Agm;2396.58;2527314.47;4151261.28;4.72;-11.23
DEM;DEM;2406.58;2527304.68;4151259.23;32.79;32.79
Rp (1);Rp;2406.58;2527304.68;4151259.23;32.79;30.08
Bvlc (13);Bvlc;2406.58;2527304.68;4151259.23;30.08;25.56
Lbb (5);Lbb;2406.58;2527304.68;4151259.23;25.56;23.26
Bvlc (14);Bvlc;2406.58;2527304.68;4151259.23;23.26;17.18
Lbb (6);Lbb;2406.58;2527304.68;4151259.23;17.18;13.51
Sb (12);Sb;2406.58;2527304.68;4151259.23;13.51;11.20
Sbl (13);Sbl;2406.58;2527304.68;4151259.23;11.20;4.73
Agm (2);Agm;2406.58;2527304.68;4151259.23;4.73;-10.93
DEM;DEM;2416.58;2527294.93;4151257.01;33.13;33.13
Rp (1);Rp;2416.58;2527294.93;4151257.01;33.13;30.35
Al;Al;2416.58;2527294.93;4151257.01;30.35;27.81
Bvlc (13);Bvlc;2416.58;2527294.93;4151257.01;27.81;22.05
Lbb (5);Lbb;2416.58;2527294.93;4151257.01;22.05;17.71
Bvlc (14);Bvlc;2416.58;2527294.93;4151257.01;17.71;14.22
Lbb (6);Lbb;2416.58;2527294.93;4151257.01;14.22;11.78
Sb (12);Sb;2416.58;2527294.93;4151257.01;11.78;10.12
Sbl (13);Sbl;2416.58;2527294.93;4151257.01;10.12;4.48
Agm (2);Agm;2416.58;2527294.93;4151257.01;4.48;-10.64
DEM;DEM;2426.58;2527285.20;4151254.73;33.48;33.48
Rp (1);Rp;2426.58;2527285.20;4151254.73;33.48;30.77
Al;Al;2426.58;2527285.20;4151254.73;30.77;23.98
Bvlc (13);Bvlc;2426.58;2527285.20;4151254.73;23.98;18.41
Lbb (5);Lbb;2426.58;2527285.20;4151254.73;18.41;14.21
Bvlc (14);Bvlc;2426.58;2527285.20;4151254.73;14.21;12.57
Lbb (6);Lbb;2426.58;2527285.20;4151254.73;12.57;10.50
Sb (12);Sb;2426.58;2527285.20;4151254.73;10.50;9.16
Sbl (13);Sbl;2426.58;2527285.20;4151254.73;9.16;4.09
Agm (2);Agm;2426.58;2527285.20;4151254.73;4.09;-10.35
DEM;DEM;2436.58;2527275.46;4151252.45;33.83;33.83
Rp (1);Rp;2436.58;2527275.46;4151252.45;33.83;31.24
Al;Al;2436.58;2527275.46;4151252.45;31.24;20.58
Bvlc (13);Bvlc;2436.58;2527275.46;4151252.45;20.58;15.64
Lbb (5);Lbb;2436.58;2527275.46;4151252.45;15.64;12.70
Bvlc (14);Bvlc;2436.58;2527275.46;4151252.45;12.70;11.14
Lbb (6);Lbb;2436.58;2527275.46;4151252.45;11.14;9.06
Sb (12);Sb;2436.58;2527275.46;4151252.45;9.06;8.23
Sbl (13);Sbl;2436.58;2527275.46;4151252.45;8.23;3.68
Agm (2);Agm;2436.58;2527275.46;4151252.45;3.68;-10.07
DEM;DEM;2446.58;2527265.73;4151250.16;34.18;34.18
Rp (1);Rp;2446.58;2527265.73;4151250.16;34.18;31.66
Al;Al;2446.58;2527265.73;4151250.16;31.66;17.63
Bvlc (13);Bvlc;2446.58;2527265.73;4151250.16;17.63;13.90
Lbb (5);Lbb;2446.58;2527265.73;4151250.16;13.90;11.79
Bvlc (14);Bvlc;2446.58;2527265.73;4151250.16;11.79;9.87
Lbb (6);Lbb;2446.58;2527265.73;4151250.16;9.87;7.77
Sb (12);Sb;2446.58;2527265.73;4151250.16;7.77;7.33
Sbl (13);Sbl;2446.58;2527265.73;4151250.16;7.33;3.32
Agm (2);Agm;2446.58;2527265.73;4151250.16;3.32;-9.79
DEM;DEM;2456.58;2527255.99;4151247.88;34.52;34.52
Rp (1);Rp;2456.58;2527255.99;4151247.88;34.52;32.05
Al;Al;2456.58;2527255.99;4151247.88;32.05;15.33
Bvlc (13);Bvlc;2456.58;2527255.99;4151247.88;15.33;12.78
Lbb (5);Lbb;2456.58;2527255.99;4151247.88;12.78;11.11
Bvlc (14);Bvlc;2456.58;2527255.99;4151247.88;11.11;9.16
Lbb (7);Lbb;2456.58;2527255.99;4151247.88;9.16;8.01
Bvlc (15);Bvlc;2456.58;2527255.99;4151247.88;8.01;7.89
Lbb (6);Lbb;2456.58;2527255.99;4151247.88;7.89;6.84
Sb (12);Sb;2456.58;2527255.99;4151247.88;6.84;6.44
Sbl (13);Sbl;2456.58;2527255.99;4151247.88;6.44;3.05
Agm (2);Agm;2456.58;2527255.99;4151247.88;3.05;-9.52
DEM;DEM;2466.58;2527246.26;4151245.59;34.87;34.87
Rp (1);Rp;2466.58;2527246.26;4151245.59;34.87;32.48
Al;Al;2466.58;2527246.26;4151245.59;32.48;14.18
Bvlc (13);Bvlc;2466.58;2527246.26;4151245.59;14.18;11.99
Lbb (5);Lbb;2466.58;2527246.26;4151245.59;11.99;10.54
Bvlc (14);Bvlc;2466.58;2527246.26;4151245.59;10.54;8.78
Lbb (7);Lbb;2466.58;2527246.26;4151245.59;8.78;7.48
Bvlc (15);Bvlc;2466.58;2527246.26;4151245.59;7.48;6.69
Lbb (6);Lbb;2466.58;2527246.26;4151245.59;6.69;6.14
Sb (12);Sb;2466.58;2527246.26;4151245.59;6.14;5.68
P (2);P;2466.58;2527246.26;4151245.59;5.68;5.52
Sbl (13);Sbl;2466.58;2527246.26;4151245.59;5.52;2.85
Agm (2);Agm;2466.58;2527246.26;4151245.59;2.85;-9.26
DEM;DEM;2476.58;2527236.52;4151243.30;35.18;35.18
Rp (1);Rp;2476.58;2527236.52;4151243.30;35.18;32.89
Al;Al;2476.58;2527236.52;4151243.30;32.89;13.65
Bvlc (13);Bvlc;2476.58;2527236.52;4151243.30;13.65;11.41
Lbb (5);Lbb;2476.58;2527236.52;4151243.30;11.41;10.06
Bvlc (14);Bvlc;2476.58;2527236.52;4151243.30;10.06;8.57
Lbb (7);Lbb;2476.58;2527236.52;4151243.30;8.57;7.09
Bvlc (15);Bvlc;2476.58;2527236.52;4151243.30;7.09;5.99
Lbb (6);Lbb;2476.58;2527236.52;4151243.30;5.99;5.52
Sb (12);Sb;2476.58;2527236.52;4151243.30;5.52;5.14
P (2);P;2476.58;2527236.52;4151243.30;5.14;4.46
Sbl (13);Sbl;2476.58;2527236.52;4151243.30;4.46;2.70
Agm (2);Agm;2476.58;2527236.52;4151243.30;2.70;-8.99
DEM;DEM;2486.58;2527226.78;4151241.02;35.40;35.40
Rp (1);Rp;2486.58;2527226.78;4151241.02;35.40;33.23
Al;Al;2486.58;2527226.78;4151241.02;33.23;13.33
Bvlc (13);Bvlc;2486.58;2527226.78;4151241.02;13.33;10.96
Lbb (5);Lbb;2486.58;2527226.78;4151241.02;10.96;9.66
Bvlc (14);Bvlc;2486.58;2527226.78;4151241.02;9.66;8.45
Lbb (7);Lbb;2486.58;2527226.78;4151241.02;8.45;6.82
Bvlc (15);Bvlc;2486.58;2527226.78;4151241.02;6.82;5.72
Lbb (6);Lbb;2486.58;2527226.78;4151241.02;5.72;4.94
Sb (12);Sb;2486.58;2527226.78;4151241.02;4.94;4.74
P (2);P;2486.58;2527226.78;4151241.02;4.74;3.72
Sbl (13);Sbl;2486.58;2527226.78;4151241.02;3.72;2.58
Agm (2);Agm;2486.58;2527226.78;4151241.02;2.58;-8.72
DEM;DEM;2496.58;2527217.05;4151238.73;35.61;35.61
Rp (1);Rp;2496.58;2527217.05;4151238.73;35.61;33.50
Al;Al;2496.58;2527217.05;4151238.73;33.50;13.10
Bvlc (13);Bvlc;2496.58;2527217.05;4151238.73;13.10;10.61
Lbb (5);Lbb;2496.58;2527217.05;4151238.73;10.61;9.34
Bvlc (14);Bvlc;2496.58;2527217.05;4151238.73;9.34;8.35
Lbb (7);Lbb;2496.58;2527217.05;4151238.73;8.35;6.68
Bvlc (15);Bvlc;2496.58;2527217.05;4151238.73;6.68;5.63
Lbb (6);Lbb;2496.58;2527217.05;4151238.73;5.63;4.43
Sb (12);Sb;2496.58;2527217.05;4151238.73;4.43;4.40
P (2);P;2496.58;2527217.05;4151238.73;4.40;3.22
Sbl (13);Sbl;2496.58;2527217.05;4151238.73;3.22;2.59
Agm (2);Agm;2496.58;2527217.05;4151238.73;2.59;-8.44
DEM;DEM;2506.58;2527207.31;4151236.44;35.83;35.83
Rp (1);Rp;2506.58;2527207.31;4151236.44;35.83;33.69
Al;Al;2506.58;2527207.31;4151236.44;33.69;12.89
Bvlc (13);Bvlc;2506.58;2527207.31;4151236.44;12.89;10.28
Lbb (5);Lbb;2506.58;2527207.31;4151236.44;10.28;9.10
Bvlc (14);Bvlc;2506.58;2527207.31;4151236.44;9.10;8.25
Lbb (7);Lbb;2506.58;2527207.31;4151236.44;8.25;6.67
Bvlc (15);Bvlc;2506.58;2527207.31;4151236.44;6.67;5.62
Lbb (6);Lbb;2506.58;2527207.31;4151236.44;5.62;4.23
P (2);P;2506.58;2527207.31;4151236.44;4.23;2.89
Sbl (13);Sbl;2506.58;2527207.31;4151236.44;2.89;2.62
Agm (2);Agm;2506.58;2527207.31;4151236.44;2.62;-8.13
DEM;DEM;2516.58;2527197.58;4151234.16;36.04;36.04
Rp (1);Rp;2516.58;2527197.58;4151234.16;36.04;33.81
Al;Al;2516.58;2527197.58;4151234.16;33.81;12.71
Bvlc (13);Bvlc;2516.58;2527197.58;4151234.16;12.71;9.94
Lbb (5);Lbb;2516.58;2527197.58;4151234.16;9.94;8.95
Bvlc (14);Bvlc;2516.58;2527197.58;4151234.16;8.95;8.16
Lbb (7);Lbb;2516.58;2527197.58;4151234.16;8.16;6.75
Bvlc (15);Bvlc;2516.58;2527197.58;4151234.16;6.75;5.62
Lbb (6);Lbb;2516.58;2527197.58;4151234.16;5.62;4.17
P (2);P;2516.58;2527197.58;4151234.16;4.17;2.71
Sbl (13);Sbl;2516.58;2527197.58;4151234.16;2.71;2.64
Agm (2);Agm;2516.58;2527197.58;4151234.16;2.64;-7.81
DEM;DEM;2526.58;2527187.84;4151231.87;36.26;36.26
Rp (1);Rp;2526.58;2527187.84;4151231.87;36.26;33.88
Al;Al;2526.58;2527187.84;4151231.87;33.88;12.53
Bvlc (13);Bvlc;2526.58;2527187.84;4151231.87;12.53;9.66
Lbb (5);Lbb;2526.58;2527187.84;4151231.87;9.66;8.85
Bvlc (14);Bvlc;2526.58;2527187.84;4151231.87;8.85;8.06
Lbb (7);Lbb;2526.58;2527187.84;4151231.87;8.06;6.91
Bvlc (15);Bvlc;2526.58;2527187.84;4151231.87;6.91;5.65
Lbb (6);Lbb;2526.58;2527187.84;4151231.87;5.65;4.13
P (2);P;2526.58;2527187.84;4151231.87;4.13;2.67
Agm (2);Agm;2526.58;2527187.84;4151231.87;2.67;-7.45
DEM;DEM;2536.58;2527178.11;4151229.59;36.47;36.47
Rp (1);Rp;2536.58;2527178.11;4151229.59;36.47;33.90
Al;Al;2536.58;2527178.11;4151229.59;33.90;12.64
Bvlc (13);Bvlc;2536.58;2527178.11;4151229.59;12.64;9.53
Lbb (5);Lbb;2536.58;2527178.11;4151229.59;9.53;8.77
Bvlc (14);Bvlc;2536.58;2527178.11;4151229.59;8.77;7.97
Lbb (7);Lbb;2536.58;2527178.11;4151229.59;7.97;7.08
Bvlc (15);Bvlc;2536.58;2527178.11;4151229.59;7.08;5.68
Lbb (6);Lbb;2536.58;2527178.11;4151229.59;5.68;4.18
P (2);P;2536.58;2527178.11;4151229.59;4.18;2.82
Agm (2);Agm;2536.58;2527178.11;4151229.59;2.82;-7.07
DEM;DEM;2546.58;2527168.37;4151227.30;36.40;36.40
Rp (1);Rp;2546.58;2527168.37;4151227.30;36.40;33.26
Al;Al;2546.58;2527168.37;4151227.30;33.26;13.64
Bvlc (13);Bvlc;2546.58;2527168.37;4151227.30;13.64;9.60
Lbb (5);Lbb;2546.58;2527168.37;4151227.30;9.60;8.74
Bvlc (14);Bvlc;2546.58;2527168.37;4151227.30;8.74;7.96
Lbb (7);Lbb;2546.58;2527168.37;4151227.30;7.96;7.29
Bvlc (15);Bvlc;2546.58;2527168.37;4151227.30;7.29;5.87
Lbb (6);Lbb;2546.58;2527168.37;4151227.30;5.87;4.67
P (2);P;2546.58;2527168.37;4151227.30;4.67;4.09
Agm (2);Agm;2546.58;2527168.37;4151227.30;4.09;-6.62
DEM;DEM;2556.58;2527158.64;4151225.01;36.40;36.40
Rp (1);Rp;2556.58;2527158.64;4151225.01;36.40;31.87
Al (2);Al;2556.58;2527158.64;4151225.01;31.87;23.90
Bvlc (13);Bvlc;2556.58;2527158.64;4151225.01;23.90;10.22
Lbb (5);Lbb;2556.58;2527158.64;4151225.01;10.22;9.14
Bvlc (14);Bvlc;2556.58;2527158.64;4151225.01;9.14;8.35
Lbb (7);Lbb;2556.58;2527158.64;4151225.01;8.35;7.75
Bvlc (15);Bvlc;2556.58;2527158.64;4151225.01;7.75;7.46
Agm (2);Agm;2556.58;2527158.64;4151225.01;7.46;-6.12
DEM;DEM;2566.58;2527148.90;4151222.73;36.45;36.45
Rp (1);Rp;2566.58;2527148.90;4151222.73;36.45;31.36
Al (2);Al;2566.58;2527148.90;4151222.73;31.36;26.77
Agm (2);Agm;2566.58;2527148.90;4151222.73;26.77;-5.55
DEM;DEM;2576.58;2527139.17;4151220.44;36.63;36.63
Rp (1);Rp;2576.58;2527139.17;4151220.44;36.63;31.32
Al (2);Al;2576.58;2527139.17;4151220.44;31.32;28.26
Agm (2);Agm;2576.58;2527139.17;4151220.44;28.26;-4.92
DEM;DEM;2586.58;2527129.43;4151218.15;36.82;36.82
Rp (1);Rp;2586.58;2527129.43;4151218.15;36.82;31.56
Al (2);Al;2586.58;2527129.43;4151218.15;31.56;29.61
Agm (2);Agm;2586.58;2527129.43;4151218.15;29.61;-4.17
DEM;DEM;2596.58;2527119.70;4151215.87;37.00;37.00
Rp (1);Rp;2596.58;2527119.70;4151215.87;37.00;32.01
Al (2);Al;2596.58;2527119.70;4151215.87;32.01;30.76
Agm (2);Agm;2596.58;2527119.70;4151215.87;30.76;-3.34
DEM;DEM;2606.58;2527109.96;4151213.58;37.19;37.19
Rp (1);Rp;2606.58;2527109.96;4151213.58;37.19;32.39
Al (2);Al;2606.58;2527109.96;4151213.58;32.39;31.43
Agm (2);Agm;2606.58;2527109.96;4151213.58;31.43;-2.48
DEM;DEM;2616.58;2527100.23;4151211.30;37.37;37.37
Rp (1);Rp;2616.58;2527100.23;4151211.30;37.37;32.44
Al (2);Al;2616.58;2527100.23;4151211.30;32.44;31.96
Agm (2);Agm;2616.58;2527100.23;4151211.30;31.96;-1.63
DEM;DEM;2626.58;2527090.50;4151208.99;37.50;37.50
Rp (1);Rp;2626.58;2527090.50;4151208.99;37.50;32.40
Agm (2);Agm;2626.58;2527090.50;4151208.99;32.40;-0.82
DEM;DEM;2636.58;2527080.79;4151206.57;37.66;37.66
Rp (1);Rp;2636.58;2527080.79;4151206.57;37.66;32.35
Agm (2);Agm;2636.58;2527080.79;4151206.57;32.35;-0.10
DEM;DEM;2646.58;2527071.14;4151203.97;37.83;37.83
Rp (1);Rp;2646.58;2527071.14;4151203.97;37.83;32.43
Agm (2);Agm;2646.58;2527071.14;4151203.97;32.43;0.51
DEM;DEM;2656.58;2527061.56;4151201.08;38.01;38.01
Rp (1);Rp;2656.58;2527061.56;4151201.08;38.01;32.85
Agm (2);Agm;2656.58;2527061.56;4151201.08;32.85;0.94
DEM;DEM;2666.58;2527052.09;4151197.89;38.19;38.19
Rp (1);Rp;2666.58;2527052.09;4151197.89;38.19;33.27
Agm (2);Agm;2666.58;2527052.09;4151197.89;33.27;1.24
DEM;DEM;2676.58;2527042.73;4151194.37;38.38;38.38
Rp (1);Rp;2676.58;2527042.73;4151194.37;38.38;33.69
Agm (2);Agm;2676.58;2527042.73;4151194.37;33.69;1.43
DEM;DEM;2686.58;2527033.49;4151190.55;38.52;38.52
Rp (1);Rp;2686.58;2527033.49;4151190.55;38.52;34.11
Limi (4);Limi;2686.58;2527033.49;4151190.55;34.11;31.82
Agm (2);Agm;2686.58;2527033.49;4151190.55;31.82;1.49
DEM;DEM;2696.58;2527024.38;4151186.42;38.51;38.51
Rp (1);Rp;2696.58;2527024.38;4151186.42;38.51;34.52
Limi (5);Limi;2696.58;2527024.38;4151186.42;34.52;32.39
Sb (14);Sb;2696.58;2527024.38;4151186.42;32.39;31.39
Limi (4);Limi;2696.58;2527024.38;4151186.42;31.39;29.35
Agm (2);Agm;2696.58;2527024.38;4151186.42;29.35;1.50
DEM;DEM;2706.58;2527015.42;4151181.99;38.31;38.31
Rp (1);Rp;2706.58;2527015.42;4151181.99;38.31;34.90
Limi (5);Limi;2706.58;2527015.42;4151181.99;34.90;32.15
Sb (14);Sb;2706.58;2527015.42;4151181.99;32.15;29.98
Limi (4);Limi;2706.58;2527015.42;4151181.99;29.98;27.11
Agm (2);Agm;2706.58;2527015.42;4151181.99;27.11;1.48
DEM;DEM;2716.58;2527006.61;4151177.26;38.04;38.04
Rp (1);Rp;2716.58;2527006.61;4151177.26;38.04;35.23
Sbv (5);Sbv;2716.58;2527006.61;4151177.26;35.23;35.12
Limi (5);Limi;2716.58;2527006.61;4151177.26;35.12;31.03
Sb (14);Sb;2716.58;2527006.61;4151177.26;31.03;28.57
Limi (4);Limi;2716.58;2527006.61;4151177.26;28.57;25.08
Agm (2);Agm;2716.58;2527006.61;4151177.26;25.08;1.34
DEM;DEM;2726.58;2526997.96;4151172.24;37.85;37.85
Rp (1);Rp;2726.58;2526997.96;4151172.24;37.85;35.53
Bvlc (10);Bvlc;2726.58;2526997.96;4151172.24;35.53;35.35
Sbv (5);Sbv;2726.58;2526997.96;4151172.24;35.35;33.75
Limi (5);Limi;2726.58;2526997.96;4151172.24;33.75;29.60
Sb (14);Sb;2726.58;2526997.96;4151172.24;29.60;27.01
Limi (4);Limi;2726.58;2526997.96;4151172.24;27.01;21.93
Agm (2);Agm;2726.58;2526997.96;4151172.24;21.93;1.21
DEM;DEM;2736.58;2526989.48;4151166.94;37.82;37.82
Rp (1);Rp;2736.58;2526989.48;4151166.94;37.82;35.78
Bvlc (10);Bvlc;2736.58;2526989.48;4151166.94;35.78;33.93
Sbv (5);Sbv;2736.58;2526989.48;4151166.94;33.93;32.48
Limi (5);Limi;2736.58;2526989.48;4151166.94;32.48;28.10
Sb (14);Sb;2736.58;2526989.48;4151166.94;28.10;25.20
Limi (4);Limi;2736.58;2526989.48;4151166.94;25.20;18.70
Agm (2);Agm;2736.58;2526989.48;4151166.94;18.70;1.07
DEM;DEM;2746.58;2526981.18;4151161.36;37.79;37.79
Rp (1);Rp;2746.58;2526981.18;4151161.36;37.79;35.99
Bvlc (10);Bvlc;2746.58;2526981.18;4151161.36;35.99;33.03
Sbv (5);Sbv;2746.58;2526981.18;4151161.36;33.03;30.84
Limi (5);Limi;2746.58;2526981.18;4151161.36;30.84;26.44
Sb (14);Sb;2746.58;2526981.18;4151161.36;26.44;23.11
Limi (4);Limi;2746.58;2526981.18;4151161.36;23.11;15.27
Agm (2);Agm;2746.58;2526981.18;4151161.36;15.27;0.94
DEM;DEM;2756.58;2526973.08;4151155.50;37.77;37.77
Rp (1);Rp;2756.58;2526973.08;4151155.50;37.77;36.17
L1669;L1669;2756.58;2526973.08;4151155.50;36.17;35.83
Bvlc (10);Bvlc;2756.58;2526973.08;4151155.50;35.83;32.29
Sbv (5);Sbv;2756.58;2526973.08;4151155.50;32.29;28.50
Limi (5);Limi;2756.58;2526973.08;4151155.50;28.50;24.83
Sb (14);Sb;2756.58;2526973.08;4151155.50;24.83;20.93
Limi (4);Limi;2756.58;2526973.08;4151155.50;20.93;11.78
Agm (2);Agm;2756.58;2526973.08;4151155.50;11.78;0.80
DEM;DEM;2766.58;2526965.17;4151149.38;37.76;37.76
Rp (1);Rp;2766.58;2526965.17;4151149.38;37.76;36.32
L1669;L1669;2766.58;2526965.17;4151149.38;36.32;34.69
Bvlc (10);Bvlc;2766.58;2526965.17;4151149.38;34.69;31.61
Sbv (5);Sbv;2766.58;2526965.17;4151149.38;31.61;27.79
Bvlc (17);Bvlc;2766.58;2526965.17;4151149.38;27.79;27.27
Bvlc (16);Bvlc;2766.58;2526965.17;4151149.38;27.27;25.86
Limi (5);Limi;2766.58;2526965.17;4151149.38;25.86;22.97
Sb (14);Sb;2766.58;2526965.17;4151149.38;22.97;18.89
Limi (4);Limi;2766.58;2526965.17;4151149.38;18.89;9.53
Agm (2);Agm;2766.58;2526965.17;4151149.38;9.53;0.66
DEM;DEM;2776.58;2526957.47;4151143.00;37.78;37.78
Rp (1);Rp;2776.58;2526957.47;4151143.00;37.78;36.44
L1669;L1669;2776.58;2526957.47;4151143.00;36.44;33.91
Bvlc (10);Bvlc;2776.58;2526957.47;4151143.00;33.91;30.91
Sbv (5);Sbv;2776.58;2526957.47;4151143.00;30.91;27.38
Bvlc (17);Bvlc;2776.58;2526957.47;4151143.00;27.38;26.40
Bvlc (16);Bvlc;2776.58;2526957.47;4151143.00;26.40;23.81
Limi (5);Limi;2776.58;2526957.47;4151143.00;23.81;20.61
Sb (14);Sb;2776.58;2526957.47;4151143.00;20.61;17.07
Limi (4);Limi;2776.58;2526957.47;4151143.00;17.07;8.17
Agm (2);Agm;2776.58;2526957.47;4151143.00;8.17;0.53
DEM;DEM;2786.58;2526949.99;4151136.36;37.81;37.81
Rp (1);Rp;2786.58;2526949.99;4151136.36;37.81;36.54
L1669;L1669;2786.58;2526949.99;4151136.36;36.54;33.23
Bvlc (10);Bvlc;2786.58;2526949.99;4151136.36;33.23;30.22
Sbv (5);Sbv;2786.58;2526949.99;4151136.36;30.22;27.00
Bvlc (17);Bvlc;2786.58;2526949.99;4151136.36;27.00;25.59
Bvlc (16);Bvlc;2786.58;2526949.99;4151136.36;25.59;22.20
Limi (5);Limi;2786.58;2526949.99;4151136.36;22.20;18.22
Sb (14);Sb;2786.58;2526949.99;4151136.36;18.22;15.40
Limi (4);Limi;2786.58;2526949.99;4151136.36;15.40;7.25
Agm (2);Agm;2786.58;2526949.99;4151136.36;7.25;0.39
DEM;DEM;2796.58;2526942.74;4151129.48;37.85;37.85
Rp (1);Rp;2796.58;2526942.74;4151129.48;37.85;36.62
L1669;L1669;2796.58;2526942.74;4151129.48;36.62;32.70
Bvlc (10);Bvlc;2796.58;2526942.74;4151129.48;32.70;29.59
Sbv (5);Sbv;2796.58;2526942.74;4151129.48;29.59;26.68
Bvlc (17);Bvlc;2796.58;2526942.74;4151129.48;26.68;24.87
Bvlc (16);Bvlc;2796.58;2526942.74;4151129.48;24.87;20.70
Limi (5);Limi;2796.58;2526942.74;4151129.48;20.70;16.07
Sb (14);Sb;2796.58;2526942.74;4151129.48;16.07;13.74
Limi (4);Limi;2796.58;2526942.74;4151129.48;13.74;6.60
Agm (2);Agm;2796.58;2526942.74;4151129.48;6.60;0.26
DEM;DEM;2806.58;2526935.72;4151122.36;38.12;38.12
Rp (1);Rp;2806.58;2526935.72;4151122.36;38.12;36.68
L1669;L1669;2806.58;2526935.72;4151122.36;36.68;32.24
Bvlc (10);Bvlc;2806.58;2526935.72;4151122.36;32.24;29.08
Sbv (5);Sbv;2806.58;2526935.72;4151122.36;29.08;26.41
Bvlc (17);Bvlc;2806.58;2526935.72;4151122.36;26.41;24.23
Bvlc (16);Bvlc;2806.58;2526935.72;4151122.36;24.23;19.08
Limi (5);Limi;2806.58;2526935.72;4151122.36;19.08;14.25
Sb (14);Sb;2806.58;2526935.72;4151122.36;14.25;11.60
Limi (4);Limi;2806.58;2526935.72;4151122.36;11.60;6.22
Agm (2);Agm;2806.58;2526935.72;4151122.36;6.22;0.12
DEM;DEM;2816.58;2526928.94;4151115.01;38.50;38.50
Rp (1);Rp;2816.58;2526928.94;4151115.01;38.50;36.73
L1669;L1669;2816.58;2526928.94;4151115.01;36.73;31.80
Bvlc (10);Bvlc;2816.58;2526928.94;4151115.01;31.80;28.73
Sbv (5);Sbv;2816.58;2526928.94;4151115.01;28.73;26.19
Bvlc (17);Bvlc;2816.58;2526928.94;4151115.01;26.19;23.66
Bvlc (16);Bvlc;2816.58;2526928.94;4151115.01;23.66;17.09
Limi (5);Limi;2816.58;2526928.94;4151115.01;17.09;12.75
Sb (14);Sb;2816.58;2526928.94;4151115.01;12.75;9.57
Limi (4);Limi;2816.58;2526928.94;4151115.01;9.57;6.29
Agm (2);Agm;2816.58;2526928.94;4151115.01;6.29;-0.01
DEM;DEM;2826.58;2526922.41;4151107.44;38.90;38.90
Rp (1);Rp;2826.58;2526922.41;4151107.44;38.90;36.78
L1669;L1669;2826.58;2526922.41;4151107.44;36.78;31.37
Bvlc (10);Bvlc;2826.58;2526922.41;4151107.44;31.37;28.49
