code;name;domain_code;xmin;ymin;xmax;ymax;zmin;nx;ny;n_xyzsup;n_strata;nx_strata;ny_strata;rel_csv_code
tun;Catania It;Stesicoro;0;0;1000;1000;-50;;;;;;;tun
