project_code;project_name;p_safe_cob_kpa;p_safe_blowup_kpa;align_scan_length;vloss_tail_min;vloss_tail_mode;vloss_tail_max;p_tbm_loc;p_tbm_sigma_factor;epsg
MDW029_S_E_05;Prolungamento della rete ferroviaria nella tratta metropolitana di Catania dalla stazione centrale f.s. all'aeroporto tratta stesicoro-aeroporto lotto 1;20;30;10;0.09;0.095;0.1;0.1;3;3004
